hanzi,tl,frequency,poj,tl_num,poj_num
毛筅,mn̂g-tshíng,25,mn̂g-chhéng,mng5tshing2,mng5chheng2
毛豆,môo-tāu,25,mô͘-tāu,moo5tau7,moo5tau7
氣糋,khì-tsìnn,25,khì-chìⁿ,khi3tsinn3,khi3chinn3
水球,tsuí-kiû,25,chúi-kiû,tsui2kiu5,chui2kiu5
水蓮,tsuí-liân,25,chúi-liân,tsui2lian5,chui2lian5
水螅,tsuí-sik,25,chúi-sek,tsui2sik4,chui2sek4
水豬,tsuí-ti,25,chúi-ti,tsui2ti1,chui2ti1
水豬,tsuí-tu,25,chúi-tu,tsui2tu1,chui2tu1
決賽,kuat-sài,25,koat-sài,kuat4sai3,koat4sai3
沉球,tîm-kiû,25,tîm-kiû,tim5kiu5,tim5kiu5
沙拉,sa-la,25,sa-la,sa1la1,sa1la1
河內,hô-luē,25,hô-lōe,ho5lue7,ho5loe7
油鯃,iû-ngôo,25,iû-ngô͘,iu5ngoo5,iu5ngoo5
法鬥,huat-tàu,25,hoat-tàu,huat4tau3,hoat4tau3
泛舟,huàn-tsiu,25,hoàn-chiu,huan3tsiu1,hoan3chiu1
泡芙,phàu-hû,25,phàu-hû,phau3hu5,phau3hu5
泰拳,thài-kûn,25,thài-kûn,thai3kun5,thai3kun5
浮粉,phû-hún,25,phû-hún,phu5hun2,phu5hun2
浸油,tsìm-iû,25,chìm-iû,tsim3iu5,chim3iu5
液化,i̍k-huà,25,e̍k-hòa,ik8hua3,ek8hoa3
涼麵,liâng-mī,25,liâng-mī,liang5mi7,liang5mi7
淋巴,lîm-pa,25,lîm-pa,lim5pa1,lim5pa1
淡斑,tām-pan,25,tām-pan,tam7pan1,tam7pan1
深跍,tshim-khû,25,chhim-khû,tshim1khu5,chhim1khu5
游標,iû-phiau,25,iû-phiau,iu5phiau1,iu5phiau1
游標,iû-piau,25,iû-piau,iu5piau1,iu5piau1
湯餃,thng-kiáu,25,thng-kiáu,thng1kiau2,thng1kiau2
滑球,ku̍t-kiû,25,ku̍t-kiû,kut8kiu5,kut8kiu5
滑鼠,ku̍t-tshí,25,ku̍t-chhí,kut8tshi2,kut8chhi2
滑鼠,ku̍t-tshú,25,ku̍t-chhú,kut8tshu2,kut8chhu2
滾輪,kún-lûn,25,kún-lûn,kun2lun5,kun2lun5
漏球,lāu-kiû,25,lāu-kiû,lau7kiu5,lau7kiu5
漸層,tsiām-tsân,25,chiām-chân,tsiam7tsan5,chiam7chan5
灌籃,kuàn-nâ,25,koàn-nâ,kuan3na5,koan3na5
火腿,hué-thuí,25,hóe-thúi,hue2thui2,hoe2thui2
火腿,hé-thuí,25,hé-thúi,he2thui2,he2thui2
炊飯,tshe-pn̄g,25,chhe-pn̄g,tshe1png7,chhe1png7
炊飯,tshue-pn̄g,25,chhoe-pn̄g,tshue1png7,chhoe1png7
烏麥,oo-be̍h,25,o͘-be̍h,oo1beh8,oo1beh8
烘焙,hang-puē,25,hang-pōe,hang1pue7,hang1poe7
烘焙,hang-pē,25,hang-pē,hang1pe7,hang1pe7
烘箱,hang-siunn,25,hang-siuⁿ,hang1siunn1,hang1siunn1
烘雞,hang-ke,25,hang-ke,hang1ke1,hang1ke1
烘雞,hang-kue,25,hang-koe,hang1kue1,hang1koe1
焐卡,ù-khah,25,ù-khah,u3khah4,u3khah4
焙果,puē-kó,25,pōe-kó,pue7ko2,poe7ko2
焙果,pē-kó,25,pē-kó,pe7ko2,pe7ko2
焙茶,puē-tê,25,pōe-tê,pue7te5,poe7te5
焙茶,pē-tê,25,pē-tê,pe7te5,pe7te5
焦距,tsiau-kī,25,chiau-kī,tsiau1ki7,chiau1ki7
焦距,tsiau-kū,25,chiau-kū,tsiau1ku7,chiau1ku7
煎包,tsian-pau,25,chian-pau,tsian1pau1,chian1pau1
煎餅,tsian-piánn,25,chian-piáⁿ,tsian1piann2,chian1piann2
煙雞,ian-ke,25,ian-ke,ian1ke1,ian1ke1
煙雞,ian-kue,25,ian-koe,ian1kue1,ian1koe1
熊市,hîm-tshī,25,hîm-chhī,him5tshi7,him5chhi7
熱量,jia̍t-liōng,25,jia̍t-liōng,jiat8liong7,jiat8liong7
熱量,lia̍t-liōng,25,lia̍t-liōng,liat8liong7,liat8liong7
熱點,jia̍t-tiám,25,jia̍t-tiám,jiat8tiam2,jiat8tiam2
熱點,lia̍t-tiám,25,lia̍t-tiám,liat8tiam2,liat8tiam2
熱齒,jia̍t-khí,25,jia̍t-khí,jiat8khi2,jiat8khi2
燕麥,iàn-be̍h,25,iàn-be̍h,ian3beh8,ian3beh8
牚夯,thènn-giâ,25,thèⁿ-giâ,thenn3gia5,thenn3gia5
牚夯,thìnn-giâ,25,thìⁿ-giâ,thinn3gia5,thinn3gia5
牛市,gû-tshī,25,gû-chhī,gu5tshi7,gu5chhi7
牛棚,gû-pênn,25,gû-pêⁿ,gu5penn5,gu5penn5
牛棚,gû-pînn,25,gû-pîⁿ,gu5pinn5,gu5pinn5
牽制,khan-tsè,25,khan-chè,khan1tse3,khan1che3
犯規,huān-kui,25,hoān-kui,huan7kui1,hoan7kui1
狐獴,hôo-bông,25,hô͘-bông,hoo5bong5,hoo5bong5
狒狒,huì-huì,25,hùi-hùi,hui3hui3,hui3hui3
猴珠,kâu-tsu,25,kâu-chu,kau5tsu1,kau5chu1
珠光,tsu-kng,25,chu-kng,tsu1kng1,chu1kng1
球童,kiû-tông,25,kiû-tông,kiu5tong5,kiu5tong5
球迷,kiû-bê,25,kiû-bê,kiu5be5,kiu5be5
球速,kiû-sok,25,kiû-sok,kiu5sok4,kiu5sok4
甘地,kam-tī,25,kam-tī,kam1ti7,kam1ti7
甜菜,tinn-tshài,25,tiⁿ-chhài,tinn1tshai3,tinn1chhai3
田徑,tiân-kìng,25,tiân-kèng,tian5king3,tian5keng3
甲烷,kah-uân,25,kah-oân,kah4uan5,kah4oan5
甲醇,kah-sûn,25,kah-sûn,kah4sun5,kah4sun5
番鼠,huan-tshí,25,hoan-chhí,huan1tshi2,hoan1chhi2
番鼠,huan-tshú,25,hoan-chhú,huan1tshu2,hoan1chhu2
畫素,uē-sòo,25,ōe-sò͘,ue7soo3,oe7soo3
畫素,uī-sòo,25,ūi-sò͘,ui7soo3,ui7soo3
畫質,uē-tsit,25,ōe-chit,ue7tsit4,oe7chit4
畫質,uī-tsit,25,ūi-chit,ui7tsit4,ui7chit4
病尾,pēnn-bué,25,pēⁿ-bóe,penn7bue2,penn7boe2
病尾,pēnn-bé,25,pēⁿ-bé,penn7be2,penn7be2
登入,ting-ji̍p,25,teng-ji̍p,ting1jip8,teng1jip8
登出,ting-tshut,25,teng-chhut,ting1tshut4,teng1chhut4
登板,ting-pán,25,teng-pán,ting1pan2,teng1pan2
發球,huat-kiû,25,hoat-kiû,huat4kiu5,hoat4kiu5
白醬,pe̍h-tsiùnn,25,pe̍h-chiùⁿ,peh8tsiunn3,peh8chiunn3
盜壘,tō-luí,25,tō-lúi,to7lui2,to7lui2
監交,kàm-kau,25,kàm-kau,kam3kau1,kam3kau1
盤舌,puânn-tsi̍h,25,pôaⁿ-chi̍h,puann5tsih8,poann5chih8
目巡,ba̍k-sûn,25,ba̍k-sûn,bak8sun5,bak8sun5
目彩,ba̍k-tshái,25,ba̍k-chhái,bak8tshai2,bak8chhai2
直播,ti̍t-pò,25,ti̍t-pò,tit8po3,tit8po3
直球,ti̍t-kiû,25,ti̍t-kiû,tit8kiu5,tit8kiu5
相偃,sio-ián,25,sio-ián,sio1ian2,sio1ian2
眼影,gán-iánn,25,gán-iáⁿ,gan2iann2,gan2iann2
眼膜,gán-mo̍oh,25,gán-mo̍͘h,gan2mooh8,gan2mooh8
眼霜,gán-song,25,gán-song,gan2song1,gan2song1
短跑,té-pháu,25,té-pháu,te2phau2,te2phau2
石滬,tsio̍h-hōo,25,chio̍h-hō͘,tsioh8hoo7,chioh8hoo7
矽砂,si̍k-sua,25,se̍k-soa,sik8sua1,sek8soa1
硩線,teh-suànn,25,teh-sòaⁿ,teh4suann3,teh4soann3
硬夯,ngē-giâ,25,ngē-giâ,nge7gia5,nge7gia5
硬夯,ngī-giâ,25,ngī-giâ,ngi7gia5,ngi7gia5
硬體,ngī-thé,25,ngī-thé,ngi7the2,ngi7the2
磕網,kha̍p-bāng,25,kha̍p-bāng,khap8bang7,khap8bang7
磕著,kha̍p-tio̍h,25,kha̍p-tio̍h,khap8tioh8,khap8tioh8
社畜,siā-thiok,25,siā-thiok,sia7thiok4,sia7thiok4
移工,î-kang,25,î-kang,i5kang1,i5kang1
競行,kìng-kiânn,25,kèng-kiâⁿ,king3kiann5,keng3kiann5
競行,kīng-kiânn,25,kēng-kiâⁿ,king7kiann5,keng7kiann5
笑痕,tshiò-hûn,25,chhiò-hûn,tshio3hun5,chhio3hun5
笑豆,tshiò-tāu,25,chhiò-tāu,tshio3tau7,chhio3tau7
箭靶,tsìnn-pé,25,chìⁿ-pé,tsinn3pe2,chinn3pe2
篩選,thai-suán,25,thai-soán,thai1suan2,thai1soan2
米線,bí-suànn,25,bí-sòaⁿ,bi2suann3,bi2soann3
粉刺,hún-tshì,25,hún-chhì,hun2tshi3,hun2chhi3
粉底,hún-tué,25,hún-tóe,hun2tue2,hun2toe2
粉底,hún-té,25,hún-té,hun2te2,hun2te2
粉條,hún-tiâu,25,hún-tiâu,hun2tiau5,hun2tiau5
粉肝,hún-kuann,25,hún-koaⁿ,hun2kuann1,hun2koann1
粉腸,hún-tshiâng,25,hún-chhiâng,hun2tshiang5,hun2chhiang5
粉膏,hún-ko,25,hún-ko,hun2ko1,hun2ko1
粉餅,hún-piánn,25,hún-piáⁿ,hun2piann2,hun2piann2
粗體,tshoo-thé,25,chho͘-thé,tshoo1the2,chhoo1the2
糋路,tsìnn-lōo,25,chìⁿ-lō͘,tsinn3loo7,chinn3loo7
糖霜,thn̂g-sng,25,thn̂g-sng,thng5sng1,thng5sng1
紅牌,âng-pâi,25,âng-pâi,ang5pai5,ang5pai5
紅醬,âng-tsiùnn,25,âng-chiùⁿ,ang5tsiunn3,ang5chiunn3
紋斑,bûn-pan,25,bûn-pan,bun5pan1,bun5pan1
級差,kip-tsha,25,kip-chha,kip4tsha1,kip4chha1
素肉,sòo-bah,25,sò͘-bah,soo3bah4,soo3bah4
素顏,sòo-gân,25,sò͘-gân,soo3gan5,soo3gan5
組手,tsoo-tshiú,25,cho͘-chhiú,tsoo1tshiu2,choo1chhiu2
網址,bāng-tsí,25,bāng-chí,bang7tsi2,bang7chi2
網球,bāng-kiû,25,bāng-kiû,bang7kiu5,bang7kiu5
網紅,bāng-âng,25,bāng-âng,bang7ang5,bang7ang5
網衝,bāng-tshìng,25,bāng-chhèng,bang7tshing3,bang7chheng3
緩刑,uān-hîng,25,oān-hêng,uan7hing5,oan7heng5
縮圖,sok-tôo,25,sok-tô͘,sok4too5,sok4too5
總匯,tsóng-huē,25,chóng-hōe,tsong2hue7,chong2hoe7
罰球,hua̍t-kiû,25,hoa̍t-kiû,huat8kiu5,hoat8kiu5
美白,bí-pe̍h,25,bí-pe̍h,bi2peh8,bi2peh8
翻糖,huan-thn̂g,25,hoan-thn̂g,huan1thng5,hoan1thng5
老妝,lāu-tsong,25,lāu-chong,lau7tsong1,lau7chong1
老茶,lāu-tê,25,lāu-tê,lau7te5,lau7te5
考銃,khó-tshìng,25,khó-chhèng,kho2tshing3,kho2chheng3
職場,tsit-tiûnn,25,chit-tiûⁿ,tsit4tiunn5,chit4tiunn5
聽牌,thiann-pâi,25,thiaⁿ-pâi,thiann1pai5,thiann1pai5
肉叉,bah-tshah,25,bah-chhah,bah4tshah4,bah4chhah4
肉桂,lio̍k-kuì,25,lio̍k-kùi,liok8kui3,liok8kui3
胡桃,ôo-thô,25,ô͘-thô,oo5tho5,oo5tho5
脂肪,tsi-hong,25,chi-hong,tsi1hong1,chi1hong1
脆球,tshè-kiû,25,chhè-kiû,tshe3kiu5,chhe3kiu5
脫單,thuat-tuann,25,thoat-toaⁿ,thuat4tuann1,thoat4toann1
腰果,io-kó,25,io-kó,io1ko2,io1ko2
腹地,pak-tuē,25,pak-tōe,pak4tue7,pak4toe7
腹地,pak-tē,25,pak-tē,pak4te7,pak4te7
腿捒,thuí-sak,25,thúi-sak,thui2sak4,thui2sak4
腿法,thuí-huat,25,thúi-hoat,thui2huat4,thui2hoat4
膠質,ka-tsit,25,ka-chit,ka1tsit4,ka1chit4
膨粉,phòng-hún,25,phòng-hún,phong3hun2,phong3hun2
臍帶,tsâi-tuà,25,châi-tòa,tsai5tua3,chai5toa3
航線,hâng-suànn,25,hâng-sòaⁿ,hang5suann3,hang5soann3
船桮,tsûn-pe,25,chûn-pe,tsun5pe1,chun5pe1
船桮,tsûn-pue,25,chûn-poe,tsun5pue1,chun5poe1
色票,sik-phiò,25,sek-phiò,sik4phio3,sek4phio3
色素,sik-sòo,25,sek-sò͘,sik4soo3,sek4soo3
芋泥,ōo-nî,25,ō͘-nî,oo7ni5,oo7ni5
花椒,hua-tsio,25,hoa-chio,hua1tsio1,hoa1chio1
花椒,hue-tsio,25,hoe-chio,hue1tsio1,hoe1chio1
芳料,phang-liāu,25,phang-liāu,phang1liau7,phang1liau7
茶凍,tê-tàng,25,tê-tàng,te5tang3,te5tang3
落妝,lak-tsong,25,lak-chong,lak4tsong1,lak4chong1
落球,lak-kiû,25,lak-kiû,lak4kiu5,lak4kiu5
蒲燒,pôo-sio,25,pô͘-sio,poo5sio1,poo5sio1
蒸餾,tsing-liū,25,cheng-liū,tsing1liu7,cheng1liu7
蓄水,thiok-tsuí,25,thiok-chúi,thiok4tsui2,thiok4chui2
蕨貓,keh-niau,25,keh-niau,keh4niau1,keh4niau1
蕨貓,kueh-niau,25,koeh-niau,kueh4niau1,koeh4niau1
薄妝,po̍h-tsong,25,po̍h-chong,poh8tsong1,poh8chong1
薰雞,hun-ke,25,hun-ke,hun1ke1,hun1ke1
薰雞,hun-kue,25,hun-koe,hun1kue1,hun1koe1
藍牙,nâ-gê,25,nâ-gê,na5ge5,na5ge5
藍莓,nâ-m̂,25,nâ-m̂,na5m5,na5m5
藏獒,tsōng-ngôo,25,chōng-ngô͘,tsong7ngoo5,chong7ngoo5
藤球,tîn-kiû,25,tîn-kiû,tin5kiu5,tin5kiu5
虎鯨,hóo-king,25,hó͘-keng,hoo2king1,hoo2keng1
蝦皮,he-phî,25,he-phî,he1phi5,he1phi5
螢幕,îng-bōo,25,êng-bō͘,ing5boo7,eng5boo7
血油,hueh-iû,25,hoeh-iû,hueh4iu5,hoeh4iu5
血油,huih-iû,25,huih-iû,huih4iu5,huih4iu5
血角,hueh-kak,25,hoeh-kak,hueh4kak4,hoeh4kak4
行拳,kiânn-kûn,25,kiâⁿ-kûn,kiann5kun5,kiann5kun5
街友,ke-iú,25,ke-iú,ke1iu2,ke1iu2
街友,kue-iú,25,koe-iú,kue1iu2,koe1iu2
街舞,ke-bú,25,ke-bú,ke1bu2,ke1bu2
街舞,kue-bú,25,koe-bú,kue1bu2,koe1bu2
衝懸,tshìng-kuân,25,chhèng-koân,tshing3kuan5,chheng3koan5
衝湧,tshiong-íng,25,chhiong-éng,tshiong1ing2,chhiong1eng2
表單,pió-tuann,25,pió-toaⁿ,pio2tuann1,pio2toann1
裁判,tshâi-phuànn,25,chhâi-phòaⁿ,tshai5phuann3,chhai5phoann3
補位,póo-uī,25,pó͘-ūi,poo2ui7,poo2ui7
製程,tsè-thîng,25,chè-thêng,tse3thing5,che3theng5
複製,ho̍k-tsè,25,ho̍k-chè,hok8tse3,hok8che3
視窗,sī-thang,25,sī-thang,si7thang1,si7thang1
角球,kak-kiû,25,kak-kiû,kak4kiu5,kak4kiu5
角球,khòo-nah,25,khò͘-nah,khoo3nah4,khoo3nah4
角膜,kak-mo̍oh,25,kak-mo̍͘h,kak4mooh8,kak4mooh8
觱卡,pi-khah,25,pi-khah,pi1khah4,pi1khah4
讀取,tho̍k-tshí,25,tho̍k-chhí,thok8tshi2,thok8chhi2
讀取,tho̍k-tshú,25,tho̍k-chhú,thok8tshu2,thok8chhu2
豁免,hat-bián,25,hat-bián,hat4bian2,hat4bian2
豆包,tāu-pau,25,tāu-pau,tau7pau1,tau7pau1
豆枝,tāu-ki,25,tāu-ki,tau7ki1,tau7ki1
豆皮,tāu-phuê,25,tāu-phôe,tau7phue5,tau7phoe5
豆皮,tāu-phê,25,tāu-phê,tau7phe5,tau7phe5
豆雞,tāu-ke,25,tāu-ke,tau7ke1,tau7ke1
豆雞,tāu-kue,25,tāu-koe,tau7kue1,tau7koe1
貼圖,tah-tôo,25,tah-tô͘,tah4too5,tah4too5
贊助,tsàn-tsōo,25,chàn-chō͘,tsan3tsoo7,chan3choo7
赤砂,tshiah-sua,25,chhiah-soa,tshiah4sua1,chhiah4soa1
走壘,tsáu-luí,25,cháu-lúi,tsau2lui2,chau2lui2
超馬,tshiau-má,25,chhiau-má,tshiau1ma2,chhiau1ma2
越位,ua̍t-uī,25,oa̍t-ūi,uat8ui7,oat8ui7
趨冰,tshu-ping,25,chhu-peng,tshu1ping1,chhu1peng1
趨壘,tshu-luí,25,chhu-lúi,tshu1lui2,chhu1lui2
趨枋,tshu-pang,25,chhu-pang,tshu1pang1,chhu1pang1
趨水,tshu-tsuí,25,chhu-chúi,tshu1tsui2,chhu1chui2
跑者,pháu-tsiá,25,pháu-chiá,phau2tsia2,phau2chia2
跑酷,pháu-khok,25,pháu-khok,phau2khok4,phau2khok4
跤球,kha-kiû,25,kha-kiû,kha1kiu5,kha1kiu5
跨年,khuà-nî,25,khòa-nî,khua3ni5,khoa3ni5
跨欄,khuà-lân,25,khòa-lân,khua3lan5,khoa3lan5
跳床,thiàu-tshn̂g,25,thiàu-chhn̂g,thiau3tshng5,thiau3chhng5
跳水,thiàu-tsuí,25,thiàu-chúi,thiau3tsui2,thiau3chui2
跳遠,thiàu-hn̄g,25,thiàu-hn̄g,thiau3hng7,thiau3hng7
跳馬,thiàu-bé,25,thiàu-bé,thiau3be2,thiau3be2
踏壘,ta̍h-luí,25,ta̍h-lúi,tah8lui2,tah8lui2
踢拳,that-kûn,25,that-kûn,that4kun5,that4kun5
蹋壘,lap-luí,25,lap-lúi,lap4lui2,lap4lui2
軍刀,kun-to,25,kun-to,kun1to1,kun1to1
軍棋,kun-kî,25,kun-kî,kun1ki5,kun1ki5
軍閥,kun-hua̍t,25,kun-hoa̍t,kun1huat8,kun1hoat8
軟糖,nńg-thn̂g,25,nńg-thn̂g,nng2thng5,nng2thng5
軟轎,nńg-kiō,25,nńg-kiō,nng2kio7,nng2kio7
軟餅,nńg-piánn,25,nńg-piáⁿ,nng2piann2,nng2piann2
載入,tsài-ji̍p,25,chài-ji̍p,tsai3jip8,chai3jip8
載入,tsài-li̍p,25,chài-li̍p,tsai3lip8,chai3lip8
載具,tsài-khū,25,chài-khū,tsai3khu7,chai3khu7
載具,tsài-kū,25,chài-kū,tsai3ku7,chai3ku7
輕鐵,khin-thih,25,khin-thih,khin1thih4,khin1thih4
輝瑞,hui-suī,25,hui-sūi,hui1sui7,hui1sui7
轉翕,tsuán-hip,25,choán-hip,tsuan2hip4,choan2hip4
轉速,tńg-sok,25,tńg-sok,tng2sok4,tng2sok4
迒年,hānn-nî,25,hāⁿ-nî,hann7ni5,hann7ni5
追劇,tui-kio̍k,25,tui-kio̍k,tui1kiok8,tui1kiok8
追星,tui-tshenn,25,tui-chheⁿ,tui1tshenn1,tui1chhenn1
追星,tui-tshinn,25,tui-chhiⁿ,tui1tshinn1,tui1chhinn1
逝懸,tsuā-kuân,25,chōa-koân,tsua7kuan5,choa7koan5
逝距,tsuā-kī,25,chōa-kī,tsua7ki7,choa7ki7
逝距,tsuā-kū,25,chōa-kū,tsua7ku7,choa7ku7
速球,sok-kiû,25,sok-kiû,sok4kiu5,sok4kiu5
連結,liân-kiat,25,liân-kiat,lian5kiat4,lian5kiat4
進壘,tsìn-luí,25,chìn-lúi,tsin3lui2,chin3lui2
運球,ūn-kiû,25,ūn-kiû,un7kiu5,un7kiu5
遏子,at-tsí,25,at-chí,at4tsi2,at4chi2
遮罩,jia-tà,25,jia-tà,jia1ta3,jia1ta3
遮罩,jia-tàu,25,jia-tàu,jia1tau3,jia1tau3
選球,suán-kiû,25,soán-kiû,suan2kiu5,soan2kiu5
邊境,pian-kíng,25,pian-kéng,pian1king2,pian1keng2
配套,phuè-thò,25,phòe-thò,phue3tho3,phoe3tho3
配套,phè-thò,25,phè-thò,phe3tho3,phe3tho3
配送,phuè-sàng,25,phòe-sàng,phue3sang3,phoe3sang3
配送,phè-sàng,25,phè-sàng,phe3sang3,phe3sang3
酥油,soo-iû,25,so͘-iû,soo1iu5,soo1iu5
酥皮,soo-phuê,25,so͘-phôe,soo1phue5,soo1phoe5
酥皮,soo-phê,25,so͘-phê,soo1phe5,soo1phe5
酵母,kànn-bó,25,kàⁿ-bó,kann3bo2,kann3bo2
酵母,kànn-bú,25,kàⁿ-bú,kann3bu2,kann3bu2
酸豆,sng-tāu,25,sng-tāu,sng1tau7,sng1tau7
醣類,thn̂g-luī,25,thn̂g-lūi,thng5lui7,thng5lui7
釉皮,iu-phuê,25,iu-phôe,iu1phue5,iu1phoe5
釉皮,iu-phê,25,iu-phê,iu1phe5,iu1phe5
重播,tîng-pò,25,têng-pò,ting5po3,teng5po3
野手,iá-tshiú,25,iá-chhiú,ia2tshiu2,ia2chhiu2
野選,iá-suán,25,iá-soán,ia2suan2,ia2soan2
金棗,kim-tsó,25,kim-chó,kim1tso2,kim1cho2
金粉,kim-hún,25,kim-hún,kim1hun2,kim1hun2
釘鞋,ting-uê,25,teng-ôe,ting1ue5,teng1oe5
釘鞋,ting-ê,25,teng-ê,ting1e5,teng1e5
針織,tsiam-tsit,25,chiam-chit,tsiam1tsit4,chiam1chit4
鈍劍,tun-kiàm,25,tun-kiàm,tun1kiam3,tun1kiam3
鉛球,iân-kiû,25,iân-kiû,ian5kiu5,ian5kiu5
鉼頂,pín-tíng,25,pín-téng,pin2ting2,pin2teng2
鋒面,hong-bīn,25,hong-bīn,hong1bin7,hong1bin7
鋪文,phoo-bûn,25,pho͘-bûn,phoo1bun5,phoo1bun5
鍋貼,ko-tah,25,ko-tah,ko1tah4,ko1tah4
鎖舞,só-bú,25,só-bú,so2bu2,so2bu2
鏈球,liān-kiû,25,liān-kiû,lian7kiu5,lian7kiu5
鐵卵,thih-nn̄g,25,thih-nn̄g,thih4nng7,thih4nng7
鐵餅,thih-piánn,25,thih-piáⁿ,thih4piann2,thih4piann2
鑢卡,lù-khah,25,lù-khah,lu3khah4,lu3khah4
鑿花,tsha̍k-hue,25,chha̍k-hoe,tshak8hue1,chhak8hoe1
長打,tn̂g-tánn,25,tn̂g-táⁿ,tng5tann2,tng5tann2
長拳,tn̂g-kûn,25,tn̂g-kûn,tng5kun5,tng5kun5
長跑,tn̂g-pháu,25,tn̂g-pháu,tng5phau2,tng5phau2
門將,mn̂g-tsiòng,25,mn̂g-chiòng,mng5tsiong3,mng5chiong3
開弓,khui-king,25,khui-keng,khui1king1,khui1keng1
開球,khui-kiû,25,khui-kiû,khui1kiu5,khui1kiu5
開關,khai-kuan,25,khai-koan,khai1kuan1,khai1koan1
閣揆,koh-kuî,25,koh-kûi,koh4kui5,koh4kui5
閹殘,iam-tsân,25,iam-chân,iam1tsan5,iam1chan5
阻尼,tsóo-lî,25,chó͘-lî,tsoo2li5,choo2li5
阻尼,tsóo-nî,25,chó͘-nî,tsoo2ni5,choo2ni5
阻殺,tsóo-sat,25,chó͘-sat,tsoo2sat4,choo2sat4
雙打,siang-tánn,25,siang-táⁿ,siang1tann2,siang1tann2
雙槓,siang-kǹg,25,siang-kǹg,siang1kng3,siang1kng3
雙殺,siang-sat,25,siang-sat,siang1sat4,siang1sat4
雞胘,ke-kiān,25,ke-kiān,ke1kian7,ke1kian7
雞胘,kue-kiān,25,koe-kiān,kue1kian7,koe1kian7
雞跤,ke-kha,25,ke-kha,ke1kha1,ke1kha1
雞跤,kue-kha,25,koe-kha,kue1kha1,koe1kha1
雪堡,seh-pó,25,seh-pó,seh4po2,seh4po2
雪橇,seh-khiau,25,seh-khiau,seh4khiau1,seh4khiau1
雪車,seh-tshia,25,seh-chhia,seh4tshia1,seh4chhia1
雷根,luî-kin,25,lûi-kin,lui5kin1,lui5kin1
雷根,luî-kun,25,lûi-kun,lui5kun1,lui5kun1
電競,tiān-kīng,25,tiān-kēng,tian7king7,tian7keng7
電鋸,tiān-kì,25,tiān-kì,tian7ki3,tian7ki3
電鋸,tiān-kù,25,tiān-kù,tian7ku3,tian7ku3
電鍍,tiān-tōo,25,tiān-tō͘,tian7too7,tian7too7
霧面,bū-bīn,25,bū-bīn,bu7bin7,bu7bin7
霸凌,pà-lîng,25,pà-lêng,pa3ling5,pa3leng5
青稞,tshenn-kho,25,chheⁿ-kho,tshenn1kho1,chhenn1kho1
青稞,tshinn-kho,25,chhiⁿ-kho,tshinn1kho1,chhinn1kho1
青耆,tshenn-kî,25,chheⁿ-kî,tshenn1ki5,chhenn1ki5
青耆,tshinn-kî,25,chhiⁿ-kî,tshinn1ki5,chhinn1ki5
青醬,tshenn-tsiùnn,25,chheⁿ-chiùⁿ,tshenn1tsiunn3,chhenn1chiunn3
青醬,tshinn-tsiùnn,25,chhiⁿ-chiùⁿ,tshinn1tsiunn3,chhinn1chiunn3
面板,bīn-pán,25,bīn-pán,bin7pan2,bin7pan2
面罩,bīn-tà,25,bīn-tà,bin7ta3,bin7ta3
面膜,bīn-mo̍oh,25,bīn-mo̍͘h,bin7mooh8,bin7mooh8
面霜,bīn-song,25,bīn-song,bin7song1,bin7song1
靶心,pé-sim,25,pé-sim,pe2sim1,pe2sim1
鞍馬,uann-bé,25,oaⁿ-bé,uann1be2,oann1be2
音量,im-liōng,25,im-liōng,im1liong7,im1liong7
預覽,ī-lám,25,ī-lám,i7lam2,i7lam2
預覽,ū-lám,25,ū-lám,u7lam2,u7lam2
預設,ī-siat,25,ī-siat,i7siat4,i7siat4
預設,ū-siat,25,ū-siat,u7siat4,u7siat4
頓卡,tǹg-khah,25,tǹg-khah,tng3khah4,tng3khah4
頓粉,tǹg-hún,25,tǹg-hún,tng3hun2,tng3hun2
領隊,niá-tuī,25,niá-tūi,nia2tui7,nia2tui7
頭頁,thâu-ia̍h,25,thâu-ia̍h,thau5iah8,thau5iah8
頷箍,ām-khoo,25,ām-kho͘,am7khoo1,am7khoo1
顏智,gân-tì,25,gân-tì,gan5ti3,gan5ti3
飛盤,hui-puânn,25,hui-pôaⁿ,hui1puann5,hui1poann5
飛輪,hui-lûn,25,hui-lûn,hui1lun5,hui1lun5
飛鳥,hui-niáu,25,hui-niáu,hui1niau2,hui1niau2
飛鳥,pue-tsiáu,25,poe-chiáu,pue1tsiau2,poe1chiau2
食色,tsia̍h-sik,25,chia̍h-sek,tsiah8sik4,chiah8sek4
餅𩛩,piánn-kauh,25,piáⁿ-kauh,piann2kauh4,piann2kauh4
香茅,hiong-hm̂,25,hiong-hm̂,hiong1hm5,hiong1hm5
香茅,hiunn-mâu,25,hiuⁿ-mâu,hiunn1mau5,hiunn1mau5
馬術,bé-su̍t,25,bé-su̍t,be2sut8,be2sut8
駐波,tsù-pho,25,chù-pho,tsu3pho1,chu3pho1
駭客,hái-kheh,25,hái-kheh,hai2kheh4,hai2kheh4
鮮奶,tshinn-ling,25,chhiⁿ-leng,tshinn1ling1,chhinn1leng1
鱸魚,lôo-hû,25,lô͘-hû,loo5hu5,loo5hu5
鴿派,kap-phài,25,kap-phài,kap4phai3,kap4phai3
鷹派,ing-phài,25,eng-phài,ing1phai3,eng1phai3
麥片,be̍h-phìnn,25,be̍h-phìⁿ,beh8phinn3,beh8phinn3
