hanzi,tl,frequency,poj
門將,mn̂g-tsiòng,25,mn̂g-chiòng
開弓,khui-king,25,khui-keng
開球,khui-kiû,25,khui-kiû
開關,khai-kuan,25,khai-koan
閣揆,koh-kuî,25,koh-kûi
閹殘,iam-tsân,25,iam-chân
阻尼,tsóo-lî,25,chó͘-lî
阻尼,tsóo-nî,25,chó͘-nî
雙打,siang-tánn,25,siang-táⁿ
雙槓,siang-kǹg,25,siang-kǹg
雙殺,siang-sat,25,siang-sat
雞胘,ke-kiān,25,ke-kiān
雞胘,kue-kiān,25,koe-kiān
雞跤,ke-kha,25,ke-kha
雞跤,kue-kha,25,koe-kha
雪堡,seh-pó,25,seh-pó
雪橇,seh-khiau,25,seh-khiau
雪車,seh-tshia,25,seh-chhia
雷根,luî-kin,25,lûi-kin
雷根,luî-kun,25,lûi-kun
電競,tiān-kīng,25,tiān-kēng
電鋸,tiān-kì,25,tiān-kì
電鋸,tiān-kù,25,tiān-kù
電鍍,tiān-tōo,25,tiān-tō͘
霧面,bū-bīn,25,bū-bīn
霸凌,pà-lîng,25,pà-lêng
青稞,tshenn-kho,25,chheⁿ-kho
青稞,tshinn-kho,25,chhiⁿ-kho
青耆,tshenn-kî,25,chheⁿ-kî
青耆,tshinn-kî,25,chhiⁿ-kî
青醬,tshenn-tsiùnn,25,chheⁿ-chiùⁿ
青醬,tshinn-tsiùnn,25,chhiⁿ-chiùⁿ
面板,bīn-pán,25,bīn-pán
面罩,bīn-tà,25,bīn-tà
面膜,bīn-mo̍oh,25,bīn-mo̍͘h
面霜,bīn-song,25,bīn-song
靶心,pé-sim,25,pé-sim
鞍馬,uann-bé,25,oaⁿ-bé
音量,im-liōng,25,im-liōng
預覽,ī-lám,25,ī-lám
預覽,ū-lám,25,ū-lám
預設,ī-siat,25,ī-siat
預設,ū-siat,25,ū-siat
頓卡,tǹg-khah,25,tǹg-khah
頓粉,tǹg-hún,25,tǹg-hún
頭頁,thâu-ia̍h,25,thâu-ia̍h
頷箍,ām-khoo,25,ām-kho͘
顏智,gân-tì,25,gân-tì
飛盤,hui-puânn,25,hui-pôaⁿ
飛輪,hui-lûn,25,hui-lûn
飛鳥,hui-niáu,25,hui-niáu
飛鳥,pue-tsiáu,25,poe-chiáu
食色,tsia̍h-sik,25,chia̍h-sek
餅𩛩,piánn-kauh,25,piáⁿ-kauh
香茅,hiang-m̂,25,hiang-m̂
香茅,hiong-hm̂,25,hiong-hm̂
香茅,hiunn-mâu,25,hiuⁿ-mâu
馬術,bé-su̍t,25,bé-su̍t
駐波,tsù-pho,25,chù-pho
駭客,hái-kheh,25,hái-kheh
體操,thé-tshau,25,thé-chhau
鮮奶,tshinn-ling,25,chhiⁿ-leng
鱸魚,lôo-hî,25,lô͘-hî
鱸魚,lôo-hû,25,lô͘-hû
鴿派,kap-phài,25,kap-phài
鷹派,ing-phài,25,eng-phài
麥片,be̍h-phìnn,25,be̍h-phìⁿ
麥角,be̍h-kak,25,be̍h-kak
麩質,hu-tsit,25,hu-chit
黃牌,n̂g-pâi,25,n̂g-pâi
點揤,tiám-tshi̍h,25,tiám-chhi̍h
點選,tiám-suán,25,tiám-soán
鼻刀,phīnn-to,25,phīⁿ-to
鼻柱,phīnn-thiāu,25,phīⁿ-thiāu
鼻翼,phīnn-si̍t,25,phīⁿ-si̍t
鼻腰,phīnn-io,25,phīⁿ-io
鼻頭,phīnn-thâu,25,phīⁿ-thâu
齒仔,gí-á,25,gí-á
齒仔,khí-á,25,khí-á
齒盤,khí-puânn,25,khí-pôaⁿ
龍船,liông-tsûn,25,liông-chûn
龍船,lîng-tsûn,25,lêng-chûn
𠕇仁,tīng-jîn,25,tēng-jîn
𠕇仁,tīng-lîn,25,tēng-lîn
𢯾枕,mooh-tsím,25,mo͘h-chím
𪐞染,tòo-ní,25,tò͘-ní
Phóo-meh狗,phóo-meh-káu,16,phó͘-meh-káu
Uí-sīr-kih,uí-sīr-kih,16,úi-sīr-kih
Uí-sū-kih,uí-sū-kih,16,úi-sū-kih
a̋m-phái-ah,a̋m-phái-ah,16,ăm-phái-ah
bok-sìn-gù,bok-sìn-gù,16,bok-sìn-gù
e-móo-jih,e-móo-jih,16,e-mó͘-jih
goo-lú-huh,goo-lú-huh,16,go͘-lú-huh
gá-suh 爐,gá-suh-lôo,16,gá-suh-lô͘
hah-suh 條,hah-suh-tiâu,16,hah-suh-tiâu
hah-suh 酥,hah-suh-soo,16,hah-suh-so͘
hah-sìr 條,hah-sìr-tiâu,16,hah-sìr-tiâu
hah-sìr 酥,hah-sìr-soo,16,hah-sìr-so͘
hoo-mú-láng,hoo-mú-láng,16,ho͘-mú-láng
hu-lìng-gah,hu-lìng-gah,16,hu-lèng-gah
huá-sū-tooh,huá-sū-tooh,16,hóa-sū-to͘h
khu-lì-mù,khu-lì-mù,16,khu-lì-mù
khú-khih餅,khú-khih-piánn,16,khú-khih-piáⁿ
khőng-niá-kuh,khőng-niá-kuh,16,khŏng-niá-kuh
lè-hù-tooh,lè-hù-tooh,16,lè-hù-to͘h
lìn-gòo派,lìn-gòo-phài,16,lìn-gò͘-phài
ma-sá-lah,ma-sá-lah,16,ma-sá-lah
oo-mú 卵,oo-mú-nn̄g,16,o͘-mú-nn̄g
phián-khè-khò,phián-khè-khò,16,phián-khè-khò
se-khàn-tooh,se-khàn-tooh,16,se-khàn-to͘h
sia̍k-siú-khah,sia̍k-siú-khah,16,sia̍k-siú-khah
tshì-sìr餅,tshì-sìr-piánn,16,chhì-sìr-piáⁿ
tshì-sù餅,tshì-sù-piánn,16,chhì-sù-piáⁿ
一壘手,it-luí-tshiú,16,it-lúi-chhiú
一夜干,it-iā-kuann,16,it-iā-koaⁿ
三不等,sam-put-tíng,16,sam-put-téng
三分球,sann-hun-kiû,16,saⁿ-hun-kiû
三壘手,sann-luí-tshiú,16,saⁿ-lúi-chhiú
三日賽,sann-ji̍t-sài,16,saⁿ-ji̍t-sài
三日賽,sann-li̍t-sài,16,saⁿ-li̍t-sài
三角錐,sann-kak-tsui,16,saⁿ-kak-chui
三項賽,sann-hāng-sài,16,saⁿ-hāng-sài
上細化,siōng-suè-huà,16,siōng-sòe-hòa
上細化,siōng-sè-huà,16,siōng-sè-hòa
下一步,ē-tsi̍t-pōo,16,ē-chi̍t-pō͘
下半場,ē-puànn-tiûnn,16,ē-pòaⁿ-tiûⁿ
下目箍,ē-ba̍k-khoo,16,ē-ba̍k-kho͘
下目蚶,ē-ba̍k-ham,16,ē-ba̍k-ham
下頦線,ē-hâi-suànn,16,ē-hâi-sòaⁿ
下頦角,ē-hâi-kak,16,ē-hâi-kak
下頦觳,ē-hâi-khok,16,ē-hâi-khok
不織布,put-tsit-pòo,16,put-chit-pò͘
中長跑,tiong-tn̂g-pháu,16,tiong-tn̂g-pháu
主動肌,tsú-tōng-ki,16,chú-tōng-ki
主機枋,tsú-ki-pang,16,chú-ki-pang
九層炊,káu-tsàn-tshe,16,káu-chàn-chhe
九層炊,káu-tsàn-tshue,16,káu-chàn-chhoe
九重粿,káu-tîng-kué,16,káu-têng-kóe
九重粿,káu-tîng-ké,16,káu-têng-ké
二七仔,jī-tshit-á,16,jī-chhit-á
二七仔,lī-tshit-á,16,lī-chhit-á
二壘手,jī-luí-tshiú,16,jī-lúi-chhiú
二壘手,lī-luí-tshiú,16,lī-lúi-chhiú
二進位,jī-tsìn-uī,16,jī-chìn-ūi
二頭肌,jī-thâu-ki,16,jī-thâu-ki
二頭肌,lī-thâu-ki,16,lī-thâu-ki
仙人掌,sian-jîn-tsióng,16,sian-jîn-chióng
仙人掌,sian-lîn-tsióng,16,sian-lîn-chióng
伊斯蘭,i-su-lân,16,i-su-lân
伺服器,sù-ho̍k-khì,16,sù-ho̍k-khì
住宅區,tsū-the̍h-khu,16,chū-the̍h-khu
佛卡夏,hoo-khá-tshiah,16,ho͘-khá-chhiah
使用者,sú-iōng-tsiá,16,sú-iōng-chiá
便利貼,piān-lī-tah,16,piān-lī-tah
俗麭𩛩,sio̍k-pháng-kauh,16,sio̍k-pháng-kauh
保庇跳,pó-pì-thiàu,16,pó-pì-thiàu
保養品,pó-ióng-phín,16,pó-ióng-phín
保鮮膜,pó-sian-mo̍oh,16,pó-sian-mo̍͘h
保齡球,pó-lîng-kiû,16,pó-lêng-kiû
修容條,siu-iông-tiâu,16,siu-iông-tiâu
修容霜,siu-iông-song,16,siu-iông-song
修眉刀,siu-bâi-to,16,siu-bâi-to
個人賽,kò-jîn-sài,16,kò-jîn-sài
個人賽,kò-lîn-sài,16,kò-lîn-sài
倒徛騰,tò-khiā-thîng,16,tò-khiā-thêng
倖存者,hīng-tsûn-tsiá,16,hēng-chûn-chiá
假動作,ké-tōng-tsok,16,ké-tōng-chok
做散工,tsuè-suánn-kang,16,chòe-sóaⁿ-kang
做散工,tsò-suánn-kang,16,chò-sóaⁿ-kang
健身房,kiān-sin-pâng,16,kiān-sin-pâng
側平夯,tshik-pênn-giâ,16,chhek-pêⁿ-giâ
側平夯,tshik-pînn-giâ,16,chhek-pîⁿ-giâ
側旋踢,tshik-suân-that,16,chhek-soân-that
傳播鍊,thuân-pò-liān,16,thoân-pò-liān
僻智識,phiah-tì-sik,16,phiah-tì-sek
儀表板,gî-pió-pán,16,gî-pió-pán
優格奶,iu-keh-ling,16,iu-keh-leng
充電柱,tshiong-tiān-thiāu,16,chhiong-tiān-thiāu
克流感,khik-liû-kám,16,khek-liû-kám
內輪差,lāi-lián-tsha,16,lāi-lián-chha
內重巡,lāi-tîng-sûn,16,lāi-têng-sûn
全壘打,tsuân-luí-tánn,16,choân-lúi-táⁿ
冰風暴,ping-hong-pō,16,peng-hong-pō
冷智識,líng-tì-sik,16,léng-tì-sek
分析師,hun-sik-su,16,hun-sek-su
分道喙,pun-tō-tshuì,16,pun-tō-chhùi
切入,tshiat--ji̍p,16,chhiat--ji̍p
切入,tshiat--li̍p,16,chhiat--li̍p
刪除線,san-tî-suànn,16,san-tî-sòaⁿ
刪除線,san-tû-suànn,16,san-tû-sòaⁿ
刺目眉,tshiah-ba̍k-bâi,16,chhiah-ba̍k-bâi
剪貼簿,tsián-tah-phōo,16,chián-tah-phō͘
副食品,hù-si̍t-phín,16,hù-si̍t-phín
功能齒,kong-lîng-khí,16,kong-lêng-khí
加熱薰,ka-jia̍t-hun,16,ka-jia̍t-hun
加熱薰,ka-lia̍t-hun,16,ka-lia̍t-hun
助聽器,tsōo-thiann-khì,16,chō͘-thiaⁿ-khì
化妝台,huà-tsong-tâi,16,hòa-chong-tâi
化妝棉,huà-tsong-mî,16,hòa-chong-mî
化妝水,huà-tsong-tsuí,16,hòa-chong-chúi
化妝筅,huà-tsong-tshíng,16,hòa-chong-chhéng
化妝鏡,huà-tsong-kiànn,16,hòa-chong-kiàⁿ
匿名者,li̍k-miâ-tsiá,16,le̍k-miâ-chiá
十進位,tsa̍p-tsìn-uī,16,cha̍p-chìn-ūi
千島醬,tshian-tó-tsiùnn,16,chhian-tó-chiùⁿ
升利息,sing-lī-sik,16,seng-lī-sek
半熟卵,puànn-si̍k-nn̄g,16,pòaⁿ-se̍k-nn̄g
半衰期,puàn-sue-kî,16,poàn-soe-kî
半衰期,puànn-sue-kî,16,pòaⁿ-soe-kî
協同肌,hia̍p-tông-ki,16,hia̍p-tông-ki
卡巴迪,kha-pá-tih,16,kha-pá-tih
卵白質,nn̄g-pe̍h-tsit,16,nn̄g-pe̍h-chit
卵白霜,nn̄g-pe̍h-song,16,nn̄g-pe̍h-song
卸妝乳,sià-tsong-jú,16,sià-chong-jú
卸妝水,sià-tsong-tsuí,16,sià-chong-chúi
卸妝油,sià-tsong-iû,16,sià-chong-iû
厚 tshì-sìr,kāu-tshì-sìr,16,kāu-chhì-sìr
厚 tshì-sù,kāu-tshì-sù,16,kāu-chhì-sù
厚喙脣,kāu-tshuì-tûn,16,kāu-chhùi-tûn
厚藻鹽,kāu-tsó-iâm,16,kāu-chó-iâm
原始碼,guân-sí-bé,16,goân-sí-bé
去角質,khì-kak-tsit,16,khì-kak-chit
反曲弓,huán-khiok-king,16,hoán-khiok-keng
古銅粉,kóo-tâng-hún,16,kó͘-tâng-hún
叨撚批,lo-lián-phue,16,lo-lián-phoe
可可仔,khoo-khóo-ah,16,kho͘-khó͘-ah
可樂餅,khó-lo̍k-piánn,16,khó-lo̍k-piáⁿ
可蘭經,khó-lân-king,16,khó-lân-keng
可麗露,khó-lē-lōo,16,khó-lē-lō͘
台積電,tâi-tsik-tiān,16,tâi-chek-tiān
合氣道,ha̍p-khì-tō,16,ha̍p-khì-tō
吉娃娃,tshi-uá-uah,16,chhi-óa-oah
吊熨機,tiàu-ut-ki,16,tiàu-ut-ki
吐血鯃,thòo-hueh-ngôo,16,thò͘-hoeh-ngô͘
吐血鯃,thòo-huih-ngôo,16,thò͘-huih-ngô͘
向量圖,hiòng-liōng-tôo,16,hiòng-liōng-tô͘
和肉佮,hām-bah-kah,16,hām-bah-kah
和風醬,hô-hong-tsiùnn,16,hô-hong-chiùⁿ
咖啡因,ka-pi-in,16,ka-pi-in
咖啡磚,ka-pi-tsng,16,ka-pi-chng
哈士奇,ha-sū-kî,16,ha-sū-kî
哈密瓜,ha-bi̍t-kue,16,ha-bi̍t-koe
哈巴狗,ha-pa-káu,16,ha-pa-káu
喙䫌骨,tshuì-phué-kut,16,chhùi-phóe-kut
喙脣彩,tshuì-tûn-tshái,16,chhùi-tûn-chhái
喙脣痕,tshuì-tûn-hûn,16,chhùi-tûn-hûn
喙脣膏,tshuì-tûn-ko,16,chhùi-tûn-ko
喙脣膜,tshuì-tûn-mo̍oh,16,chhùi-tûn-mo̍͘h
喙脣蜜,tshuì-tûn-bi̍t,16,chhùi-tûn-bi̍t
單選鈕,tan-suán-liú,16,tan-soán-liú
噗仔紙,phok-á-tsuá,16,phok-á-chóa
團體賽,thuân-thé-sài,16,thoân-thé-sài
坦笑泅,thán-tshiò-siû,16,thán-chhiò-siû
執行緒,tsip-hîng-sī,16,chip-hêng-sī
執行緒,tsip-hîng-sū,16,chip-hêng-sū
塔利班,thah-lī-pan,16,thah-lī-pan
塔塔醬,thah-thah-tsiùnn,16,thah-thah-chiùⁿ
塗豆醬,thôo-tāu-tsiùnn,16,thô͘-tāu-chiùⁿ
壓炒房,ah-tshá-pâng,16,ah-chhá-pâng
壓縮檔,ap-sok-tòng,16,ap-sok-tòng
壓縮檔,ap-sok-tóng,16,ap-sok-tóng
外役監,guā-i̍k-kann,16,gōa-e̍k-kaⁿ
外野手,guā-iá-tshiú,16,gōa-iá-chhiú
多倫多,to-lûn-to,16,to-lûn-to
多巴胺,to-pa-an,16,to-pa-an
多選框,to-suán-khing,16,to-soán-kheng
夜光粉,iā-kng-hún,16,iā-kng-hún
大人齒,tuā-lâng-khí,16,tōa-lâng-khí
大使館,tāi-sài-kuán,16,tāi-sài-koán
大數據,tuā-sòo-kì,16,tōa-sò͘-kì
大數據,tuā-sòo-kù,16,tōa-sò͘-kù
大水雨,tuā-tsuí-hōo,16,tōa-chúi-hō͘
大粒攄,tuā-lia̍p-lu,16,tōa-lia̍p-lu
大頭貼,tuā-thâu-tah,16,tōa-thâu-tah
大骨湯,tuā-kut-thng,16,tōa-kut-thng
大麥町,tuā-be̍h-ting,16,tōa-be̍h-teng
天然氣,thian-jiân-khì,16,thian-jiân-khì
天然氣,thian-liân-khì,16,thian-liân-khì
天然痘,thian-jiân-tōo,16,thian-jiân-tō͘
天然痘,thian-liân-tōo,16,thian-liân-tō͘
太極劍,thài-ki̍k-kiàm,16,thài-ke̍k-kiàm
太極拳,thài-ki̍k-kûn,16,thài-ke̍k-kûn
夯石碾,giâ-tsio̍h-lián,16,giâ-chio̍h-lián
失智症,sit-tì-tsìng,16,sit-tì-chèng
奢華品,tshia-hua-phín,16,chhia-hoa-phín
好立克,hó-li̍p-khik,16,hó-li̍p-khek
妝前乳,tsong-tsîng-jú,16,chong-chêng-jú
妝前乳,tsong-tsîng-lú,16,chong-chêng-lú
妥瑞症,thò-suī-tsìng,16,thò-sūi-chèng
婚外情,hun-guā-tsîng,16,hun-gōa-chêng
嬰仔油,enn-á-iû,16,eⁿ-á-iû
嬰仔油,inn-á-iû,16,iⁿ-á-iû
孤跤跍,koo-kha-khû,16,ko͘-kha-khû
守門員,siú-mn̂g-uân,16,siú-mn̂g-oân
宮城縣,kiong-siânn-kuān,16,kiong-siâⁿ-koān
導覽列,tō-lám-lia̍t,16,tō-lám-lia̍t
小三通,sió-sam-thong,16,sió-sam-thong
小耳症,sió-hīnn-tsìng,16,sió-hīⁿ-chèng
少子化,siáu-tsú-huà,16,siáu-chú-hòa
尪仔粉,ang-á-hún,16,ang-á-hún
尻川捒,kha-tshng-sak,16,kha-chhng-sak
尻脊肌,kha-tsiah-ki,16,kha-chiah-ki
展好額,tián-hó-gia̍h,16,tián-hó-gia̍h
崁名者,khàm-miâ-tsiá,16,khàm-miâ-chiá
崁斑筅,khàm-pan-tshíng,16,khàm-pan-chhéng
崁斑膏,khàm-pan-ko,16,khàm-pan-ko
巡洋艦,sûn-iûnn-lām,16,sûn-iûⁿ-lām
工具列,kang-khū-lia̍t,16,kang-khū-lia̍t
工具列,kang-kū-lia̍t,16,kang-kū-lia̍t
工課場,khang-khuè-tiûnn,16,khang-khòe-tiûⁿ
巧固球,khá-kòo-kiû,16,khá-kò͘-kiû
巨集齒,kī-tsi̍p-khí,16,kī-chi̍p-khí
巨集齒,kū-tsi̍p-khí,16,kū-chi̍p-khí
布朗尼,pu-láu-nih,16,pu-láu-nih
布林值,pòo-lîm-ta̍t,16,pò͘-lîm-ta̍t
布篷厝,pòo-phâng-tshù,16,pò͘-phâng-chhù
帶風向,tài-hong-hiòng,16,tài-hong-hiòng
平衡木,pîng-hîng-bo̍k,16,pêng-hêng-bo̍k
平頭筅,pênn-thâu-tshíng,16,pêⁿ-thâu-chhéng
平頭筅,pînn-thâu-tshíng,16,pîⁿ-thâu-chhéng
幹細胞,kàn-suè-pau,16,kàn-sòe-pau
幹細胞,kàn-sè-pau,16,kàn-sè-pau
庫德族,khòo-tik-tso̍k,16,khò͘-tek-cho̍k
弄貓枝,lāng-niau-ki,16,lāng-niau-ki
弓咧,king--leh,16,keng--leh
弓箭步,king-tsìnn-pōo,16,keng-chìⁿ-pō͘
弓箭步,kiong-tsìnn-pōo,16,kiong-chìⁿ-pō͘
引路人,ín-lōo-lâng,16,ín-lō͘-lâng
彭博社,phênn-phok-siā,16,phêⁿ-phok-siā
彭博社,phînn-phok-siā,16,phîⁿ-phok-siā
後旋踢,āu-suân-that,16,āu-soân-that
後遺症,āu-uî-tsìng,16,āu-ûi-chèng
復活節,ho̍k-ua̍h-tseh,16,ho̍k-oa̍h-cheh
復活節,ho̍k-ua̍h-tsueh,16,ho̍k-oa̍h-choeh
循環杯,sûn-khuân-pue,16,sûn-khoân-poe
微波爐,bî-pho-lôo,16,bî-pho-lô͘
心絲蟲,sim-si-thâng,16,sim-si-thâng
心輔狗,sim-hú-káu,16,sim-hú-káu
快時尚,khuài-sî-siōng,16,khoài-sî-siōng
快速齒,khuài-sok-khí,16,khoài-sok-khí
性騷擾,sìng-so-jiáu,16,sèng-so-jiáu
憂鬱症,iu-ut-tsìng,16,iu-ut-chèng
懸低槓,kuân-kē-kǹg,16,koân-kē-kǹg
戮銃術,lak-tshìng-su̍t,16,lak-chhèng-su̍t
扇形筅,sìnn-hîng-tshíng,16,sìⁿ-hêng-chhéng
手摵杯,tshiú-tshi̍k-pue,16,chhiú-chhe̍k-poe
手摵茶,tshiú-tshi̍k-tê,16,chhiú-chhe̍k-tê
手肚仁,tshiú-tóo-jîn,16,chhiú-tó͘-jîn
手肚仁,tshiú-tóo-lîn,16,chhiú-tó͘-lîn
打擊者,tánn-kik-tsiá,16,táⁿ-kek-chiá
抗力肌,khòng-li̍k-ki,16,khòng-le̍k-ki
抗𤶃仔,khòng-thiāu-á,16,khòng-thiāu-á
抹粉底,buah-hún-té,16,boah-hún-té
抾面筅,khioh-bīn-tshíng,16,khioh-bīn-chhéng
拋電龜,pha-tiān-ku,16,pha-tiān-ku
拍光條,phah-kng-tiâu,16,phah-kng-tiâu
拍光盤,phah-kng-puânn,16,phah-kng-pôaⁿ
拍光筅,phah-kng-tshíng,16,phah-kng-chhéng
拍光粉,phah-kng-hún,16,phah-kng-hún
拍光膏,phah-kng-ko,16,phah-kng-ko
拍卵器,phah-nn̄g-khì,16,phah-nn̄g-khì
拍底乳,phah-tué-lú,16,phah-tóe-lú
拍底乳,phah-té-jú,16,phah-té-jú
拍拚衝,phah-piànn-tshiong,16,phah-piàⁿ-chhiong
拍暗影,phah-àm-iánn,16,phah-àm-iáⁿ
拍粉底,phah-hún-té,16,phah-hún-té
拔大索,pue̍h-tuā-soh,16,poe̍h-tōa-soh
拚勢衝,piànn-sè-tshiong,16,piàⁿ-sè-chhiong
拚勢衝,piànn-sì-tshiong,16,piàⁿ-sì-chhiong
挖人才,óo-jîn-tsâi,16,ó͘-jîn-châi
挖人才,óo-lîn-tsâi,16,ó͘-lîn-châi
捋仔田,lua̍h-á-tshân,16,loa̍h-á-chhân
捘卵機,tsūn-nn̄g-ki,16,chūn-nn̄g-ki
捲螺筅,kńg-lê-tshíng,16,kńg-lê-chhéng
排名賽,pâi-miâ-sài,16,pâi-miâ-sài
掠篙泅,lia̍h-ko-siû,16,lia̍h-ko-siû
掠龍椅,lia̍h-lîng-í,16,lia̍h-lêng-í
接骨木,tsiap-kut-bo̍k,16,chiap-kut-bo̍k
揀色器,kíng-sik-khì,16,kéng-sek-khì
提示詞,thê-sī-sû,16,thê-sī-sû
揤兩下,tshi̍h-nn̄g-ē,16,chhi̍h-nn̄g-ē
揹仔客,phāinn-á-kheh,16,phāiⁿ-á-kheh
搖滾樂,iô-kún-ga̍k,16,iô-kún-ga̍k
搜救狗,soo-kiù-káu,16,so͘-kiù-káu
搜索票,soo-sik-phiò,16,so͘-sek-phiò
搝大索,khiú-tuā-soh,16,khiú-tōa-soh
摖板球,tshè-pán-kiû,16,chhè-pán-kiû
摧死,tshui--sí,16,chhui--sí
擋老化,tòng-nóo-huà,16,tòng-nó͘-hòa
攑頭痕,gia̍h-thâu-hûn,16,gia̍h-thâu-hûn
放予爛,pàng-hōo-nuā,16,pàng-hō͘-nōa
放送器,hòng-sàng-khì,16,hòng-sàng-khì
敆餡餅,kap-ānn-piánn,16,kap-āⁿ-piáⁿ
散熱器,sàn-jia̍t-khì,16,sàn-jia̍t-khì
散熱器,sàn-lia̍t-khì,16,sàn-lia̍t-khì
散赤線,sàn-tshiah-suànn,16,sàn-chhiah-sòaⁿ
敧枋牚,khi-pang-thènn,16,khi-pang-thèⁿ
敧枋牚,khi-pang-thìnn,16,khi-pang-thìⁿ
斑芝花,pan-tsi-hue,16,pan-chi-hoe
新娘衫,sin-niû-sann,16,sin-niû-saⁿ
方塊酥,hong-tè-soo,16,hong-tè-so͘
日系妝,ji̍t-hē-tsong,16,ji̍t-hē-chong
日系妝,li̍t-hē-tsong,16,li̍t-hē-chong
早晝頓,tsá-tàu-tǹg,16,chá-tàu-tǹg
明太子,bîng-thài-tsí,16,bêng-thài-chí
明太子,mê-thài-khòo,16,mê-thài-khò͘
普洱茶,phóo-ní-tê,16,phó͘-ní-tê
暗擊手,àm-kik-tshiú,16,àm-kek-chhiú
暗擊銃,àm-kik-tshìng,16,àm-kek-chhèng
曲棍球,khiok-kùn-kiû,16,khiok-kùn-kiû
木棉花,bo̍k-mî-hue,16,bo̍k-mî-hoe
杏仁凍,hīng-jîn-tàng,16,hēng-jîn-tàng
杏仁凍,hīng-lîn-tàng,16,hēng-lîn-tàng
杏仁粉,hīng-jîn-hún,16,hēng-jîn-hún
杏仁粉,hīng-lîn-hún,16,hēng-lîn-hún
杜賓狗,tōo-pin-káu,16,tō͘-pin-káu
枋仔牚,pang-á-thènn,16,pang-á-thèⁿ
枋仔牚,pang-á-thìnn,16,pang-á-thìⁿ
果子乾,kué-tsí-kuann,16,kóe-chí-koaⁿ
果子乾,ké-tsí-kuann,16,ké-chí-koaⁿ
果汁機,kó-tsiap-ki,16,kó-chiap-ki
染目眉,ní-ba̍k-bâi,16,ní-ba̍k-bâi
染眉膏,ní-bâi-ko,16,ní-bâi-ko
染脣液,ní-tûn-i̍k,16,ní-tûn-e̍k
柔軟度,jiû-luán-tōo,16,jiû-loán-tō͘
柔軟度,jiû-nńg-tōo,16,jiû-nńg-tō͘
柔軟度,liû-luán-tōo,16,liû-loán-tō͘
柔軟度,liû-nńg-tōo,16,liû-nńg-tō͘
柴角仔,tshâ-kak-á,16,chhâ-kak-á
核分裂,hi̍k-hun-lia̍t,16,he̍k-hun-lia̍t
核融合,hi̍k-iông-ha̍p,16,he̍k-iông-ha̍p
格式化,keh-sik-huà,16,keh-sek-hòa
框線色,khing-suànn-sik,16,kheng-sòaⁿ-sek
梳妝台,se-tsng-tâi,16,se-chng-tâi
梳妝台,sue-tsng-tâi,16,soe-chng-tâi
梳妝鏡,se-tsng-kiànn,16,se-chng-kiàⁿ
梳妝鏡,sue-tsng-kiànn,16,soe-chng-kiàⁿ
棉仔糖,mî-á-thn̂g,16,mî-á-thn̂g
椒麻雞,tsio-bâ-ke,16,chio-bâ-ke
椒麻雞,tsio-bâ-kue,16,chio-bâ-koe
椰子奶,iâ-tsí-ling,16,iâ-chí-leng
椰子奶,iâ-tsí-ni,16,iâ-chí-ni
榴彈炮,liû-tuânn-phàu,16,liû-tôaⁿ-phàu
橄欖球,kan-ná-kiû,16,kan-ná-kiû
機械舞,ki-hāi-bú,16,ki-hāi-bú
檸檬塔,lê-bóng-thah,16,lê-bóng-thah
歐美妝,au-bí-tsong,16,au-bí-chong
歹牢胎,pháinn-tiâu-the,16,pháiⁿ-tiâu-the
氣糋鍋,khì-tsìnn-ko,16,khì-chìⁿ-ko
水流屍,tsuí-lâu-si,16,chúi-lâu-si
水浸粿,tsuí-tsìm-kué,16,chúi-chìm-kóe
水煎包,tsuí-tsian-pau,16,chúi-chian-pau
水粉膏,tsuí-hún-ko,16,chúi-hún-ko
水粉餅,tsuí-hún-piánn,16,chúi-hún-piáⁿ
水雞泅,tsuí-ke-siû,16,chúi-ke-siû
沉浸式,tîm-tsìm-sik,16,tîm-chìm-sek
沙沙醬,sa-sa-tsiùnn,16,sa-sa-chiùⁿ
沙皮狗,sua-phuê-káu,16,soa-phôe-káu
沙皮狗,sua-phê-káu,16,soa-phê-káu
沙礫岩,sua-li̍k-gâm,16,soa-le̍k-gâm
油壓剪,iû-ap-tsián,16,iû-ap-chián
沿岸流,iân-huānn-lâu,16,iân-hōaⁿ-lâu
泅水池,siû-tsuí-tî,16,siû-chúi-tî
泅水衫,siû-tsuí-sann,16,siû-chúi-saⁿ
泅水鏡,siû-tsuí-kiànn,16,siû-chúi-kiàⁿ
泉裕泰,tsuânn-jū-thài,16,chôaⁿ-jū-thài
泉裕泰,tsuânn-lū-thài,16,chôaⁿ-lū-thài
泔模粿,ám-bôo-kué,16,ám-bô͘-kóe
泔模粿,ám-bôo-ké,16,ám-bô͘-ké
法令痕,huat-līng-hûn,16,hoat-lēng-hûn
洋刺波,iûnn-tshì-pho,16,iûⁿ-chhì-pho
洋芳瓜,iûnn-phang-kue,16,iûⁿ-phang-koe
洗面乳,sé-bīn-jú,16,sé-bīn-jú
海山醬,hái-san-tsiùnn,16,hái-san-chiùⁿ
海洛因,hái-lo̍k-in,16,hái-lo̍k-in
海綿筅,hái-mî-tshíng,16,hái-mî-chhéng
海豬泅,hái-ti-siû,16,hái-ti-siû
消磨量,siau-môo-liōng,16,siau-mô͘-liōng
淘汰賽,tô-thài-sài,16,tô-thài-sài
游擊手,iû-kik-tshiú,16,iû-kek-chhiú
