hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone
槌球,thuî-kiû,25,thûi-kiû,thui5kiu5,thui5kiu5,thuikiu,thuikiu
槍術,tshiunn-su̍t,25,chhiuⁿ-su̍t,tshiunn1sut8,chhiunn1sut8,tshiunnsut,chhiunnsut
槓鈴,kǹg-lîng,25,kǹg-lêng,kng3ling5,kng3leng5,kngling,kngleng
標槍,pio-tshiunn,25,pio-chhiuⁿ,pio1tshiunn1,pio1chhiunn1,piotshiunn,piochhiunn
標題,phiau-tuê,25,phiau-tôe,phiau1tue5,phiau1toe5,phiautue,phiautoe
標題,phiau-tê,25,phiau-tê,phiau1te5,phiau1te5,phiaute,phiaute
標題,piau-tuê,25,piau-tôe,piau1tue5,piau1toe5,piautue,piautoe
標題,piau-tê,25,piau-tê,piau1te5,piau1te5,piaute,piaute
模板,bôo-pán,25,bô͘-pán,boo5pan2,boo5pan2,boopan,boopan
樹掛,tshiū-kuà,25,chhiū-kòa,tshiu7kua3,chhiu7koa3,tshiukua,chhiukoa
橄欖,kan-ná,25,kan-ná,kan1na2,kan1na2,kanna,kanna
橋牌,kiô-pâi,25,kiô-pâi,kio5pai5,kio5pai5,kiopai,kiopai
檢視,kiám-sī,25,kiám-sī,kiam2si7,kiam2si7,kiamsi,kiamsi
歇暝,hioh-mê,25,hioh-mê,hioh1me5,hioh1me5,hiohme,hiohme
歇暝,hioh-mî,25,hioh-mî,hioh1mi5,hioh1mi5,hiohmi,hiohmi
正子,tsiànn-jí,25,chiàⁿ-jí,tsiann3ji2,chiann3ji2,tsiannji,chiannji
正子,tsiànn-lí,25,chiàⁿ-lí,tsiann3li2,chiann3li2,tsiannli,chiannli
正齒,tsiànn-khí,25,chiàⁿ-khí,tsiann3khi2,chiann3khi2,tsiannkhi,chiannkhi
武術,bú-su̍t,25,bú-su̍t,bu2sut8,bu2sut8,busut,busut
歹球,pháinn-kiû,25,pháiⁿ-kiû,phainn2kiu5,phainn2kiu5,phainnkiu,phainnkiu
段位,tuānn-uī,25,tōaⁿ-ūi,tuann7ui7,toann7ui7,tuannui,toannui
段落,tuānn-lo̍h,25,tōaⁿ-lo̍h,tuann7loh8,toann7loh8,tuannloh,toannloh
殺球,sat-kiû,25,sat-kiû,sat1kiu5,sat1kiu5,satkiu,satkiu
毛筅,mn̂g-tshíng,25,mn̂g-chhéng,mng5tshing2,mng5chheng2,mngtshing,mngchheng
毛豆,môo-tāu,25,mô͘-tāu,moo5tau7,moo5tau7,mootau,mootau
氣糋,khì-tsìnn,25,khì-chìⁿ,khi3tsinn3,khi3chinn3,khitsinn,khichinn
水球,tsuí-kiû,25,chúi-kiû,tsui2kiu5,chui2kiu5,tsuikiu,chuikiu
水蓮,tsuí-liân,25,chúi-liân,tsui2lian5,chui2lian5,tsuilian,chuilian
水螅,tsuí-sik,25,chúi-sek,tsui2sik1,chui2sek1,tsuisik,chuisek
水豬,tsuí-ti,25,chúi-ti,tsui2ti1,chui2ti1,tsuiti,chuiti
水豬,tsuí-tu,25,chúi-tu,tsui2tu1,chui2tu1,tsuitu,chuitu
決賽,kuat-sài,25,koat-sài,kuat1sai3,koat1sai3,kuatsai,koatsai
沙拉,sa-la,25,sa-la,sa1la1,sa1la1,sala,sala
河內,hô-luē,25,hô-lōe,ho5lue7,ho5loe7,holue,holoe
油鯃,iû-ngôo,25,iû-ngô͘,iu5ngoo5,iu5ngoo5,iungoo,iungoo
法鬥,huat-tàu,25,hoat-tàu,huat1tau3,hoat1tau3,huattau,hoattau
泛舟,huàn-tsiu,25,hoàn-chiu,huan3tsiu1,hoan3chiu1,huantsiu,hoanchiu
泡芙,phàu-hû,25,phàu-hû,phau3hu5,phau3hu5,phauhu,phauhu
泰拳,thài-kûn,25,thài-kûn,thai3kun5,thai3kun5,thaikun,thaikun
浮粉,phû-hún,25,phû-hún,phu5hun2,phu5hun2,phuhun,phuhun
浸油,tsìm-iû,25,chìm-iû,tsim3iu5,chim3iu5,tsimiu,chimiu
液化,i̍k-huà,25,e̍k-hòa,ik8hua3,ek8hoa3,ikhua,ekhoa
涼麵,liâng-mī,25,liâng-mī,liang5mi7,liang5mi7,liangmi,liangmi
淋巴,lîm-pa,25,lîm-pa,lim5pa1,lim5pa1,limpa,limpa
淡斑,tām-pan,25,tām-pan,tam7pan1,tam7pan1,tampan,tampan
深跍,tshim-khû,25,chhim-khû,tshim1khu5,chhim1khu5,tshimkhu,chhimkhu
游標,iû-phiau,25,iû-phiau,iu5phiau1,iu5phiau1,iuphiau,iuphiau
游標,iû-piau,25,iû-piau,iu5piau1,iu5piau1,iupiau,iupiau
湯餃,thng-kiáu,25,thng-kiáu,thng1kiau2,thng1kiau2,thngkiau,thngkiau
滑鼠,ku̍t-tshí,25,ku̍t-chhí,kut8tshi2,kut8chhi2,kuttshi,kutchhi
滑鼠,ku̍t-tshú,25,ku̍t-chhú,kut8tshu2,kut8chhu2,kuttshu,kutchhu
滾輪,kún-lûn,25,kún-lûn,kun2lun5,kun2lun5,kunlun,kunlun
漸層,tsiām-tsân,25,chiām-chân,tsiam7tsan5,chiam7chan5,tsiamtsan,chiamchan
澄清,tîng-tshing,25,têng-chheng,ting5tshing1,teng5chheng1,tingtshing,tengchheng
灌籃,kuàn-nâ,25,koàn-nâ,kuan3na5,koan3na5,kuanna,koanna
火腿,hué-thuí,25,hóe-thúi,hue2thui2,hoe2thui2,huethui,hoethui
火腿,hé-thuí,25,hé-thúi,he2thui2,he2thui2,hethui,hethui
炊飯,tshe-pn̄g,25,chhe-pn̄g,tshe1png7,chhe1png7,tshepng,chhepng
炊飯,tshue-pn̄g,25,chhoe-pn̄g,tshue1png7,chhoe1png7,tshuepng,chhoepng
烏麥,oo-be̍h,25,o͘-be̍h,oo1beh8,oo1beh8,oobeh,oobeh
烘焙,hang-puē,25,hang-pōe,hang1pue7,hang1poe7,hangpue,hangpoe
烘焙,hang-pē,25,hang-pē,hang1pe7,hang1pe7,hangpe,hangpe
烘箱,hang-siunn,25,hang-siuⁿ,hang1siunn1,hang1siunn1,hangsiunn,hangsiunn
烘雞,hang-ke,25,hang-ke,hang1ke1,hang1ke1,hangke,hangke
烘雞,hang-kue,25,hang-koe,hang1kue1,hang1koe1,hangkue,hangkoe
焐卡,ù-khah,25,ù-khah,u3khah1,u3khah1,ukhah,ukhah
焙果,puē-kó,25,pōe-kó,pue7ko2,poe7ko2,pueko,poeko
焙果,pē-kó,25,pē-kó,pe7ko2,pe7ko2,peko,peko
焙茶,puē-tê,25,pōe-tê,pue7te5,poe7te5,puete,poete
焙茶,pē-tê,25,pē-tê,pe7te5,pe7te5,pete,pete
焦距,tsiau-kī,25,chiau-kī,tsiau1ki7,chiau1ki7,tsiauki,chiauki
焦距,tsiau-kū,25,chiau-kū,tsiau1ku7,chiau1ku7,tsiauku,chiauku
煎包,tsian-pau,25,chian-pau,tsian1pau1,chian1pau1,tsianpau,chianpau
煎餅,tsian-piánn,25,chian-piáⁿ,tsian1piann2,chian1piann2,tsianpiann,chianpiann
煙雞,ian-ke,25,ian-ke,ian1ke1,ian1ke1,ianke,ianke
煙雞,ian-kue,25,ian-koe,ian1kue1,ian1koe1,iankue,iankoe
煮食,tsú-tsia̍h,25,chú-chia̍h,tsu2tsiah8,chu2chiah8,tsutsiah,chuchiah
熊市,hîm-tshī,25,hîm-chhī,him5tshi7,him5chhi7,himtshi,himchhi
熱量,jia̍t-liōng,25,jia̍t-liōng,jiat8liong7,jiat8liong7,jiatliong,jiatliong
熱量,lia̍t-liōng,25,lia̍t-liōng,liat8liong7,liat8liong7,liatliong,liatliong
熱點,jia̍t-tiám,25,jia̍t-tiám,jiat8tiam2,jiat8tiam2,jiattiam,jiattiam
熱點,lia̍t-tiám,25,lia̍t-tiám,liat8tiam2,liat8tiam2,liattiam,liattiam
熱齒,jia̍t-khí,25,jia̍t-khí,jiat8khi2,jiat8khi2,jiatkhi,jiatkhi
燕麥,iàn-be̍h,25,iàn-be̍h,ian3beh8,ian3beh8,ianbeh,ianbeh
牚夯,thènn-giâ,25,thèⁿ-giâ,thenn3gia5,thenn3gia5,thenngia,thenngia
牚夯,thìnn-giâ,25,thìⁿ-giâ,thinn3gia5,thinn3gia5,thinngia,thinngia
牛市,gû-tshī,25,gû-chhī,gu5tshi7,gu5chhi7,gutshi,guchhi
牛棚,gû-pênn,25,gû-pêⁿ,gu5penn5,gu5penn5,gupenn,gupenn
牛棚,gû-pînn,25,gû-pîⁿ,gu5pinn5,gu5pinn5,gupinn,gupinn
犯規,huān-kui,25,hoān-kui,huan7kui1,hoan7kui1,huankui,hoankui
狐獴,hôo-bông,25,hô͘-bông,hoo5bong5,hoo5bong5,hoobong,hoobong
狒狒,huì-huì,25,hùi-hùi,hui3hui3,hui3hui3,huihui,huihui
猴珠,kâu-tsu,25,kâu-chu,kau5tsu1,kau5chu1,kautsu,kauchu
珠光,tsu-kng,25,chu-kng,tsu1kng1,chu1kng1,tsukng,chukng
球迷,kiû-bê,25,kiû-bê,kiu5be5,kiu5be5,kiube,kiube
甘地,kam-tī,25,kam-tī,kam1ti7,kam1ti7,kamti,kamti
甜菜,tinn-tshài,25,tiⁿ-chhài,tinn1tshai3,tinn1chhai3,tinntshai,tinnchhai
田徑,tiân-kìng,25,tiân-kèng,tian5king3,tian5keng3,tianking,tiankeng
甲烷,kah-uân,25,kah-oân,kah1uan5,kah1oan5,kahuan,kahoan
甲醇,kah-sûn,25,kah-sûn,kah1sun5,kah1sun5,kahsun,kahsun
留話,lâu-uē,25,lâu-ōe,lau5ue7,lau5oe7,lauue,lauoe
番鼠,huan-tshí,25,hoan-chhí,huan1tshi2,hoan1chhi2,huantshi,hoanchhi
番鼠,huan-tshú,25,hoan-chhú,huan1tshu2,hoan1chhu2,huantshu,hoanchhu
畫素,uē-sòo,25,ōe-sò͘,ue7soo3,oe7soo3,uesoo,oesoo
畫素,uī-sòo,25,ūi-sò͘,ui7soo3,ui7soo3,uisoo,uisoo
畫質,uē-tsit,25,ōe-chit,ue7tsit1,oe7chit1,uetsit,oechit
畫質,uī-tsit,25,ūi-chit,ui7tsit1,ui7chit1,uitsit,uichit
病尾,pēnn-bué,25,pēⁿ-bóe,penn7bue2,penn7boe2,pennbue,pennboe
病尾,pēnn-bé,25,pēⁿ-bé,penn7be2,penn7be2,pennbe,pennbe
登入,ting-ji̍p,25,teng-ji̍p,ting1jip8,teng1jip8,tingjip,tengjip
登出,ting-tshut,25,teng-chhut,ting1tshut1,teng1chhut1,tingtshut,tengchhut
發球,huat-kiû,25,hoat-kiû,huat1kiu5,hoat1kiu5,huatkiu,hoatkiu
白醬,pe̍h-tsiùnn,25,pe̍h-chiùⁿ,peh8tsiunn3,peh8chiunn3,pehtsiunn,pehchiunn
盜壘,tō-luí,25,tō-lúi,to7lui2,to7lui2,tolui,tolui
監交,kàm-kau,25,kàm-kau,kam3kau1,kam3kau1,kamkau,kamkau
盤舌,puânn-tsi̍h,25,pôaⁿ-chi̍h,puann5tsih8,poann5chih8,puanntsih,poannchih
目巡,ba̍k-sûn,25,ba̍k-sûn,bak8sun5,bak8sun5,baksun,baksun
目彩,ba̍k-tshái,25,ba̍k-chhái,bak8tshai2,bak8chhai2,baktshai,bakchhai
直播,ti̍t-pò,25,ti̍t-pò,tit8po3,tit8po3,titpo,titpo
相偃,sio-ián,25,sio-ián,sio1ian2,sio1ian2,sioian,sioian
眼影,gán-iánn,25,gán-iáⁿ,gan2iann2,gan2iann2,ganiann,ganiann
眼膜,gán-mo̍oh,25,gán-mo̍͘h,gan2mooh8,gan2mooh8,ganmooh,ganmooh
眼霜,gán-song,25,gán-song,gan2song1,gan2song1,gansong,gansong
短跑,té-pháu,25,té-pháu,te2phau2,te2phau2,tephau,tephau
石滬,tsio̍h-hōo,25,chio̍h-hō͘,tsioh8hoo7,chioh8hoo7,tsiohhoo,chiohhoo
矽砂,si̍k-sua,25,se̍k-soa,sik8sua1,sek8soa1,siksua,seksoa
硩線,teh-suànn,25,teh-sòaⁿ,teh1suann3,teh1soann3,tehsuann,tehsoann
硬夯,ngē-giâ,25,ngē-giâ,nge7gia5,nge7gia5,ngegia,ngegia
硬夯,ngī-giâ,25,ngī-giâ,ngi7gia5,ngi7gia5,ngigia,ngigia
硬體,ngē-thé,25,ngē-thé,nge7the2,nge7the2,ngethe,ngethe
硬體,ngī-thé,25,ngī-thé,ngi7the2,ngi7the2,ngithe,ngithe
磕網,kha̍p-bāng,25,kha̍p-bāng,khap8bang7,khap8bang7,khapbang,khapbang
社畜,siā-thiok,25,siā-thiok,sia7thiok1,sia7thiok1,siathiok,siathiok
移工,î-kang,25,î-kang,i5kang1,i5kang1,ikang,ikang
競行,kìng-kiânn,25,kèng-kiâⁿ,king3kiann5,keng3kiann5,kingkiann,kengkiann
競行,kīng-kiânn,25,kēng-kiâⁿ,king7kiann5,keng7kiann5,kingkiann,kengkiann
笑痕,tshiò-hûn,25,chhiò-hûn,tshio3hun5,chhio3hun5,tshiohun,chhiohun
笑豆,tshiò-tāu,25,chhiò-tāu,tshio3tau7,chhio3tau7,tshiotau,chhiotau
箭靶,tsìnn-pé,25,chìⁿ-pé,tsinn3pe2,chinn3pe2,tsinnpe,chinnpe
篩選,thai-suán,25,thai-soán,thai1suan2,thai1soan2,thaisuan,thaisoan
籃球,nâ-kiû,25,nâ-kiû,na5kiu5,na5kiu5,nakiu,nakiu
米線,bí-suànn,25,bí-sòaⁿ,bi2suann3,bi2soann3,bisuann,bisoann
粉刺,hún-tshì,25,hún-chhì,hun2tshi3,hun2chhi3,huntshi,hunchhi
粉底,hún-tué,25,hún-tóe,hun2tue2,hun2toe2,huntue,huntoe
粉底,hún-té,25,hún-té,hun2te2,hun2te2,hunte,hunte
粉條,hún-tiâu,25,hún-tiâu,hun2tiau5,hun2tiau5,huntiau,huntiau
粉肝,hún-kuann,25,hún-koaⁿ,hun2kuann1,hun2koann1,hunkuann,hunkoann
粉腸,hún-tn̂g,25,hún-tn̂g,hun2tng5,hun2tng5,huntng,huntng
粉腸,hún-tshiâng,25,hún-chhiâng,hun2tshiang5,hun2chhiang5,huntshiang,hunchhiang
粉膏,hún-ko,25,hún-ko,hun2ko1,hun2ko1,hunko,hunko
粉餅,hún-piánn,25,hún-piáⁿ,hun2piann2,hun2piann2,hunpiann,hunpiann
粗體,tshoo-thé,25,chho͘-thé,tshoo1the2,chhoo1the2,tshoothe,chhoothe
粿仔,ké-á,25,ké-á,ke2a2,ke2a2,kea,kea
糋路,tsìnn-lōo,25,chìⁿ-lō͘,tsinn3loo7,chinn3loo7,tsinnloo,chinnloo
糖霜,thn̂g-sng,25,thn̂g-sng,thng5sng1,thng5sng1,thngsng,thngsng
紅牌,âng-pâi,25,âng-pâi,ang5pai5,ang5pai5,angpai,angpai
紅醬,âng-tsiùnn,25,âng-chiùⁿ,ang5tsiunn3,ang5chiunn3,angtsiunn,angchiunn
紋斑,bûn-pan,25,bûn-pan,bun5pan1,bun5pan1,bunpan,bunpan
級差,kip-tsha,25,kip-chha,kip1tsha1,kip1chha1,kiptsha,kipchha
素肉,sòo-bah,25,sò͘-bah,soo3bah1,soo3bah1,soobah,soobah
素顏,sòo-gân,25,sò͘-gân,soo3gan5,soo3gan5,soogan,soogan
組手,tsoo-tshiú,25,cho͘-chhiú,tsoo1tshiu2,choo1chhiu2,tsootshiu,choochhiu
網址,bāng-tsí,25,bāng-chí,bang7tsi2,bang7chi2,bangtsi,bangchi
網球,bāng-kiû,25,bāng-kiû,bang7kiu5,bang7kiu5,bangkiu,bangkiu
網紅,bāng-âng,25,bāng-âng,bang7ang5,bang7ang5,bangang,bangang
網衝,bāng-tshìng,25,bāng-chhèng,bang7tshing3,bang7chheng3,bangtshing,bangchheng
緩刑,uān-hîng,25,oān-hêng,uan7hing5,oan7heng5,uanhing,oanheng
縮圖,sok-tôo,25,sok-tô͘,sok1too5,sok1too5,soktoo,soktoo
總匯,tsóng-huē,25,chóng-hōe,tsong2hue7,chong2hoe7,tsonghue,chonghoe
罰球,hua̍t-kiû,25,hoa̍t-kiû,huat8kiu5,hoat8kiu5,huatkiu,hoatkiu
美白,bí-pe̍h,25,bí-pe̍h,bi2peh8,bi2peh8,bipeh,bipeh
翻糖,huan-thn̂g,25,hoan-thn̂g,huan1thng5,hoan1thng5,huanthng,hoanthng
老妝,lāu-tsong,25,lāu-chong,lau7tsong1,lau7chong1,lautsong,lauchong
老茶,lāu-tê,25,lāu-tê,lau7te5,lau7te5,laute,laute
考古,khó-kóo,25,khó-kó͘,kho2koo2,kho2koo2,khokoo,khokoo
考銃,khó-tshìng,25,khó-chhèng,kho2tshing3,kho2chheng3,khotshing,khochheng
耳機,hī-ki,25,hī-ki,hi7ki1,hi7ki1,hiki,hiki
耳機,hīnn-ki,25,hīⁿ-ki,hinn7ki1,hinn7ki1,hinnki,hinnki
職場,tsit-tiûnn,25,chit-tiûⁿ,tsit1tiunn5,chit1tiunn5,tsittiunn,chittiunn
聽牌,thiann-pâi,25,thiaⁿ-pâi,thiann1pai5,thiann1pai5,thiannpai,thiannpai
肉桂,jio̍k-kuì,25,jio̍k-kùi,jiok8kui3,jiok8kui3,jiokkui,jiokkui
肉桂,lio̍k-kuì,25,lio̍k-kùi,liok8kui3,liok8kui3,liokkui,liokkui
胡桃,ôo-thô,25,ô͘-thô,oo5tho5,oo5tho5,ootho,ootho
胭脂,ian-tsi,25,ian-chi,ian1tsi1,ian1chi1,iantsi,ianchi
脂肪,tsi-hong,25,chi-hong,tsi1hong1,chi1hong1,tsihong,chihong
脆球,tshè-kiû,25,chhè-kiû,tshe3kiu5,chhe3kiu5,tshekiu,chhekiu
脫單,thuat-tuann,25,thoat-toaⁿ,thuat1tuann1,thoat1toann1,thuattuann,thoattoann
腰果,io-kó,25,io-kó,io1ko2,io1ko2,ioko,ioko
腹地,pak-tuē,25,pak-tōe,pak1tue7,pak1toe7,paktue,paktoe
腹地,pak-tē,25,pak-tē,pak1te7,pak1te7,pakte,pakte
腿捒,thuí-sak,25,thúi-sak,thui2sak1,thui2sak1,thuisak,thuisak
腿法,thuí-huat,25,thúi-hoat,thui2huat1,thui2hoat1,thuihuat,thuihoat
膠質,ka-tsit,25,ka-chit,ka1tsit1,ka1chit1,katsit,kachit
膨粉,phòng-hún,25,phòng-hún,phong3hun2,phong3hun2,phonghun,phonghun
臍帶,tsâi-tuà,25,châi-tòa,tsai5tua3,chai5toa3,tsaitua,chaitoa
航線,hâng-suànn,25,hâng-sòaⁿ,hang5suann3,hang5soann3,hangsuann,hangsoann
船桮,tsûn-pe,25,chûn-pe,tsun5pe1,chun5pe1,tsunpe,chunpe
船桮,tsûn-pue,25,chûn-poe,tsun5pue1,chun5poe1,tsunpue,chunpoe
船槳,tsûn-tsiúnn,25,chûn-chiúⁿ,tsun5tsiunn2,chun5chiunn2,tsuntsiunn,chunchiunn
色票,sik-phiò,25,sek-phiò,sik1phio3,sek1phio3,sikphio,sekphio
色素,sik-sòo,25,sek-sò͘,sik1soo3,sek1soo3,siksoo,seksoo
芋泥,ōo-nî,25,ō͘-nî,oo7ni5,oo7ni5,ooni,ooni
花椒,hua-tsio,25,hoa-chio,hua1tsio1,hoa1chio1,huatsio,hoachio
花椒,hue-tsio,25,hoe-chio,hue1tsio1,hoe1chio1,huetsio,hoechio
芳料,phang-liāu,25,phang-liāu,phang1liau7,phang1liau7,phangliau,phangliau
茶凍,tê-tàng,25,tê-tàng,te5tang3,te5tang3,tetang,tetang
落妝,lak-tsong,25,lak-chong,lak1tsong1,lak1chong1,laktsong,lakchong
蒲燒,pôo-sio,25,pô͘-sio,poo5sio1,poo5sio1,poosio,poosio
蒸餾,tsing-liū,25,cheng-liū,tsing1liu7,cheng1liu7,tsingliu,chengliu
蓄水,thiok-tsuí,25,thiok-chúi,thiok1tsui2,thiok1chui2,thioktsui,thiokchui
蕨貓,keh-niau,25,keh-niau,keh1niau1,keh1niau1,kehniau,kehniau
蕨貓,kueh-niau,25,koeh-niau,kueh1niau1,koeh1niau1,kuehniau,koehniau
薄妝,po̍h-tsong,25,po̍h-chong,poh8tsong1,poh8chong1,pohtsong,pohchong
薰雞,hun-ke,25,hun-ke,hun1ke1,hun1ke1,hunke,hunke
薰雞,hun-kue,25,hun-koe,hun1kue1,hun1koe1,hunkue,hunkoe
藍牙,nâ-gê,25,nâ-gê,na5ge5,na5ge5,nage,nage
藍莓,nâ-m̂,25,nâ-m̂,na5m5,na5m5,nam,nam
藏獒,tsōng-ngôo,25,chōng-ngô͘,tsong7ngoo5,chong7ngoo5,tsongngoo,chongngoo
藤球,tîn-kiû,25,tîn-kiû,tin5kiu5,tin5kiu5,tinkiu,tinkiu
虎鯨,hóo-king,25,hó͘-keng,hoo2king1,hoo2keng1,hooking,hookeng
蝦皮,he-phî,25,he-phî,he1phi5,he1phi5,hephi,hephi
螢幕,îng-bōo,25,êng-bō͘,ing5boo7,eng5boo7,ingboo,engboo
血油,hueh-iû,25,hoeh-iû,hueh1iu5,hoeh1iu5,huehiu,hoehiu
血油,huih-iû,25,huih-iû,huih1iu5,huih1iu5,huihiu,huihiu
血角,hueh-kak,25,hoeh-kak,hueh1kak1,hoeh1kak1,huehkak,hoehkak
行拳,kiânn-kûn,25,kiâⁿ-kûn,kiann5kun5,kiann5kun5,kiannkun,kiannkun
街友,ke-iú,25,ke-iú,ke1iu2,ke1iu2,keiu,keiu
街友,kue-iú,25,koe-iú,kue1iu2,koe1iu2,kueiu,koeiu
街舞,ke-bú,25,ke-bú,ke1bu2,ke1bu2,kebu,kebu
街舞,kue-bú,25,koe-bú,kue1bu2,koe1bu2,kuebu,koebu
衝湧,tshiong-íng,25,chhiong-éng,tshiong1ing2,chhiong1eng2,tshionging,chhiongeng
表單,pió-tuann,25,pió-toaⁿ,pio2tuann1,pio2toann1,piotuann,piotoann
裁判,tshâi-phuànn,25,chhâi-phòaⁿ,tshai5phuann3,chhai5phoann3,tshaiphuann,chhaiphoann
製程,tsè-thîng,25,chè-thêng,tse3thing5,che3theng5,tsething,chetheng
複製,ho̍k-tsè,25,ho̍k-chè,hok8tse3,hok8che3,hoktse,hokche
視窗,sī-thang,25,sī-thang,si7thang1,si7thang1,sithang,sithang
角球,kak-kiû,25,kak-kiû,kak1kiu5,kak1kiu5,kakkiu,kakkiu
角球,khòo-nah,25,khò͘-nah,khoo3nah1,khoo3nah1,khoonah,khoonah
角膜,kak-mo̍oh,25,kak-mo̍͘h,kak1mooh8,kak1mooh8,kakmooh,kakmooh
觱卡,pi-khah,25,pi-khah,pi1khah1,pi1khah1,pikhah,pikhah
設定,siat-tīng,25,siat-tēng,siat1ting7,siat1teng7,siatting,siatteng
論壇,lūn-tuânn,25,lūn-tôaⁿ,lun7tuann5,lun7toann5,luntuann,luntoann
讀取,tho̍k-tshí,25,tho̍k-chhí,thok8tshi2,thok8chhi2,thoktshi,thokchhi
讀取,tho̍k-tshú,25,tho̍k-chhú,thok8tshu2,thok8chhu2,thoktshu,thokchhu
豁免,hat-bián,25,hat-bián,hat1bian2,hat1bian2,hatbian,hatbian
豆包,tāu-pau,25,tāu-pau,tau7pau1,tau7pau1,taupau,taupau
豆枝,tāu-ki,25,tāu-ki,tau7ki1,tau7ki1,tauki,tauki
豆皮,tāu-phuê,25,tāu-phôe,tau7phue5,tau7phoe5,tauphue,tauphoe
豆皮,tāu-phê,25,tāu-phê,tau7phe5,tau7phe5,tauphe,tauphe
豆雞,tāu-ke,25,tāu-ke,tau7ke1,tau7ke1,tauke,tauke
豆雞,tāu-kue,25,tāu-koe,tau7kue1,tau7koe1,taukue,taukoe
象棋,tshiūnn-kî,25,chhiūⁿ-kî,tshiunn7ki5,chhiunn7ki5,tshiunnki,chhiunnki
貼圖,tah-tôo,25,tah-tô͘,tah1too5,tah1too5,tahtoo,tahtoo
贊助,tsàn-tsōo,25,chàn-chō͘,tsan3tsoo7,chan3choo7,tsantsoo,chanchoo
赤砂,tshiah-sua,25,chhiah-soa,tshiah1sua1,chhiah1soa1,tshiahsua,chhiahsoa
超馬,tshiau-má,25,chhiau-má,tshiau1ma2,chhiau1ma2,tshiauma,chhiauma
越位,ua̍t-uī,25,oa̍t-ūi,uat8ui7,oat8ui7,uatui,oatui
趨冰,tshu-ping,25,chhu-peng,tshu1ping1,chhu1peng1,tshuping,chhupeng
趨枋,tshu-pang,25,chhu-pang,tshu1pang1,chhu1pang1,tshupang,chhupang
趨水,tshu-tsuí,25,chhu-chúi,tshu1tsui2,chhu1chui2,tshutsui,chhuchui
跑者,pháu-tsiá,25,pháu-chiá,phau2tsia2,phau2chia2,phautsia,phauchia
跑酷,pháu-khok,25,pháu-khok,phau2khok1,phau2khok1,phaukhok,phaukhok
跤球,kha-kiû,25,kha-kiû,kha1kiu5,kha1kiu5,khakiu,khakiu
跨年,khuà-nî,25,khòa-nî,khua3ni5,khoa3ni5,khuani,khoani
跨欄,khuà-lân,25,khòa-lân,khua3lan5,khoa3lan5,khualan,khoalan
跳床,thiàu-tshn̂g,25,thiàu-chhn̂g,thiau3tshng5,thiau3chhng5,thiautshng,thiauchhng
跳水,thiàu-tsuí,25,thiàu-chúi,thiau3tsui2,thiau3chui2,thiautsui,thiauchui
跳遠,thiàu-hn̄g,25,thiàu-hn̄g,thiau3hng7,thiau3hng7,thiauhng,thiauhng
跳馬,thiàu-bé,25,thiàu-bé,thiau3be2,thiau3be2,thiaube,thiaube
踢拳,that-kûn,25,that-kûn,that1kun5,that1kun5,thatkun,thatkun
軍刀,kun-to,25,kun-to,kun1to1,kun1to1,kunto,kunto
軍棋,kun-kî,25,kun-kî,kun1ki5,kun1ki5,kunki,kunki
軍閥,kun-hua̍t,25,kun-hoa̍t,kun1huat8,kun1hoat8,kunhuat,kunhoat
軟糖,nńg-thn̂g,25,nńg-thn̂g,nng2thng5,nng2thng5,nngthng,nngthng
軟轎,nńg-kiō,25,nńg-kiō,nng2kio7,nng2kio7,nngkio,nngkio
軟餅,nńg-piánn,25,nńg-piáⁿ,nng2piann2,nng2piann2,nngpiann,nngpiann
軟體,nńg-thé,25,nńg-thé,nng2the2,nng2the2,nngthe,nngthe
載入,tsài-ji̍p,25,chài-ji̍p,tsai3jip8,chai3jip8,tsaijip,chaijip
載入,tsài-li̍p,25,chài-li̍p,tsai3lip8,chai3lip8,tsailip,chailip
載具,tsài-khū,25,chài-khū,tsai3khu7,chai3khu7,tsaikhu,chaikhu
載具,tsài-kū,25,chài-kū,tsai3ku7,chai3ku7,tsaiku,chaiku
輕鐵,khin-thih,25,khin-thih,khin1thih1,khin1thih1,khinthih,khinthih
輝瑞,hui-suī,25,hui-sūi,hui1sui7,hui1sui7,huisui,huisui
轉翕,tsuán-hip,25,choán-hip,tsuan2hip1,choan2hip1,tsuanhip,choanhip
迒年,hānn-nî,25,hāⁿ-nî,hann7ni5,hann7ni5,hannni,hannni
追劇,tui-kio̍k,25,tui-kio̍k,tui1kiok8,tui1kiok8,tuikiok,tuikiok
追星,tui-tshenn,25,tui-chheⁿ,tui1tshenn1,tui1chhenn1,tuitshenn,tuichhenn
追星,tui-tshinn,25,tui-chhiⁿ,tui1tshinn1,tui1chhinn1,tuitshinn,tuichhinn
逝懸,tsuā-kuân,25,chōa-koân,tsua7kuan5,choa7koan5,tsuakuan,choakoan
逝距,tsuā-kī,25,chōa-kī,tsua7ki7,choa7ki7,tsuaki,choaki
逝距,tsuā-kū,25,chōa-kū,tsua7ku7,choa7ku7,tsuaku,choaku
連結,liân-kiat,25,liân-kiat,lian5kiat1,lian5kiat1,liankiat,liankiat
遊戲,iû-hì,25,iû-hì,iu5hi3,iu5hi3,iuhi,iuhi
運球,ūn-kiû,25,ūn-kiû,un7kiu5,un7kiu5,unkiu,unkiu
