hanzi,tl
自身彈力傳播,tsū-sin-tân-li̍k-thuân-pò
水道水,tsuí-tō-tsuí
自治活動,tsū-tī-ua̍h-tāng
自治活動,tsū-tī-ua̍h-tōng
自治組織,tsū-tī tsoo-tsit
自然,tsū-jiân
自然保育,tsū-jiân pó-io̍k
自然保留區,tsū-jiân pó-liû-khu
自然段,tsū-jiân-tuānn
自然界,tsū-jiân-kài
自然神明,tsū-jiân sîn-bîng
自然崇拜,tsū-jiân tsông-pài
自然景觀,tsū-jiân kíng-kuan
自然資源,tsū-jiân tsu-guân
自然環境,tsū-jiân khuân-kíng
色光,sik-kng
色散現象,sik-suànn hiān-siōng
血緣關係,hiat-iân kuan-hē
行板,hîng-pán
行政,hîng-tsìng
行政院,Hîng-tsìng-īnn
行政區域圖,hîng-tsìng-khu-hi̍k-tôo
行政區域圖,hîng-tsìng-khu-i̍k-tôo
行政機關,hîng-tsìng ki-kuan
行星,kiânn-tshenn
行星,hîng-tshenn
行書,hîng-su
半草楷,puànn-tshó-khái
行進樂隊,hîng-tsìn ga̍k-tuī
西太平洋,se Thài-pîng-iûnn
西半球,Sai-puànn-kiû
西沙群島,Sai-sua kûn-tó
西亞楔形文字,Se-a siat-hîng bûn-jī
西來庵事件,Se-lâi-am Sū-kiānn
西南季風,sai-lâm kuì-hong
西部平原,se-pōo pîng-guân
西部走廊,se-pōo tsáu-lông
西部海岸,se-pōo-hái-huānn
西部海岸,se-pōo-hái-gān
西經,se-king
串聯,tshuàn-liân
估算,kóo-sǹg
田佃,tshân-tiān
佃戶,tiān-hōo
位值表,uī-ta̍t-pió
位值換算,uī-ta̍t uānn-sǹg
位數,uī sòo
低沉,kē-tîm
低氣壓中心,kē-khì-ap tiong-sim
低脂奶品類,kē-tsi-ling-phín-luī
低脂奶品類,kē-tsi-lin-phín-luī
住戶管理委員會,tsū-hōo kuán-lí uí-uân-huē
佛教,Hu̍t-kàu
佛教,Pu̍t-kàu
作文,tsok-bûn
做文,tsò-bûn
作曲家,tsok-khik-ka
作者,tsok-tsiá
作品,tsok-phín
作家,tsok-ka
gu-lá-muh,gu-lá-muh
冷凍,líng-tòng
冷氣團,líng-khì-thuân
冷鋒,líng-hong
白字,pe̍h-jī
耽字,tânn-jī
刪節號,san-tsiat-hō
助燃,tsōo-jiân
助燃物,tsōo-jiân-bu̍t
卵,nn̄g
卵,luán
卵生,luán-sing
卵生動物,luán-sing tōng-bu̍t
吳沙,Ngôo Sua
吸引,khip-ín
唌,siânn
歕空,pûn-khang
歕,pûn
吹奏,tshue-tsàu
均衡,kin-hîng
壯丁團,tsòng-ting-thuân
夾注號,kiap-tsù-hō
註解號,tsù-kái-hō
孝道,hàu-tō
宋江陣,Sòng-kang-tīn
宋江陣,Siòng-kang-tīn
完全數,uân-tsuân-sòo
完全變態,uân-tsuân piàn-thài
完美數,uân-bí-sòo
魚尾叉,hî-bué-tshe
希臘正教,Hi-lia̍p-tsìng-kàu
希臘神話,Hi-lia̍p Sîn-uē
頭序,thâu-sū
頭序,thâu-sī
序跋,sū-pua̍t
序跋,sī-pua̍t
序數,sū-sòo
形狀,hîng-tsōng
形,hîng
形容詞,hîng-iông-sû
形符,hîng-hû
形態,hîng-thài
形聲,hîng-siann
形聲字,hîng-siann-jī
形體,hîng-thé
志工隊,tsì-kang-tuī
快板,khuài-pán
快速道路,khuài-sok tō-lōo
緊慢,kín bān
戒律,kài-lu̍t
戒嚴,kài-giâm
戒嚴令,kài-giâm-līng
戒嚴時期,Kài-giâm Sî-kî
扮演,pān-ián
表達感情,piáu-ta̍t kám-tsîng
投票權,tâu-phiò-khuân
投票權,tâu-phiò-kuân
投資,tâu-tsu
投籃,tâu-nâ
抗力,khòng-li̍k
抗力臂,khòng-li̍k-pì
抗力點,khòng-li̍k-tiám
抗日運動,khòng Ji̍t ūn-tōng
抗生素,khòng-sing-sòo
拗射,áu-siā
折衷家庭,tsiat-thiong ka-tîng
折線圖,tsiat-suànn-tôo
改寫,kái-siá
材料,tsâi-liāu
材料,tshâi-liāu
揣對象,tshuē tuì-siōng
求偶行為,kiû-ngóo hîng-uî
汽油,khì-iû
ga-sóo-lín,ga-sóo-lín
mooh-tah船,mooh-tah-tsûn
汽艇,khì-thíng
沈葆楨,Sím Pó-tsing
沉水性,tîm-tsuí-sìng
沉底,tîm-té
沉底,tiâm-té
沉積岩,tîm-tsik-gâm
沉積岩,tîm-tsik-giâm
沖積平原,tshiâng-tsik pîng-guân
沙岸,sua-huānn
沙岸,sua-gān
浮崙,phû-lūn
浮洲,phû-tsiu
浮嶼,phû-sū
沙線,sua-suànn
漏壺,lāu-ôo
漏壺計時器,lāu-ôo kè-sî-khì
沙漠,sua-bo̍k
沙雕,sua-tiau
海沙埔,hái-sua-poo
牡丹社抗日紀念碑,Bóo-tan-siā khòng Ji̍t kì-liām-pi
牡丹社事件,Bóo-tan-siā Sū-kiānn
育幼,io̍k-iù
角,kak
角1,kak it
角度,kak-tōo
角柱,kak-thiāu
角調式,kak-tiāu-sik
角錐,kak-tsui
豆魚肉卵類,tāu hî bah nn̄g luī
豆腐岩,tāu-hū-gâm
豆腐岩,tāu-hū-giâm
赤崁樓,Tshiah-khàm-lâu
赤道,tshik-tō
赤道,tshiah-tō
趖莖,sô-king
旋藤,suan-tîn
跤球,kha-kiû
身份證,sin-hūn-tsìng
身心障礙人士,sin-sim tsiòng-gāi jîn-sū
身體自主權,sin-thé-tsū-tsú-khuân
身體自主權,sin-thé-tsū-tsú-kuân
里民大會,lí-bîn tāi-huē
里長,lí-tiúnn
防疫措施,hông-i̍k tshòo-si
防腐,hông-hú
防鉎,hông-sian
並列句,pīng-lia̍t-kù
並列關係,pīng-lia̍t kuan-hē
並聯,pīng-liân
奶酸菌,ling-sng-khún
奶酸菌,lin-sng-khún
亞洲,A-tsiu
亞洲大陸,A-tsiu Tāi-lio̍k
京戲,kiann-hì
例句,lē-kù
例字,lē-jī
依法行政,i-huat hîng-tsìng
兒童及少年福利與權益保障法,Jî-tông-ki̍p-Siàu-liân-Hok-lī-ú-Khuân-ik-Pó-tsiong-huat
兒童及少年福利與權益保障法,Jî-tông-ki̍p-Siàu-liân-Hok-lī-ú-Kuân-ik-Pó-tsiong-huat
兒童節,Jî-tông-tseh
兒童權利公約,Jî-tông-Khuân-lī-Kong-iok
兒童權利公約,Jî-tông-Kuân-lī-Kong-iok
兩生類,lióng-senn-luī
兩生類,lióng-sing-luī
典故,tián-kòo
刻度,khik-tōo
卑南文化,Pi-lâm bûn-huà
卑南溪,Pi-lâm-khe
卑南遺址,Pi-lâm uî-tsí
協調性,hia̍p-tiau-sìng
協調性,hia̍p-tiāu-sìng
受力,siū-li̍k
受益權,siū-ik-khuân
受益權,siū-ik-kuân
受教權,siū-kàu-khuân
受教權,siū-kàu-kuân
受熱,siū-jia̍t
周角,tsiu-kak
周長,tsiu-tn̂g
周界,tsiu-kài
味覺,bī-kak
呼應法,hoo-ìng-huat
命令,bīng-līng
和,hô
和平紀念日,Hô-pîng Kì-liām-ji̍t
和弦,hô-hiân
和聲,hô-siann
和聲,hô-sing
固態,kòo-thài
固體,kòo-thé
坡度,pho-tōo
崎度,kiā-tōo
坪,pênn
坪,phênn
坪,phiânn
糞埽減量,pùn-sò kiám-liōng
奇數,khia-sòo
始邊,sí-pinn
姓,sènn
姓名,sènn-miâ
名姓,miâ-sènn
菌種,khún-tsíng
孢子,pau-tsí
孢子囊,pau-tsí-lông
孢子囊群,pau-tsí-lông-kûn
季風,kuì-hong
宗教,tsong-kàu
宗教信仰,tsong-kàu sìn-gióng
宗教慶典,tsong-kàu khìng-tián
宗親會,tsong-tshin-huē
定期存款,tīng-kî tsûn-khuán
定滑輪,tīng-ku̍t-lûn
宜蘭平原,Gî-lân Pîng-guân
岩石,gâm-tsio̍h
岩石,giâm-tsio̍h
岩岸,giâm-huānn
岩岸,giâm-gān
海角,hái-kak
海鼻,hái-phīnn
岬灣,kap-uan
岬灣海岸地形,kap-uan-hái-huānn-tē-hîng
岬灣海岸地形,kap-uan-hái-gān-tē-hîng
底,té
底角,té-kak
底面,té-bīn
底面積,té-bīn-tsik
底邊,té-pinn
弦,hiân
弦樂器,hiân-ga̍k-khì
弧,hôo
弧形島嶼,hôo-hîng tó-sū
弧長,hôo-tn̂g
弧線,hôo-suànn
唸唱,liām-tshiùnn
性別平等,sìng-pia̍t pîng-tíng
性別偏見,sìng-pia̍t phian-kiàn
性侵害,sìng-tshim-hāi
性騷擾,sìng-so-jiáu
抱拳,phō-kûn
抵抗力,tí-khòng-li̍k
抵抗力,té-khòng-li̍k
押韻,ah-ūn
鬥句,tàu-kù
拋球,phau-kiû
板,pán
板嘹,pán-liâu
搭球,tah-kiû
放大圖,hòng-tuā-tôo
譀鏡,hàm-kiànn
放水燈,pàng-tsuí-ting
蟲豸,thâng-thuā
昆蟲,khun-thiông
明喻,bîng-jū
明鄭時期,Bîng-Tēnn Sî-kî
朋友,pîng-iú
服務業,ho̍k-bū-gia̍p
東北季風,tang-pak kuì-hong
東半球,Tang-puànn-kiû
東沙群島,Tang-sua kûn-tó
東亞地區,Tang-a tē-khu
東亞島弧,Tang-a tó-hôo
東南亞,Tang-lâm-a
東海,Tang-hái
東經,tang-king
林口臺地,Nâ-kháu Tâi-tē
林爽文事件,Lîm Sóng-bûn Sū-kiānn
樹枝,tshiū-ki
欣賞曲,him-sióng-khik
武術,bú-su̍t
海口,hái-kháu
溪口,khe-kháu
港喙,káng-tshuì
河川流量,hô-tshuan liû-liōng
河床,hô-tshn̂g
河道,hô-tō
港路,káng-lōo
油彩,iû-tshái
油畫,iû-uē
治臺政策,tī Tâi tsìng-tshik
法治,huat-tī
法律,huat-lu̍t
法國號,Huat-kok-hō
注音,tsù-im
注音符號,tsù-im hû-hō
注音輸入,tsù-im su-ji̍p
針筒,tsiam-tâng
射筒,siā-tâng
注射筒,tsù-siā-tâng
注意,tsù-ì
注意力,tsù-ì-li̍k
注釋,tsù-sik
註解,tsù-kái
版畫,pán-uē
直式,ti̍t-sik
直式計算,ti̍t-sik kè-sǹg
直式除法,ti̍t-sik tî-huat
直角,ti̍t-kak
屈尺角,khut-tshioh-kak
直射,ti̍t-siā
直照,ti̍t-tsiò
直徑,ti̍t-kìng
直拳,ti̍t-kûn
正拳,tsiànn-kûn
直接比較,ti̍t-tsiap pí-kàu
𥰔仔,phín-á
直線,ti̍t-suànn
直轄市政府,ti̍t-hat-tshī tsìng-hú
直轄市議會,ti̍t-hat-tshī gī-huē
直觀比較,ti̍t-kuan pí-kàu
社交舞,siā-kau-bú
社區,siā-khu
社區營造,siā-khu îng-tsō
社會,siā-huē
社會行為,siā-huē hîng-uî
社會秩序,siā-huē tia̍t-sū
社會組織,siā-huē tsoo-tsit
社會規範,siā-huē kui-huān
社會運動,siā-huē ūn-tōng
社會福利,siā-huē hok-lī
社會變遷,siā-huē piàn-tshian
空氣,khong-khì
空氣汙染,khong-khì-u-jiám
空氣汙染,khong-khì-ù-jiám
空氣柱,khong-khì-thiāu
空氣流動,khong-khì liû-tōng
空氣發射器,khong-khì huat-siā-khì
空間感,khong-kan-kám
肢體,ki-thé
肥料,puî-liāu
花,hue
花蕊,hue-luí
花東縱谷平原,Hua-Tang Tshiong-kok Pîng-guân
花柱,hue-tsū
花粉,hue-hún
花崗石,hua-kang-tsio̍h
花崗石,hua-kong-tsio̍h
花絲,hue-si
花菜類,hue-tshài-luī
花萼,hue-go̍k
花綵列島,Hua-tshái Lia̍t-tó
花蓮溪,Hua-liân-khe
花藥,hue-io̍h
表面積,piáu-bīn-tsik
表現,piáu-hiān
表達,piáu-ta̍t
表演,piáu-ián
表演者,piáu-ián-tsiá
表演藝術,piáu-ián gē-su̍t
近視,kīn-sī
唐詩,Tông-si
金門,Kim-mn̂g
金門島,Kim-mn̂g-tó
金廣福公館,Kim-Kóng-Hok Kong-kuán
金屬,kim-sio̍k
金屬片,kim-sio̍k-phìnn
金屬器時代,Kim-sio̍k-khì Sî-tāi
金屬器時期,Kim-sio̍k-khì Sî-kî
長,tn̂g
長方形,tiông-hong-hîng
長篙形,tn̂g-ko-hîng
長株形,tn̂g-tu-hîng
長方體,tn̂g-hong-thé
長石,tn̂g-tsio̍h
長度,tn̂g-tōo
長濱文化,Tiông-pin bûn-huà
長邊,tn̂g-pinn
頭前齒,thâu-tsîng-khí
阿里山山脈,A-lí-san Suann-me̍h
阿拉伯板塊,A-la-pik Pán-khuài
雨,hōo
雨水,hōo-tsuí
雨量,hōo-liōng
雨量,ú-liōng
雨量,í-liōng
雨量器,hōo-liōng-khì
青少年期,tshing-siàu-liân-kî
青年節,Tshing-liân-tseh
青壯年人口,tshing-tsòng-liân jîn-kháu
青春期,tshing-tshun-kî
非洲,Hui-tsiu
非洲板塊,Hui-tsiu Pán-khuài
非接觸力,hui-tsiap-tshiok-li̍k
光度,kng-tōo
光星,kng-tshenn
侵蝕,tshim-si̍t
侵蝕作用,tshim-si̍t tsok-iōng
侵蝕風化,tshim-si̍t hong-huà
字條仔,jī-tiâu-á
俗語,sio̍k-gí
俗語話,sio̍k-gí-uē
俗諺,sio̍k-gān
保生大帝,Pó-sing-tāi-tè
保甲制度,pó-kah tsè-tōo
保育計畫,pó-io̍k kè-uē
保育類生物,pó-io̍k-luī sing-bu̍t
保溫,pó-un
批,phue
批信,phue-sìn
信用卡,sìn-iōng-khah
信仰,sìn-gióng
冒號,mōo-hō
前後,tsîng-āu
前項,tsîng-hāng
前蛹,tsiân-ióng
南半球,Lâm-puànn-kiû
南回歸線,Lâm-huê-kui-suànn
南沙群島,Lâm-sua kûn-tó
南河三,Lâm-hô-sann
南極板塊,Lâm-ki̍k Pán-khuài
南極圈,Lâm-ki̍k-khuan
南緯,lâm-huī
南緯,lâm-uī
南韓,Lâm-Hân
厚,kāu
客人,Kheh-lâng
客家人,Kheh-ka-lâng
客家歌仔,kheh-ka kua-á
客運,kheh-ūn
室內管樂團,sik-lāi kuán-ga̍k-thuân
室外行進管樂團,sik-guā hîng-tsìn kuán-ga̍k-thuân
屏東平原,Pîn-tong Pîng-guân
度,tōo
律動,lu̍t-tōng
律詩,lu̍t-si
律仔,lu̍t-á
後記,hiō-kì
後項,āu-hāng
後跤,āu-kha
恆星,hîng-tshenn
定星,tīng-tshenn
恆春半島,Hîng-tshun puànn-tó
恆春城,Hîng-tshun-siânn
恆溫動物,hîng-un tōng-bu̍t
大人齒,tuā-lâng-khí
括號,kuat-hō
拼音,phing-im
連紲音,liân-suà-im
指北針,tsí-pak-tsiam
指示劑,tsí-sī-tse
指事,tsí-sū
指事符號,tsí-sū hû-hō
指法,tsí-huat
指揮家,tsí-hui-ka
音空,im-khang
政府單位,tsìng-hú tan-uī
政府機構,tsìng-hú ki-kòo
政治,tsìng-tī
政黨輪替,tsìng-tóng lûn-thè
施力,si-li̍k
施力臂,si-li̍k-pì
施力點,si-li̍k-tiám
落肥,lo̍h-puî
施琅,Si Lông
星,tshenn
星空,sing-khong
天星,thinn-tshenn
星座,tshenn-tsō
星座,sing-tsō
星座盤,tshenn-tsō-puânn
星座盤,sing-tsō-puânn
星期制,sing-kî-tsè
禮拜制,lé-pài-tsè
星等,tshenn-tíng
春分,tshun-hun
春季大三角,Tshun-kuì Tuā Sann-kak
春節,tshun-tseh
架構,kà-kòo
柔軟度,jiû-nńg-tōo
查生字,tshâ-sing-jī
查生字,tshâ-senn-jī
查生字,tshâ-tshenn-jī
查字典,tshâ jī-tián
查讀,tshâ-tha̍k
柱懸,thiāu-kuân
柱仔頭,thiāu-á-thâu
柱仔形,thiāu-á-hîng
段落意義,tuānn-lo̍h ì-gī
段落,tuānn-lo̍h
段落大意,tuānn-lo̍h tāi-ì
泉郊會館,Tsuân-kau huē-kuán
活動,ua̍h-tāng
活動,ua̍h-tōng
活動報導,ua̍h-tāng-pò-tō
活動報導,ua̍h-tōng-pò-tō
活塞,ua̍h-that
活栓,ua̍h-sng
流行文化,liû-hîng bûn-huà
玻片夾,po-phìnn-ngeh
玻片樣本,po-phìnn iūnn-pún
珊瑚礁,suan-ôo-ta
珊瑚礁,suan-lôo-ta
珊瑚礁島,suan-ôo-ta-tó
珊瑚礁島,suan-lôo-ta-tó
珊瑚礁海岸,suan-ôo-ta-hái-huānn
珊瑚礁海岸,suan-ôo-ta-hái-gān
珊瑚礁海岸,suan-lôo-ta-hái-huānn
珊瑚礁海岸,suan-lôo-ta-hái-gān
注預防射,tsù ī-hông-siā
皇民化運動,Hông-bîn-huà ūn-tōng
盆地,phûn-tē
對反詞,tuì-huán-sû
反義詞,huán-gī-sû
相斥,sio-thik
相吸,sio-khip
答喙鼓,tap-tshuì-kóo
拍喙鼓,phah-tshuì-kóo
省略符號,síng-lio̍k hû-hō
眉形月,bî-hîng-gue̍h
砂糖,sua-thn̂g
秋分,tshiu-hun
秋季四邊形,Tshiu-kuì Sì-pinn-hîng
科技,kho-ki
科技產業,kho-ki sán-gia̍p
科普文章,kho-phóo-bûn-tsiong
科普文章,kho-phóo-bûn-tsiunn
科學,kho-ha̍k
科學家,kho-ha̍k-ka
科舉考試,kho-kí khó-tshì
秒,bió
秒速,bió-sok
紀錄,kì-lo̍k
紀錄,kì-lio̍k
約分,iok-hun
大約等於,tāi-iok tíng-î
紅十字國際委員會,Âng-si̍p-jī Kok-tsè Uí-uân-huē
紅毛人,Âng-mn̂g-lâng
紅毛人,Âng-môo-lâng
紅毛城,Âng-mn̂g-siânn
紅毛城,Âng-môo-siânn
紅毛港,Âng-mn̂g-káng
紅毛港,Âng-môo-káng
紅色石蕊試紙,âng-sik tsio̍h-luí-tshì-tsuá
美洲,Bí-tsiu
美洲板塊,Bí-tsiu Pán-khuài
美術館,bí-su̍t-kuán
美感,bí-kám
耶誕節,Iâ-tàn-tseh
聖誕節,Sìng-tàn-tseh
背鰭,puē-kî
胎生,thai-sing
胎生動物,thai-sing tōng-bu̍t
胎盤,thai-puânn
胚胎,phue-thai
胚珠,phue-tsu
苗栗事件,Biâu-li̍k Sū-kiānn
若蟲,jio̍k-thâng
若蟲,jio̍k-thiông
英法聯軍之役,Ing-Huat Liân-kun tsi i̍k
虹吸現象,hông-khip hiān-siōng
計時,kè-sî
計算,kè-sǹg
負極,hū-ki̍k
軍事防禦,kun-sū hông-gū
郊商,kau-siong
重力,tiōng-li̍k
重量,tāng-liōng
降低半音,kàng-kē puàn-im
降雨量,kàng-hōo-liōng
降雨量,kàng-ú-liōng
降雨量,kàng-í-liōng
面,bīn
面,biān
面積,bīn-tsik
音,im
音叉,im-tshe
音色,im-sik
音色真厚,im-sik tsin kāu
音效,im-hāu
音懸,im-kuân
音符,im-hû
音程,im-tîng
音量,im-liōng
音階,im-kai
音感,im-kám
音樂,im-ga̍k
音樂世家,im-ga̍k sè-ka
音樂家,im-ga̍k-ka
音樂會,im-ga̍k-huē
音譯,im-i̍k
風,hong
風力,hong-li̍k
風力計,hong-li̍k-kè
風力發電,hong-li̍k huat-tiān
風力傳播,hong-li̍k-thuân-pòo
風力傳播,hong-li̍k-thuân-pò
風化,hong-huà
風化作用,hong-huà tsok-iōng
風向,hong-hiòng
風向,hong-hiàng
風俗民情,hong-sio̍k bîn-tsîng
風俗習慣,hong-sio̍k si̍p-kuàn
飛行機,hue-lîng-ki
飛行機,hui-lîng-ki
飛行機,pue-lîng-ki
食品添加物,si̍t-phín thiam-ka-bu̍t
鹽,iâm
鹽水,iâm-tsuí
乘,sîng
乘法,sîng-huat
乘法估算,sîng-huat kóo-sǹg
乘法算式,sîng-huat sǹg-sik
乘除互逆,sîng-tî hōo-gi̍k
乘號,sîng-hō
乘數,sîng-sòo
修飾,siu-sik
si-á-geh,si-á-geh
修飾性,siu-sik-sìng
修辭法,siu-sû-huat
個人隱私,kò-jîn ún-su
個位,kò-uī
個位數,kò uī sòo
個位數字,kò-uī sòo-jī
個數,kò-sòo
倍數,puē-sòo
倒敘,tò-sū
倒敘法,tò-sū-huat
倒反句,tò-píng-kù
渡鳥,tōo-tsiáu
倫理,lûn-lí
倫理道德,lûn-lí tō-tik
原文,guân-bûn
原句,guân-kù
原因,guân-in
緣故,iân-kòo
因端,in-tuann
原因法,guân-in-huat
原住民,guân-tsū-bîn
原住民文化,guân-tsū-bîn bûn-huà
原住民族,Guân-tsū-bîn-tso̍k
原著,guân-tù
原漢衝突,Guân Hàn tshiong-tu̍t
唐山過臺灣,Tn̂g-suann kuè Tâi-uân
埃及太陽曆,Ai-ki̍p thài-iông-li̍k
埔里盆地,Poo-lí Phûn-tē
夏至,hē-tsì
夏季,hā-kuì
熱冬,jua̍h-tang
熱人,jua̍h--lâng
熱天,jua̍h-thinn
夏季大三角,Hā-kuì Tuā Sann-kak
宮廷舞,kiong-tîng-bú
宮調式,kiong-tiāu-sik
厝,tshù
兜,tau
家扶基金會,Ka-hû Ki-kim-huē
家庭,ka-tîng
家庭型態,ka-tîng hîng-thài
家庭計畫,ka-tîng kè-uē
家庭倫理,ka-tîng lûn-lí
家族聚居,ka-tso̍k tsū-ki
家鄉,ka-hiong
鄉里,hiunn-lí
容量,iông-liōng
容量,iông-liāng
容器,iông-khì
容積,iông-tsik
射門,siā-mn̂g
差,tsha
精差,tsing-tsha
扇形,sìnn-hîng
葵扇形,khuê-sìnn-hîng
扇形面積,sìnn-hîng bīn-tsik
振動,tsín-tōng
挺水性,thíng-tsuí-sìng
捏成,lia̍p-sîng
旁白,pông-pe̍h
邊白,pinn-pe̍h
時針,sî-tsiam
時速,sî-sok
時間,sî-kan
時間換算,sî-kan uānn-sǹg
書名號,su-bîng-hō
書法,su-huat
書評,su-phîng
書寫,su-siá
朔,sok
朗讀,lóng-tho̍k
誦讀,siōng-tho̍k
校園,hāu-hn̂g
校園安全,hāu-hn̂g an-tsuân
校園安全地圖,hāu-hn̂g an-tsuân tē-tôo
校園霸凌,hāu-hn̂g pà-lîng
核能科技,hi̍k-lîng-kho-ki
核能科技,hu̍t-lîng-kho-ki
核能發電,hi̍k-lîng-huat-tiān
核能發電,hu̍t-lîng-huat-tiān
根,kin
根莖類,kin-king-luī
格式,keh-sik
格言,kik-giân
箴言,tsim-giân
格林威治天文臺,Kik-lîm-uī-tī Thian-bûn-tâi
桃園國際機場,Thô-hn̂g Kok-tsè Ki-tiûnn
桌球,toh-kiû
phi̋n-phóng,phi̋n-phóng
氣空,khì-khang
氣門,khì-mn̂g
氣室,khì-sik
氣流,khì-liû
氣候,khì-hāu
氣候型態,khì-hāu hîng-thài
氣候變遷,khì-hāu piàn-tshian
氣象,khì-siōng
氣象報告,khì-siōng pò-kò
氣象預報,khì-siōng ī-pò
氣象衛星,khì-siōng uē-tshenn
氣溫,khì-un
氣溫計,khì-un-kè
氣團,khì-thuân
氣態,khì-thài
氣壓,khì-ap
氣體,khì-thé
氧化,ióng-huà
sàng-sòo,sàng-sòo
浮力,phû-li̍k
浮葉性,phû-hio̍h-sìng
浮雕,phû-tiau
海岸山脈,Hái-huānn-Suann-me̍h
海岸山脈,Hái-gān-Suann-me̍h
海岸地形,hái-huānn-tē-hîng
海岸地形,hái-gān-tē-hîng
海岸地區,hái-huānn-tē-khu
海岸地區,hái-gān-tē-khu
海岸線,hái-huānn-suànn
海岸線,hái-gān-suànn
海底火山,hái-té hué-suann
海底溫泉,hái-té un-tsuânn
海拔懸度,hái-pua̍t kuân-tōo
海洋,hái-iûnn
海洋能發電,hái-iông-lîng-huat-tiān
海洋能發電,hái-iûnn-lîng-huat-tiān
海洋資源,hái-iûnn tsu-guân
海禁,hái-kìm
海運,hái-ūn
海蝕平台,hái-si̍t pênn-tâi
海蝕洞,hái-si̍t-tōng
海蝕崁,hái-si̍t-khàm
消防局,siau-hông-kio̍k
消費,siau-huì
消費行為,siau-huì hîng-uî
消費者,siau-huì-tsiá
消費者文教基金會,Siau-huì-tsiá Bûn-kàu Ki-kim-huē
消費者服務專線1950,siau-huì-tsiá ho̍k-bū tsuan-suànn it kiú ngóo khòng
消費權益,siau-huì-khuân-ik
消費權益,siau-huì-kuân-ik
特有種,ti̍k-iú-tsíng
特有種,ti̍k-iú-tsióng
特色產業,ti̍k-sik sán-gia̍p
特徵,ti̍k-ting
班刊,pan-khan
班級,pan-kip
班,pan
班級公約,pan-kip kong-iok
班級自治,pan-kip tsū-tī
班級幹部,pan-kip kàn-pōo
班會,pan-huē
留言字條,liû-giân jī-tiâu
畜牧業,thiok-bo̍k-gia̍p
病疼,pēnn-thiànn
症頭,tsìng-thâu
病句,pēnn-kù
病毒,pēnn-to̍k
病媒蠓,pēnn-muî-báng
真分數,tsin-hun-sòo
磅子,pōng-tsí
轉折號,tsuán-tsiat-hō
破題,phò-tê
破題,phuà-tê
祖先崇拜,tsóo-sian tsông-pài
祖籍,tsóo-tsi̍k
祖靈,tsóo-lîng
祖靈祭,Tsóo-lîng-tsè
祝福語,tsiok-hok-gí
神社,sîn-siā
粉蠟筆,hún-la̍h-pit
納稅,la̍p-suè
紙片,tsuá-phìnn
紙片拼貼,tsuá-phìnn phing-tah
紙黏塗,tsuá-liâm-thôo
級進,kip-tsìn
素描,sòo-biô
素描,sòo-biâu
翼,si̍t
耕者有其田,king--tsiá iú kî tiân
胸部,hing-pōo
胸坎,hing-khám
魚擛,hî-ia̍t
能量,lîng-liōng
能源,lîng-guân
能源危機,lîng-guân guî-ki
草,tsháu
草本莖,tsháu-pún-king
草食動物,tsháu-si̍t tōng-bu̍t
草埔,tsháu-poo
草書,tshó-su
草字,tshó-jī
記敘,kì-sū
記敘文,kì-sū-bûn
退位減法,thè-uī kiám-huat
洘流,khó-lâu
退流,thè-lâu
逆時針方向,gi̍k-sî-tsiam hong-hiòng
酒精,tsiú-tsing
酒精燈,tsiú-tsing-ting
除,tî
除法,tî-huat
除法估算,tî-huat kóo-sǹg
除法算式,tî-huat sǹg-sik
除號,tî-hō
除數,tî-sòo
馬勢,bé-sè
跤馬,kha-bé
馬拉松,ma-lá-sóng
馬祖,Má-tsóo
馬祖列島,Má-tsóo Lia̍t-tó
馬偕牧師,Má Kai bo̍k-su
mòo-tà,mòo-tà
馬關條約,Má-kuan Tiâu-iok
懸,kuân
懸山,kuân suann
高山族,Ko-san-tso̍k
高山族,Ko-suann-tso̍k
懸閣強,kuân koh kiông
懸位,kuân-uī
高屏溪,Ko-pîn-khe
下淡水溪,Ē-tām-tsuí-khe
懸度,kuân-tōo
懸度角,kuân-tōo-kak
高科技產業,ko-kho-ki sán-gia̍p
高科技製造業,ko-kho-ki tsè-tsō-gia̍p
高音域,ko-im-hi̍k
高音域,ko-im-i̍k
高音譜記號,ko-im-phóo kì-hō
高氣壓中心,ko-khì-ap tiong-sim
高速公路,ko-sok kong-lōo
高速鐵路,ko-sok thih-lōo
高齡化社會,ko-lîng-huà siā-huē
焦電池,ta-tiān-tî
假分數,ké-hun-sòo
假借,ká-tsioh
假借,ká-tsià
假設句,ká-siat-kù
偏見,phian-kiàn
字爿,jī-pîng
偏轉,phian-tsuán
做數,tsò-sòo
停留記號,thîng-liû kì-hō
頓蹬,tùn-tenn
停頓,thîng-tùn
半行走,puànn-kiânn-tsáu
側芽,tshik-gê
邊面,pinn-bīn
邊面,pian-bīn
偵探小說,tsing-thàm-sió-suat
偵探小說,tsing-thàm-siáu-suat
雙數,siang-sòo
偷渡,thau-tōo
剪紙,tsián-tsuá
副標題,hù-piau-tê
副標題,hù-phiau-tê
副熱帶氣候,hù-jia̍t-tài khì-hāu
副熱帶氣候區,hù-jia̍t-tài khì-hāu-khu
動力,tōng-li̍k
動力來源,tōng-li̍k lâi-guân
動作,tōng-tsok
動物,tōng-bu̍t
動物保護協會,tōng-bu̍t pó-hōo hia̍p-huē
動物傳播,tōng-bu̍t-thuân-pòo
動物傳播,tōng-bu̍t-thuân-pò
