hanzi,tl,frequency,poj
視訊,sī-sìn,25,sī-sìn
視野,sī-iá,25,sī-iá
觀星,kuan-tshenn,25,koan-chheⁿ
觀測,kuan-tshik,25,koan-chhek
觀眾,kuan-tsiòng,25,koan-chiòng
角1,kak-it,25,kak-it
角柱,kak-thiāu,25,kak-thiāu
角球,kak-kiû,25,kak-kiû
角錐,kak-tsui,25,kak-chui
角齒,kak-khí,25,kak-khí
解嚴,kái-giâm,25,kái-giâm
解題,kái-tê,25,kái-tê
觱仔,pi-á,25,pi-á
觸覺,tshiok-kak,25,chhiok-kak
觸角,tshiok-kak,25,chhiok-kak
訂做,tīng-tsò,25,tēng-chò
訂定,tīng-tīng,25,tēng-tēng
計時,kè-sî,25,kè-sî
計算,kè-sǹg,25,kè-sǹg
訊息,sìn-sit,25,sìn-sit
記人,kì-lâng,25,kì-lâng
記敘,kì-sū,25,kì-sū
記數,kì-siàu,25,kì-siàu
訪談,hóng-tâm,25,hóng-tâm
設備,siat-pī,25,siat-pī
設問,siat-būn,25,siat-būn
診療,tsín-liâu,25,chín-liâu
註解,tsù-kái,25,chù-kái
評量,phîng-liông,25,phêng-liông
詞句,sû-kù,25,sû-kù
詞彙,sû-luī,25,sû-lūi
詞性,sû-sìng,25,sû-sèng
詞意,sû-ì,25,sû-ì
詞牌,sû-pâi,25,sû-pâi
詞義,sû-gī,25,sû-gī
試管,tshì-kuán,25,chhì-koán
試紙,tshì-tsuá,25,chhì-chóa
詩作,si-tsok,25,si-chok
詩句,si-kù,25,si-kù
詩歌,si-kua,25,si-koa
詩詞,si-sû,25,si-sû
詩選,si-suán,25,si-soán
話縫,uē-phāng,25,ōe-phāng
話蝨,uē-sat,25,ōe-sat
話語,uē-gí,25,ōe-gí
話骨,uē-kut,25,ōe-kut
詳寫,siông-siá,25,siông-siá
誇飾,khua-sik,25,khoa-sek
認字,jīn-jī,25,jīn-jī
語句,gí-kù,25,gí-kù
語境,gí-kíng,25,gí-kéng
語意,gí-ì,25,gí-ì
語調,gí-tiāu,25,gí-tiāu
語譯,gí-i̍k,25,gí-e̍k
誦讀,siōng-tho̍k,25,siōng-tho̍k
說服,suè-ho̍k,25,sòe-ho̍k
說話,sueh-uē,25,soeh-ōe
課室,khò-sik,25,khò-sek
課文,khò-bûn,25,khò-bûn
調式,tiāu-sik,25,tiāu-sek
調性,tiāu-sìng,25,tiāu-sèng
調號,tiāu-hō,25,tiāu-hō
請拳,tshiánn-kûn,25,chhiáⁿ-kûn
請求,tshíng-kiû,25,chhéng-kiû
請願,tshíng-guān,25,chhéng-goān
論據,lūn-kì,25,lūn-kì
論點,lūn-tiám,25,lūn-tiám
諧音,hâi-im,25,hâi-im
謝神,siā-sîn,25,siā-sîn
譀鏡,hàm-kiànn,25,hàm-kiàⁿ
譯者,i̍k-tsiá,25,e̍k-chiá
議會,gī-huē,25,gī-hōe
讀音,tha̍k-im,25,tha̍k-im
讀音,tho̍k-im,25,tho̍k-im
象形,siōng-hîng,25,siōng-hêng
象限,siōng-hān,25,siōng-hān
豪雨,hô-ú,25,hô-ú
負極,hū-ki̍k,25,hū-ke̍k
貢獻,kòng-hiàn,25,kòng-hiàn
貧血,pîn-hiat,25,pîn-hiat
貨幣,huè-pè,25,hòe-pè
貴族,kuì-tso̍k,25,kùi-cho̍k
賣價,bē-kè,25,bē-kè
質數,tsit-sòo,25,chit-sò͘
走壘,tsáu-luí,25,cháu-lúi
起癮,khí-giàn,25,khí-giàn
起酵,khí-kànn,25,khí-kàⁿ
起音,khí-im,25,khí-im
趖莖,sô-king,25,sô-keng
趨壘,tshu-luí,25,chhu-lúi
跤印,kha-ìn,25,kha-ìn
跤尾,kha-bué,25,kha-bóe
跤扒,kha-pê,25,kha-pê
跤球,kha-kiû,25,kha-kiû
跤盤,kha-puânn,25,kha-pôaⁿ
跤跡,kha-jiah,25,kha-jiah
跤馬,kha-bé,25,kha-bé
跳懸,thiàu-kuân,25,thiàu-koân
跳水,thiàu-tsuí,25,thiàu-chúi
跳箱,thiàu-siunn,25,thiàu-siuⁿ
跳進,thiàu-tsìn,25,thiàu-chìn
跳音,thiàu-im,25,thiàu-im
跳馬,thiàu-bé,25,thiàu-bé
踢球,that-kiû,25,that-kiû
車蛆,tshia-tshi,25,chhia-chhi
車轆,tshia-lak,25,chhia-lak
車齒,tshia-khí,25,chhia-khí
軸心,ti̍k-sim,25,te̍k-sim
軸根,ti̍k-kin,25,te̍k-kin
輪仔,lián-á,25,lián-á
輪生,lûn-sing,25,lûn-seng
輻射,hok-siā,25,hok-siā
轉化,tsuán-huà,25,choán-hòa
轉注,tsuán-tsù,25,choán-chù
農業,lông-gia̍p,25,lông-gia̍p
農耕,lông-king,25,lông-keng
近視,kīn-sī,25,kīn-sī
近路,kīn-lōo,25,kīn-lō͘
退化,thè-huà,25,thè-hòa
退流,thè-lâu,25,thè-lâu
途徑,tôo-kìng,25,tô͘-kèng
逗點,tōo-tiám,25,tō͘-tiám
通分,thong-hun,25,thong-hun
通勤,thong-khîn,25,thong-khîn
通婚,thong-hun,25,thong-hun
通書,thong-su,25,thong-su
通訊,thong-sìn,25,thong-sìn
通電,thong-tiān,25,thong-tiān
通鼓,thong-kóo,25,thong-kó͘
速率,sok-lu̍t,25,sok-lu̍t
造句,tsō-kù,25,chō-kù
造型,tsō-hîng,25,chō-hêng
造字,tsō-jī,25,chō-jī
造紙,tsō-tsuá,25,chō-chóa
造船,tsō-tsûn,25,chō-chûn
造詞,tsō-sû,25,chō-sû
連加,liân-ka,25,liân-ka
連比,liân-pí,25,liân-pí
連減,liân-kiám,25,liân-kiám
進位,tsìn-uī,25,chìn-ūi
進攻,tsìn-kong,25,chìn-kong
進貨,tsìn-huè,25,chìn-hòe
遊記,iû-kì,25,iû-kì
運球,ūn-kiû,25,ūn-kiû
過渡,kuè-tōo,25,kòe-tō͘
過電,kuè-tiān,25,kòe-tiān
道家,tō-ka,25,tō-ka
違例,uî-lē,25,ûi-lē
選材,suán-tsâi,25,soán-châi
選舉,suán-kí,25,soán-kí
邊白,pinn-pe̍h,25,piⁿ-pe̍h
邊長,pinn-tn̂g,25,piⁿ-tn̂g
郊商,kau-siong,25,kau-siong
部首,pōo-siú,25,pō͘-siú
郵政,iû-tsìng,25,iû-chèng
郵購,iû-kòo,25,iû-kò͘
鄭經,tēnn-king,25,tēⁿ-keng
鄰長,lîn-tiúnn,25,lîn-tiúⁿ
配偶,phuè-ngóo,25,phòe-ngó͘
配給,phuè-kip,25,phòe-kip
配色,phuè-sik,25,phòe-sek
配角,phuè-kak,25,phòe-kak
配送,phuè-sàng,25,phòe-sàng
配音,phuè-im,25,phòe-im
酒桌,tsiú-toh,25,chiú-toh
酒癮,tsiú-giàn,25,chiú-giàn
酒精,tsiú-tsing,25,chiú-cheng
酸性,sng-sìng,25,sng-sèng
酸雨,sng-hōo,25,sng-hō͘
釋文,sik-bûn,25,sek-bûn
里長,lí-tiúnn,25,lí-tiúⁿ
重力,tiōng-li̍k,25,tiōng-le̍k
重唱,tiông-tshiùnn,25,tiông-chhiùⁿ
重奏,tîng-tsàu,25,têng-chàu
重心,tāng-sim,25,tāng-sim
重量,tāng-liōng,25,tāng-liōng
重音,tāng-im,25,tāng-im
野狗,iá-káu,25,iá-káu
量詞,liōng-sû,25,liōng-sû
金屬,kim-sio̍k,25,kim-sio̍k
針灸,tsiam-kù,25,chiam-kù
針筆,tsiam-pit,25,chiam-pit
針筒,tsiam-tâng,25,chiam-tâng
釣餌,tiò-jī,25,tiò-jī
鈍角,tūn-kak,25,tūn-kak
鈔仔,tshau-á,25,chhau-á
鉛球,iân-kiû,25,iân-kiû
銀票,gîn-phiò,25,gîn-phiò
銀色,gîn-sik,25,gîn-sek
銅管,tâng-kuán,25,tâng-koán
銅線,tâng-suànn,25,tâng-sòaⁿ
鋒面,hong-bīn,25,hong-bīn
錐體,tsui-thé,25,chui-thé
錢仔,tsînn-á,25,chîⁿ-á
錢鼓,tsînn-kóo,25,chîⁿ-kó͘
鏡座,kiànn-tsō,25,kiàⁿ-chō
鏡臂,kiànn-pì,25,kiàⁿ-pì
鐘擺,tsing-pái,25,cheng-pái
鐵路,thih-lōo,25,thih-lō͘
鐵鉼,thih-phiánn,25,thih-phiáⁿ
鑼仔,lô-á,25,lô-á
長度,tn̂g-tōo,25,tn̂g-tō͘
長石,tn̂g-tsio̍h,25,tn̂g-chio̍h
長篇,tn̂g-phinn,25,tn̂g-phiⁿ
長邊,tn̂g-pinn,25,tn̂g-piⁿ
長針,tn̂g-tsiam,25,tn̂g-chiam
門路,mn̂g-lōo,25,mn̂g-lō͘
開仔,khui-á,25,khui-á
開墾,khai-khún,25,khai-khún
開展,khai-tián,25,khai-tián
開球,khui-kiû,25,khui-kiû
開荒,khui-hng,25,khui-hng
開銷,khai-siau,25,khai-siau
閏年,jūn-nî,25,jūn-nî
閬音,làng-im,25,làng-im
闊度,khuah-tōo,25,khoah-tō͘
闊邊,khuah-pinn,25,khoah-piⁿ
關節,kuan-tsat,25,koan-chat
阮琴,guán-khîm,25,goán-khîm
防守,hông-siú,25,hông-siú
防腐,hông-hú,25,hông-hú
防蟲,hông-thâng,25,hông-thâng
防鉎,hông-sian,25,hông-sian
阻礙,tsóo-gāi,25,chó͘-gāi
降冪,kàng-bi̍k,25,kàng-be̍k
除數,tî-sòo,25,tî-sò͘
除法,tî-huat,25,tî-hoat
除號,tî-hō,25,tî-hō
陰道,im-tō,25,im-tō
陵寢,lîng-tshím,25,lêng-chhím
陶器,tô-khì,25,tô-khì
陸運,lio̍k-ūn,25,lio̍k-ūn
陽曆,iông-li̍k,25,iông-le̍k
隊友,tuī-iú,25,tūi-iú
隱喻,ún-jū,25,ún-jū
隱私,ún-su,25,ún-su
隸書,lē-su,25,lē-su
雄流,hiông-lâu,25,hiông-lâu
雙數,siang-sòo,25,siang-sò͘
雙清,siang-tshing,25,siang-chheng
雨林,ú-lîm,25,ú-lîm
雲層,hûn-tsân,25,hûn-chân
雲端,hûn-tuan,25,hûn-toan
雲量,hûn-liōng,25,hûn-liōng
雷射,luî-siā,25,lûi-siā
雷達,luî-ta̍t,25,lûi-ta̍t
雺霧,bông-bū,25,bông-bū
電力,tiān-li̍k,25,tiān-le̍k
電器,tiān-khì,25,tiān-khì
電流,tiān-liû,25,tiān-liû
電球,tiān-kiû,25,tiān-kiû
電線,tiān-suànn,25,tiān-sòaⁿ
電路,tiān-lōo,25,tiān-lō͘
電量,tiān-liōng,25,tiān-liōng
電金,tiān-kim,25,tiān-kim
電鍍,tiān-tōo,25,tiān-tō͘
震央,tsìn-iong,25,chìn-iong
震度,tsìn-tōo,25,chìn-tō͘
震源,tsìn-guân,25,chìn-goân
面布,bīn-pòo,25,bīn-pò͘
革胡,kik-ôo,25,kek-ô͘
音叉,im-tshe,25,im-chhe
音名,im-miâ,25,im-miâ
音感,im-kám,25,im-kám
音懸,im-kuân,25,im-koân
音效,im-hāu,25,im-hāu
音程,im-tîng,25,im-têng
音空,im-khang,25,im-khang
音符,im-hû,25,im-hû
音色,im-sik,25,im-sek
音量,im-liōng,25,im-liōng
音階,im-kai,25,im-kai
音響,im-hióng,25,im-hióng
韻律,ūn-lu̍t,25,ūn-lu̍t
韻跤,ūn-kha,25,ūn-kha
頂底,tíng-té,25,téng-té
頂芽,tíng-gê,25,téng-gê
頂角,tíng-kak,25,téng-kak
頂點,tíng-tiám,25,téng-tiám
順敘,sūn-sū,25,sūn-sū
預覽,ī-lám,25,ī-lám
頓號,tùn-hō,25,tùn-hō
頓蹬,tùn-tenn,25,tùn-teⁿ
領貨,niá-huè,25,niá-hòe
頭對,thâu-tuì,25,thâu-tùi
頭殼,thâu-khak,25,thâu-khak
頭部,thâu-pōo,25,thâu-pō͘
頷垂,ām-sê,25,ām-sê
頷珠,ām-tsu,25,ām-chu
題緣,tê-iân,25,tê-iân
類句,luī-kù,25,lūi-kù
類字,luī-jī,25,lūi-jī
風力,hong-li̍k,25,hong-le̍k
風化,hong-huà,25,hong-hòa
風琴,hong-khîm,25,hong-khîm
風笛,hong-ti̍k,25,hong-te̍k
風能,hong-lîng,25,hong-lêng
風速,hong-sok,25,hong-sok
風邪,hong-siâ,25,hong-siâ
飛盤,hui-puânn,25,hui-pôaⁿ
食療,si̍t-liâu,25,si̍t-liâu
食道,si̍t-tō,25,si̍t-tō
養份,ióng-hūn,25,ióng-hūn
餘數,î-sòo,25,î-sò͘
馬勢,bé-sè,25,bé-sè
駐水,tū-tsuí,25,tū-chúi
驗算,giām-sǹg,25,giām-sǹg
骨折,kut-tsi̍h,25,kut-chi̍h
體力,thé-la̍t,25,thé-la̍t
體溫,thé-un,25,thé-un
體積,thé-tsik,25,thé-chek
體能,thé-lîng,25,thé-lêng
高胡,ko-ôo,25,ko-ô͘
鬚根,tshiu-kin,25,chhiu-kin
鬥句,tàu-kù,25,tàu-kù
魚擛,hî-ia̍t,25,hî-ia̍t
魚栽,hî-tsai,25,hî-chai
魚蝦,hî-hê,25,hî-hê
魚鰓,hî-tshi,25,hî-chhi
鳥類,tsiáu-luī,25,chiáu-lūi
鹼性,kinn-sìng,25,kiⁿ-sèng
鹽水,iâm-tsuí,25,iâm-chúi
鹿皮,lo̍k-phuê,25,lo̍k-phôe
鹿茸,lo̍k-jiông,25,lo̍k-jiông
黃疸,n̂g-thán,25,n̂g-thán
點著,tiám-to̍h,25,tiám-to̍h
鼻覺,phīnn-kak,25,phīⁿ-kak
齊頭,tsê-thâu,25,chê-thâu
齒模,khí-bôo,25,khí-bô͘
齒輪,khí-lûn,25,khí-lûn
山,peh-suann,25,peh-soaⁿ
𠕇度,tīng-tōo,25,tēng-tō͘
𠢕人,gâu-lâng,25,gâu-lâng
𡳞核,lān-hu̍t,25,lān-hu̍t
𡳞脬,lān-pha,25,lān-pha
𥰔仔,phín-á,25,phín-á
𩛩肥,kauh-puî,25,kauh-pûi
卵清,nn̄g-tshing,20,nn̄g-chheng
水尾,tsuí-bué,20,chúi-bóe
琵琶,pî-pê,20,pî-pê
a小調,a-sió-tiāu,16,a-sió-tiāu
ba-sóng管,ba-sóng-kuán,16,ba-sóng-koán
bai-óo-lín,bai-óo-lín,16,bai-ó͘-lín
bî-tá-bín,bî-tá-bín,16,bî-tá-bín
ga-sóo-lín,ga-sóo-lín,16,ga-só͘-lín
goo-lú-huh,goo-lú-huh,16,go͘-lú-huh
gu-lá-muh,gu-lá-muh,16,gu-lá-muh
gí仔組,gí-á-tsoo,16,gí-á-cho͘
ha̋n-tóo-luh,ha̋n-tóo-luh,16,hăn-tó͘-luh
hoo-lú-bóng,hoo-lú-bóng,16,ho͘-lú-bóng
hőng-mú-láng,hőng-mú-láng,16,hŏng-mú-láng
mooh-tah船,mooh-tah-tsûn,16,mo͘h-tah-chûn
oo-lín-gióo,oo-lín-gióo,16,o͘-lín-gió͘
pha-siàn-tooh,pha-siàn-tooh,16,pha-siàn-to͘h
pha̋-siàn-tòo,pha̋-siàn-tòo,16,phă-siàn-tò͘
phi-á-nooh,phi-á-nooh,16,phi-á-no͘h
si-á-geh,si-á-geh,16,si-á-geh
the-ní-suh,the-ní-suh,16,the-ní-suh
thoo-má-tooh,thoo-má-tooh,16,tho͘-má-to͘h
ua-lú-tsuh,ua-lú-tsuh,16,oa-lú-chuh
一位數,tsi̍t-uī-sòo,16,chi̍t-ūi-sò͘
一年仔,it-nî-á,16,it-nî-á
一年級,it-nî-kip,16,it-nî-kip
一等星,it-tíng-tshenn,16,it-téng-chheⁿ
一胎化,it-thai-huà,16,it-thai-hòa
一貫道,it-kuàn-tō,16,it-koàn-tō
七巧板,tshit-khá-pán,16,chhit-khá-pán
七月半,tshit-gue̍h-puànn,16,chhit-goe̍h-pòaⁿ
七角柱,tshit-kak-thiāu,16,chhit-kak-thiāu
七邊形,tshit-pinn-hîng,16,chhit-piⁿ-hêng
三位數,sann-uī-sòo,16,saⁿ-ūi-sò͘
三八拍,sam-pat-phik,16,sam-pat-phek
三原色,sann-guân-sik,16,saⁿ-goân-sek
三合院,sann-ha̍p-īnn,16,saⁿ-ha̍p-īⁿ
三和絃,sann-hô-hiân,16,saⁿ-hô-hiân
三四拍,sam-sù-phik,16,sam-sù-phek
三年仔,sann-nî-á,16,saⁿ-nî-á
三年級,sann-nî-kip,16,saⁿ-nî-kip
三斑蠓,sam-pan-báng,16,sam-pan-báng
三稜鏡,sann-lîng-kiànn,16,saⁿ-lêng-kiàⁿ
三等星,sam-tíng-tshenn,16,sam-téng-chheⁿ
三角尺,sann-kak-tshioh,16,saⁿ-kak-chhioh
三角柱,sann-kak-thiāu,16,saⁿ-kak-thiāu
三角洲,sann-kak-tsiu,16,saⁿ-kak-chiu
三角琴,sann-kak-khîm,16,saⁿ-kak-khîm
三角肌,sann-kak-ki,16,saⁿ-kak-ki
三部曲,sann-pōo-khik,16,saⁿ-pō͘-khek
上下文,siōng-hā-bûn,16,siōng-hā-bûn
上元暝,siōng-guân-mê,16,siōng-goân-mê
上勾拳,siōng-kau-kûn,16,siōng-kau-kûn
上店窗,tshiūnn-tiàm-thang,16,chhiūⁿ-tiàm-thang
下四管,ē-sì-kuán,16,ē-sì-koán
下弦月,hā-hiân-gue̍h,16,hā-hiân-goe̍h
不定根,put-tīng-kin,16,put-tēng-kin
並列句,pīng-lia̍t-kù,16,pēng-lia̍t-kù
中位數,tiong-uī-sòo,16,tiong-ūi-sò͘
中子數,tiong-tsú-sòo,16,tiong-chú-sò͘
中年期,tiong-liân-kî,16,tiong-liân-kî
中心點,tiong-sim-tiám,16,tiong-sim-tiám
中慢板,tiong-bān-pán,16,tiong-bān-pán
中提琴,tiong-thê-khîm,16,tiong-thê-khîm
中氣層,tiong-khì-tsân,16,tiong-khì-chân
中生代,tiong-sing-tāi,16,tiong-seng-tāi
中秋節,tiong-tshiu-tseh,16,tiong-chhiu-cheh
中耳炎,tiong-hīnn-iām,16,tiong-hīⁿ-iām
主人房,tsú-lâng-pâng,16,chú-lâng-pâng
主機枋,tsú-ki-pang,16,chú-ki-pang
乘法表,sîng-huat-pió,16,sêng-hoat-pió
九龍杯,kiú-liông-pue,16,kiú-liông-poe
二二拍,jī-jī-phik,16,jī-jī-phek
二位數,jī-uī-sòo,16,jī-ūi-sò͘
二分法,jī-hun-huat,16,jī-hun-hoat
二名法,jī-bîng-huat,16,jī-bêng-hoat
二四拍,jī-sù-phik,16,jī-sù-phek
二等星,jī-tíng-tshenn,16,jī-téng-chheⁿ
二重唱,jī-tiông-tshiùnn,16,jī-tiông-chhiùⁿ
五線譜,gōo-suànn-phóo,16,gō͘-sòaⁿ-phó͘
五角柱,gōo-kak-thiāu,16,gō͘-kak-thiāu
五角錐,gōo-kak-tsui,16,gō͘-kak-chui
五車二,ngóo-ki-jī,16,ngó͘-ki-jī
五邊形,gōo-pinn-hîng,16,gō͘-piⁿ-hêng
五重奏,ngóo-tîng-tsàu,16,ngó͘-têng-chàu
亞麻布,a-muâ-pòo,16,a-môa-pò͘
交叉步,kau-tshe-pōo,16,kau-chhe-pō͘
人造虹,jîn-tsō-khīng,16,jîn-chō-khēng
人造雨,jîn-tsō-hōo,16,jîn-chō-hō͘
人馬座,jîn-má-tsō,16,jîn-má-chō
仙女座,sian-lí-tsō,16,sian-lí-chō
仰角度,gióng-kak-tōo,16,gióng-kak-tō͘
伐木業,hua̍t-bo̍k-gia̍p,16,hoa̍t-bo̍k-gia̍p
休止符,hiu-tsí-hû,16,hiu-chí-hû
伯勞仔,pit-lô-á,16,pit-lô-á
佈稻仔,pòo-tiū-á,16,pò͘-tiū-á
位值表,uī-ta̍t-pió,16,ūi-ta̍t-pió
低音管,kē-im-kuán,16,kē-im-koán
作曲家,tsok-khik-ka,16,chok-khek-ka
便藥仔,piān-io̍h-á,16,piān-io̍h-á
俗語話,sio̍k-gí-uē,16,sio̍k-gí-ōe
保齡球,pó-lîng-kiû,16,pó-lêng-kiû
修辭法,siu-sû-huat,16,siu-sû-hoat
修飾性,siu-sik-sìng,16,siu-sek-sèng
個位數,kò-uī-sòo,16,kò-ūi-sò͘
倍數表,puē-sòo-pió,16,pōe-sò͘-pió
倍革胡,puē-kik-ôo,16,pōe-kek-ô͘
倒反句,tò-píng-kù,16,tò-péng-kù
倒吊蓮,tò-tiàu-liân,16,tò-tiàu-liân
倒徛騰,tò-khiā-thîng,16,tò-khiā-thêng
倒敘法,tò-sū-huat,16,tò-sū-hoat
假分數,ké-hun-sòo,16,ké-hun-sò͘
假設句,ká-siat-kù,16,ká-siat-kù
健身房,kiān-sin-pâng,16,kiān-sin-pâng
側併步,tshik-pìng-pōo,16,chhek-pèng-pō͘
側勾拳,tshik-kau-kûn,16,chhek-kau-kûn
傀儡戲,ka-lé-hì,16,ka-lé-hì
傳教士,thuân-kàu-sū,16,thoân-kàu-sū
傳染病,thuân-jiám-pēnn,16,thoân-jiám-pēⁿ
傳電性,tshuân-tiān-sìng,16,chhoân-tiān-sèng
光影戲,kng-iánn-hì,16,kng-iáⁿ-hì
光碟機,kong-tia̍p-ki,16,kong-tia̍p-ki
免疫力,bián-i̍k-li̍k,16,bián-e̍k-le̍k
兒童期,jî-tông-kî,16,jî-tông-kî
兒童節,jî-tông-tseh,16,jî-tông-cheh
入侵種,ji̍p-tshim-tsíng,16,ji̍p-chhim-chéng
入射角,ji̍p-siā-kak,16,ji̍p-siā-kak
內分泌,lāi-hun-pì,16,lāi-hun-pì
內切圓,lāi-tshiat-înn,16,lāi-chhiat-îⁿ
內場景,lāi-tiûnn-kíng,16,lāi-tiûⁿ-kéng
內服藥,luē-ho̍k-io̍h,16,lōe-ho̍k-io̍h
內角和,lāi-kak-hô,16,lāi-kak-hô
內錯角,lāi-tshok-kak,16,lāi-chhok-kak
全壘打,tsuân-luí-tánn,16,choân-lúi-táⁿ
全球性,tsuân-kiû-sìng,16,choân-kiû-sèng
全部量,tsuân-pōo-liōng,16,choân-pō͘-liōng
全音符,tsuân-im-hû,16,choân-im-hû
兩棲類,lióng-tshe-luī,16,lióng-chhe-lūi
八堡圳,pat-pó-tsùn,16,pat-pó-chùn
八月節,peh-gue̍h-tseh,16,peh-goe̍h-cheh
八角柱,peh-kak-thiāu,16,peh-kak-thiāu
八角錐,peh-kak-tsui,16,peh-kak-chui
八邊形,peh-pinn-hîng,16,peh-piⁿ-hêng
八音團,pat-im-thuân,16,pat-im-thoân
公佈欄,kong-pòo-nuâ,16,kong-pò͘-nôa
公倍數,kong-puē-sòo,16,kong-pōe-sò͘
公切線,kong-tshiat-suànn,16,kong-chhiat-sòaⁿ
公因數,kong-in-sòo,16,kong-in-sò͘
公學校,kong-ha̍k-hāu,16,kong-ha̍k-hāu
公聽會,kong-thiann-huē,16,kong-thiaⁿ-hōe
六等星,lio̍k-tíng-tshenn,16,lio̍k-téng-chheⁿ
六角柱,la̍k-kak-thiāu,16,la̍k-kak-thiāu
六角錐,la̍k-kak-tsui,16,la̍k-kak-chui
六邊形,la̍k-pinn-hîng,16,la̍k-piⁿ-hêng
冬尾天,tang-bué-thinn,16,tang-bóe-thiⁿ
冷氣團,líng-khì-thuân,16,léng-khì-thoân
冷空氣,líng-khong-khì,16,léng-khong-khì
冷色系,líng-sik-hē,16,léng-sek-hē
出生率,tshut-sing-lu̍t,16,chhut-seng-lu̍t
分公升,hun-kong-tsin,16,hun-kong-chin
分數倍,hun-sòo-puē,16,hun-sò͘-pōe
分肺管,hun-hì-kńg,16,hun-hì-kńg
分貝器,hun-puè-khì,16,hun-pòe-khì
分貝計,hun-puè-kè,16,hun-pòe-kè
分配律,hun-phuè-lu̍t,16,hun-phòe-lu̍t
切分音,tshiat-hun-im,16,chhiat-hun-im
切結書,tshiat-kiat-su,16,chhiat-kiat-su
列舉法,lia̍t-kí-huat,16,lia̍t-kí-hoat
列表法,lia̍t-pió-huat,16,lia̍t-pió-hoat
判別式,phuànn-pia̍t-sik,16,phòaⁿ-pia̍t-sek
刪節號,san-tsiat-hō,16,san-chiat-hō
刺查某,tshià-tsa-bóo,16,chhià-cha-bó͘
創作者,tshòng-tsok-tsiá,16,chhòng-chok-chiá
加工業,ka-kang-gia̍p,16,ka-kang-gia̍p
助燃性,tsōo-jiân-sìng,16,chō͘-jiân-sèng
助燃物,tsōo-jiân-bu̍t,16,chō͘-jiân-bu̍t
動態感,tōng-thài-kám,16,tōng-thài-kám
動滑輪,tōng-ku̍t-lûn,16,tōng-ku̍t-lûn
動物園,tōng-bu̍t-hn̂g,16,tōng-bu̍t-hn̂g
化學家,huà-ha̍k-ka,16,hòa-ha̍k-ka
北半球,pak-puànn-kiû,16,pak-pòaⁿ-kiû
北極圈,pak-ki̍k-khuan,16,pak-ke̍k-khoan
北極星,pak-ki̍k-tshenn,16,pak-ke̍k-chheⁿ
北河三,pak-hô-sann,16,pak-hô-saⁿ
北河二,pak-hô-jī,16,pak-hô-jī
北管樂,pak-kuán-ga̍k,16,pak-koán-ga̍k
區公所,khu-kong-sóo,16,khu-kong-só͘
十億位,tsa̍p-ik-uī,16,cha̍p-ek-ūi
十分位,tsa̍p-hun-uī,16,cha̍p-hun-ūi
十萬位,tsa̍p-bān-uī,16,cha̍p-bān-ūi
十角柱,tsa̍p-kak-thiāu,16,cha̍p-kak-thiāu
千億位,tshing-ik-uī,16,chheng-ek-ūi
千分位,tshian-hun-uī,16,chhian-hun-ūi
千萬位,tshing-bān-uī,16,chheng-bān-ūi
半立體,puànn-li̍p-thé,16,pòaⁿ-li̍p-thé
半草楷,puànn-tshó-khái,16,pòaⁿ-chhó-khái
半行走,puànn-kiânn-tsáu,16,pòaⁿ-kiâⁿ-cháu
協奏曲,hia̍p-tsàu-khik,16,hia̍p-chàu-khek
南北管,lâm-pak-kuán,16,lâm-pak-koán
南半球,lâm-puànn-kiû,16,lâm-pòaⁿ-kiû
南極圈,lâm-ki̍k-khuan,16,lâm-ke̍k-khoan
南河三,lâm-hô-sann,16,lâm-hô-saⁿ
南管樂,lâm-kuán-ga̍k,16,lâm-koán-ga̍k
博愛座,phok-ài-tsō,16,phok-ài-chō
博物館,phok-bu̍t-kuán,16,phok-bu̍t-koán
印刷術,ìn-suat-su̍t,16,ìn-soat-su̍t
印表機,ìn-pió-ki,16,ìn-pió-ki
卵胎生,luán-thai-sing,16,loán-thai-seng
厚水期,kāu-tsuí-kî,16,kāu-chúi-kî
原因法,guân-in-huat,16,goân-in-hoat
原子筆,guân-tsú-pit,16,goân-chú-pit
去倒走,khì-tò-tsáu,16,khì-tò-cháu
參考體,tsham-khó-thé,16,chham-khó-thé
反光枋,huán-kng-pang,16,hoán-kng-pang
反光鏡,huán-kng-kiànn,16,hoán-kng-kiàⁿ
反射光,huán-siā-kng,16,hoán-siā-kng
反經石,huán-king-tsio̍h,16,hoán-keng-chio̍h
反義詞,huán-gī-sû,16,hoán-gī-sû
反霸凌,huán-pà-lîng,16,hoán-pà-lêng
取消鍵,tshú-siau-kiān,16,chhú-siau-kiān
取消齒,tshú-siau-khí,16,chhú-siau-khí
受精卵,siū-tsing-luán,16,siū-cheng-loán
口服藥,kháu-ho̍k-io̍h,16,kháu-ho̍k-io̍h
口蹄疫,kháu-tê-i̍k,16,kháu-tê-e̍k
口風琴,kháu-hong-khîm,16,kháu-hong-khîm
古典舞,kóo-tián-bú,16,kó͘-tián-bú
古典詩,kóo-tián-si,16,kó͘-tián-si
古文明,kóo-bûn-bîng,16,kó͘-bûn-bêng
古蘭經,kóo-lân-king,16,kó͘-lân-keng
可燃物,khó-jiân-bu̍t,16,khó-jiân-bu̍t
司法院,su-huat-īnn,16,su-hoat-īⁿ
合唱團,ha̍p-tshiùnn-thuânn,16,ha̍p-chhiùⁿ-thôaⁿ
合唱曲,ha̍p-tshiùnn-khik,16,ha̍p-chhiùⁿ-khek
