tl,hanzi,frequency
muî-to̍k,梅毒,25
tsú-kuann,梓官,25
ngē-pang,梗枋,25
kíng-bué,梘尾,25
kíng-bé,梘尾,25
tiâu-ti̍t,條直,25
tiâu-bé,條碼,25
thui-tōo,梯度,25
hāi-kheh,械客,25
hāi-tòo,械鬥,25
se-tsng,梳妝,25
sue-tsng,梳妝,25
tsang-sui,棕蓑,25
tàng-ki,棟機,25
tsàn-tsûn,棧船,25
som-pa,森巴,25
tshuê-á,棰仔,25
tshê-á,棰仔,25
í-phīng,椅並,25
í-liâu,椅條,25
tsiau-kang,椒江,25
iâ-ting,椰丁,25
iûnn-eng,楊英,25
kāinn-tsînn,楗錢,25
tshóo-kok,楚國,25
gông-suann,楞山,25
hùn-tōng,楦動,25
gia̍p-miā,業命,25
gia̍p-sîn,業神,25
ki̍k-kng,極光,25
ki̍k-ki̍k,極極,25
kik-tsún,極準,25
kài-sîng,概成,25
khài-lu̍t,概率,25
kài-lu̍t,概率,25
kài-la̍h,概蠟,25
kok-í,榖雨,25
kok-ú,榖雨,25
póng-gán,榜眼,25
huí-tsí,榧子,25
tsà-tshài,榨菜,25
îng-íng,榮影,25
kó-huānn,槁旱,25
kǹg-kuáinn,槓桿,25
oo-thiāu,槔柱,25
ga̍k-tshing,樂清,25
lo̍k-tô,樂跎,25
phiau-thâu,標頭,25
bôo-á,模仔,25
bôo-pang,模枋,25
tshiū-guī,樹gūi,25
tshiū-lám,樹攬,25
tshiū-hîm,樹熊,25
tshiū-thuah,樹獺,25
tshiū-si,樹絲,25
tshiū-tsòng,樹葬,25
tshiū-puī,樹蜚,25
tshiū-sô,樹趖,25
tshiū-sng,樹霜,25
tshiū-ku,樹龜,25
giô-pue,橈桮,25
jiâu-kut,橈骨,25
kiô-hô,橋和,25
lak-lâng,橐膿,25
ki-á,機仔,25
ki-pang,機幫,25
ki-tsuā,機逝,25
huâinn-ke̍h,橫扴,25
huînn-ke̍h,橫扴,25
huâinn-kho,橫柯,25
huînn-kho,橫柯,25
tsânn-hué,橫火,25
tsânn-hé,橫火,25
huâinn-ko,橫篙,25
huâinn-tn̂g,橫腸,25
huînn-tn̂g,橫腸,25
huâinn-pà,橫霸,25
kuè-hong,檜風,25
kiám-pún,檢本,25
kiám-tshái,檢采,25
ing-tó,櫻島,25
khuân-sè,權勢,25
kuân-sè,權勢,25
khuân-pìng,權柄,25
kuân-pìng,權柄,25
khuân-tsìng,權證,25
khiàm-bī,欠味,25
khiàm-phah,欠拍,25
khiàm-siàu,欠數,25
khiàm-bé,欠碼,25
khiàm-khuat,欠缺,25
khiàm-huè,欠貨,25
tshù-guân,次元,25
tshù-hong,次方,25
beh-tàu,欲晝,25
beh-koh,欲閣,25
suh-khuì,欶氣,25
suh-hueh,欶血,25
suh-huih,欶血,25
suh-niau,欶貓,25
khia-khang,欹空,25
khi-muâ,欺瞞,25
heh-tang,歇冬,25
hioh-tshī,歇市,25
au-phiò,歐票,25
au-lô,歐羅,25
huann-hí,歡喜,25
tsí-la̍t,止力,25
tsí-thiànn,止疼,25
tsiànn-khau,正剾,25
tsìng-siông,正常,25
tsiànn-uat,正斡,25
tsiànn-gia̍p,正業,25
tsiànn-káng,正港,25
tsiànn-pān,正範,25
tsìng-kui,正規,25
tsiànn-se̍h,正踅,25
tsiànn-tiān,正電,25
tsiànn-bīn,正面,25
tsiū-sî,此時,25
tsiū-àm,此暗,25
tsiū-mî,此暝,25
pōo-sòo,步數,25
pōo-lōo,步路,25
bú-lîng,武凌,25
bú-pîng,武平,25
bú-lí,武理,25
bú-gī,武義,25
bú-sìng,武聖,25
bú-kíng,武警,25
bú-tshing,武青,25
uai-kua,歪歌,25
uai-tsuāi,歪跩,25
uai-tsuāinn,歪跩,25
kuī-uī,歸位,25
kui-tsuē,歸罪,25
pháinn-ē,歹下,25
pháinn-tshòng,歹創,25
pháinn-sè,歹勢,25
pháinn-tshuì,歹喙,25
pháinn-kiánn,歹囝,25
phái-thinn,歹天,25
pháinn-thinn,歹天,25
pháinn-tshiâu,歹撨,25
pháinn-sí,歹死,25
pháinn-huat,歹發,25
pháinn-khang,歹空,25
pháinn-sńg,歹耍,25
pháinn-bú,歹舞,25
pháinn-pìnn,歹變,25
sú-sū,死侍,25
sí-la̍t,死力,25
sí-tsē,死坐,25
sí-tsí,死子,25
sí-tsú,死子,25
sí-siú,死守,25
sí-si,死屍,25
sí-uan,死彎,25
sí-tiong,死忠,25
sí-pe̍h,死白,25
sí-ti̍t,死直,25
sí-sîn,死神,25
sí-tsuē,死罪,25
sí-phòng,死膨,25
sí-kak,死角,25
sí-tsènn,死諍,25
sí-tsìnn,死諍,25
sí-ūn,死運,25
sí-khàu,死釦,25
phú-sik,殕色,25
tshân-tshân,殘殘,25
tsân-tánn,殘膽,25
sat-kè,殺價,25
sat-kiû,殺球,25
tìnn-tsuí,殿水,25
tìnn-hong,殿風,25
huí-pòng,毀謗,25
m̄-nā,毋但,25
m̄-sài,毋使,25
m̄-lâi,毋來,25
m̄-bián,毋免,25
m̄-tsún,毋准,25
m̄-tann,毋單,25
m̄-ài,毋愛,25
m̄-bat,毋捌,25
m̄-tshap,毋插,25
m̄-tsí,毋止,25
m̄-niā,毋爾,25
m̄-kam,毋甘,25
m̄-uì,毋畏,25
m̄-khùn,毋睏,25
m̄-kuán,毋管,25
m̄-khíng,毋肯,25
m̄-tio̍h,毋著,25
m̄-kìnn,毋見,25
m̄-thang,毋通,25
m̄-koh,毋過,25
m̄-guān,毋願,25
bú-ling,母奶,25
bú-thng,母湯,25
to̍k-tshuì,毒喙,25
mn̂g-kāu,毛厚,25
mn̂g-tsa̍t,毛實,25
mn̂g-bō,毛帽,25
moo-tn̄g,毛斷,25
mn̂g-ām,毛茂,25
mn̂g-ōm,毛茂,25
moo-khî,毛蜞,25
môo-khî,毛蜞,25
moo-la̍h,毛蠟,25
tsinn-bō,氈帽,25
bîn-siok,民宿,25
bîn-sok,民宿,25
bîn-tshuì,民粹,25
bîn-sī,民視,25
bîn-hiông,民雄,25
hun-uî,氛圍,25
khuì-la̍t,氣力,25
khì-ha̍k,氣學,25
khuì-bué,氣尾,25
khì-hun,氣氛,25
khì-pho,氣泡,25
khì-tà,氣罩,25
khì-hi,氣虛,25
tsuí-tò,水倒,25
tsuí-pà,水壩,25
tsuí-ôo,水壺,25
tsuí-thò,水套,25
tsuí-tsē,水寨,25
tsuí-bué,水尾,25
tsuí-bé,水尾,25
tsuí-phuè,水帕,25
tsuí-khòo,水庫,25
tsuí-tu̍h,水揬,25
tsuí-tsn̄g,水旋,25
tsuí-tshenn,水星,25
tsuí-tshinn,水星,25
tsuí-nâ,水林,25
tsuí-thiāu,水柱,25
tsuí-sé,水洗,25
tsuí-íng,水湧,25
tsuí-làm,水湳,25
tsuí-kau,水溝,25
tsuí-lô,水濁,25
tsuí-tsai,水災,25
tsuí-tshiûnn,水牆,25
tsuí-uánn,水碗,25
tsuí-khut,水窟,25
tsuí-tâng,水筒,25
tsuí-hún,水粉,25
tsuí-sòo,水素,25
tsúi-sòo,水素,25
tsuí-siann,水聲,25
tsuí-lo̍h,水落,25
tsuí-lôo,水蔞,25
tsuí-khî,水蜞,25
tsuí-kái,水解,25
tsuí-siōng,水象,25
tsuí-gi̍k,水逆,25
tsuí-kóo,水鈷,25
suí-ke,水雞,25
tsuí-ke,水雞,25
tsuí-lo̍k,水鹿,25
tsuí-lîng,水龍,25
tsuí-ku,水龜,25
íng-kiat,永吉,25
íng-an,永安,25
íng-tīng,永定,25
íng-tshun,永春,25
íng-ē,永會,25
íng-thài,永泰,25
huàn-tsuí,氾水,25
huàn-lām,氾濫,25
kiû-khit,求乞,25
kîu-hîng,求刑,25
kiû-huà,求化,25
kiû-tshuē,求揣,25
kiû-tsān,求贊,25
kiû-i,求醫,25
si̍k-kho,汐科,25
kuānn-sip,汗溼,25
u-jiám,汙染,25
u-bia̍t,汙蔑,25
kang-pak,江北,25
kang-kan,江干,25
tsiánn-bê,汫糜,25
tsiánn-muâi,汫糜,25
tsiánn-muê,汫糜,25
tîm-té,沈底,25
tîm-lak,沈落,25
tiâm-té,沉底,25
tîm-lûn,沉淪,25
tîm-kiû,沉球,25
tîm-tsuì,沉醉,25
bi̍t-lo̍h,沒落,25
bu̍t-lo̍h,沒落,25
ta̍uh-ta̍uh,沓沓,25
ta̍p-tih,沓滴,25
tshiong-sîng,沖繩,25
sua-á,沙仔,25
sa-teh,沙嗲,25
suann-phiânn,沙坪,25
sa-la,沙拉,25
sua-thuann,沙灘,25
sua-kè,沙疥,25
sua-hún,沙粉,25
sua-kuān,沙縣,25
sua-hì,沙肺,25
sua-lak,沙轆,25
sua-lîng,沙鈴,25
sua-tshiu,沙鰍,25
hô-khe,河溪,25
hô-khue,河溪,25
hô-tông,河童,25
hô-ti,河豬,25
hô-pinn,河邊,25
hô-bé,河馬,25
hô-tāi,河鮘,25
iû-khoo,油箍,25
iû-î,油胰,25
iû-tsûn,油船,25
iû-kim,油金,25
iû-kut,油骨,25
iû-mī,油麵,25
tī-thâng,治蟲,25
hòng-tshiánn,況且,25
tsûan-káng,泉港,25
tsuat-phue̍h,泏沫,25
huat-jîn,法人,25
huat-tsik,法則,25
huat-bông,法盲,25
huat-ló,法老,25
huat-lê,法螺,25
huat-bē,法賣,25
huàn-li̍k,泛綠,25
huàn-im,泛音,25
pho-pho,波波,25
pho-pak,波腹,25
tsù-siā,注射,25
tsù-bûn,注文,25
tsù-ba̍k,注目,25
tsù-sîn,注神,25
tsù-hueh,注血,25
thài-lîng,泰寧,25
thài-kûn,泰拳,25
thài-bú,泰武,25
thài-sūn,泰順,25
íng-khòo,泳褲,25
iông-liû,洋流,25
sé-thuā,洗汰,25
sué-tso̍k,洗濯,25
sé-tso̍k,洗濯,25
sé-hîm,洗熊,25
sé-pán,洗版,25
sé-pe̍h,洗白,25
sué-sīn,洗腎,25
sé-sīn,洗腎,25
sé-sann,洗衫,25
sé-tsînn,洗錢,25
sé-bīn,洗面,25
khó-lâu,洘流,25
khó-thng,洘湯,25
khó-hng,洘荒,25
lo̍k-kang,洛江,25
tōng-khang,洞空,25
tōng-thâu,洞頭,25
ua̍h-miā,活命,25
ua̍h-jī,活字,25
hua̍t-lo̍k,活樂,25
ua̍h-tsuí,活水,25
oa̍h-kioh,活腳,25
ua̍h-hê,活蝦,25
lâu-tshut,流出,25
liû-hîng,流形,25
liû-suí,流水,25
lâu-thng,流湯,25
lâu-tīnn,流滇,25
lâu-ká,流絞,25
lâu-kuè,流過,25
lâu-pá,流飽,25
tsiat-lâm,浙南,25
phu̍h-ting,浡丁,25
uān-hîm,浣熊,25
phóo-siânn,浦城,25
phóo-kang,浦江,25
lōng-to̍k,浪毒,25
làng-káng,浪港,25
phû-tōng,浮動,25
phû-bī,浮沬,25
phû-tsiu,浮洲,25
phû-kiû,浮球,25
phû-khang,浮空,25
i̍k-ôo,浴壺,25
i̍k-bō,浴帽,25
i̍k-pâng,浴房,25
hái-thē,海䖳,25
hái-á,海仔,25
hái-kháu,海口,25
hái-siàu,海嘯,25
hái-poo,海埔,25
hái-kînn,海墘,25
hái-huānn,海岸,25
hái-khiā,海徛,25
hái-sàu,海掃,25
hái-sū,海曙,25
hái-tsó,海棗,25
hái-tshiâng,海沖,25
hái-im,海淹,25
hái-íng,海湧,25
hái-kau,海溝,25
hái-uan,海灣,25
hái-gâ,海牙,25
hái-káu,海狗,25
hái-uánn,海碗,25
hái-tóo,海肚,25
hái-huē,海蟹,25
hái-kak,海角,25
hái-kha,海跤,25
hái-tiò,海釣,25
hái-tshing,海青,25
hái-tsiáu,海鳥,25
hái-phīnn,海鼻,25
hái-ku,海龜,25
tsìm-thàu,浸透,25
siau-tháu,消敨,25
siau-liâng,消涼,25
siau-khián,消遣,25
hâm-iông,涵容,25
âm-kang,涵江,25
âm-kau,涵溝,25
liâng-phuānn,涼伴,25
liâng-tâi,涼台,25
liâng-bō,涼帽,25
liâng-hún,涼粉,25
liâng-khiang,涼腔,25
liâng-tê,涼茶,25
liâng-mī,涼麵,25
tshe-ai,淒哀,25
luī-suànn,淚腺,25
tsīng-than,淨灘,25
tshim-tsùn,深圳,25
tshim-hang,深烘,25
tshim-khû,深跍,25
sûn-an,淳安,25
hūn-siann,混聲,25
im-khì,淹去,25
im-sí,淹死,25
im-tsuí,淹水,25
tshián-bī,淺沬,25
tshián-hang,淺烘,25
thiam-pang,添幫,25
thinn-pn̄g,添飯,25
thinn-tsan,添齻,25
tshing-hiu,清休,25
tshing-bîng,清明,25
tshing-khì,清氣,25
tshing-im,清音,25
kiám-síng,減省,25
kiám-sok,減縮,25
tshik-tshì,測試,25
káng-kháu,港口,25
biáu-siáu,渺小,25
tshàu-khám,湊坎,25
tsháu-khiáu,湊巧,25
ôo-lāi,湖內,25
ôo-tsiu,湖州,25
ôo-lí,湖里,25
thuànn-tsâng,湠叢,25
thuànn-sing,湠生,25
thuànn-khui,湠開,25
thng-pau,湯包,25
thng-thâu,湯頭,25
làm-á,湳仔,25
làm-tē,湳地,25
làm-thôo,湳塗,25
lòm-thôo,湳塗,25
làm-lâu,湳流,25
làm-tshân,湳田,25
tsún-tsò,準做,25
tsún-pue,準桮,25
tsún-suah,準煞,25
tsún-kuè,準過,25
tsún-kè,準過,25
liu-suan,溜旋,25
kau-á,溝仔,25
kau-tíng,溝頂,25
khe-pîng,溪坪,25
khe-huānn,溪岸,25
khe-khàm,溪崁,25
khe-tsiu,溪州,25
khe-tsiu,溪洲,25
khue-tsiu,溪洲,25
khe-kau,溪溝,25
khe-pinn,溪邊,25
un-niá,溫嶺,25
un-tsiu,溫州,25
un-sioh,溫惜,25
iûnn-khì,溶去,25
iông-i̍k,溶液,25
iûnn-seh,溶雪,25
sip-tōo,溼度,25
sip-kuānn,溼汗,25
bia̍t-hué,滅火,25
bia̍t-hé,滅火,25
tsu-jūn,滋潤,25
kut-khue,滑詼,25
ku̍t-khe,滑詼,25
kō-hún,滒粉,25
tù-tàu,滯到,25
siàm-jiō,滲尿,25
lóo-nuī,滷卵,25
lóo-nňg,滷卵,25
lóo-tshài,滷菜,25
hóo-thî,滸苔,25
kún-ká,滾絞,25
kún-liòng,滾躘,25
kún-lìng,滾躘,25
buán-tsiu,滿州,25
buán-tsiu,滿洲,25
hî-hu,漁夫,25
gû-bîn,漁民,25
gû-ong,漁翁,25
hî-ong,漁翁,25
hî-tsûn,漁船,25
tshat-seh,漆刷,25
lāu-ôo,漏壺,25
ián-sai,演師,25
àu-kheh,漚客,25
àu-pōo,漚步,25
àu-khueh,漚缺,25
àu-kha,漚跤,25
àu-uînn,漚黃,25
hàn-pó,漢堡,25
hàn-jī,漢字,25
hàn-bûn,漢文,25
hàn-ho̍k,漢服,25
hàn-lô,漢羅,25
suan-bîn,漩民,25
suān-bîn,漩民,25
bàng-gah,漫畫,25
bàng-kah,漫畫,25
tiòng-tsuí,漲水,25
tiùnn-tiâu,漲潮,25
tsiang-hô,漳和,25
tsiong-hô,漳和,25
tsiang-tsiu,漳州,25
tsiunn-phîng,漳平,25
tsiunn-phóo,漳浦,25
tsiunn-ám,漿泔,25
liâu-khue,潦溪,25
tiâu-si̍k,潮汐,25
siâu-tsí,潲子,25
siap-phānn,澀奅,25
tshū-jiō,澍尿,25
tshū-liō,澍尿,25
ha̍unnh-ha̍unnh,澩澩,25
tiān-hún,澱粉,25
ò-mn̂g,澳門,25
tâm-tē,澹地,25
tâm-sué,澹洗,25
tâm-sé,澹洗,25
kik-sim,激心,25
kik-gông,激昂,25
khik-sòo,激素,25
lô-tsuí,濁水,25
lô-lô,濁濁,25
lô-im,濁音,25
to̍k-im,濁音,25
tsē-hûn,濟雲,25
ìm-lâu,濥流,25
pin-kang,濱江,25
tsuānn-siâu,濺潲,25
lī-kuà,濾掛,25
lū-kuà,濾掛,25
sià-hiat,瀉血,25
po̍k-lap,瀑塌,25
po̍k-pòo,瀑布,25
po̍k-khòo,瀑庫,25
po̍k-bo̍k,瀑沐,25
tshînn-tuī,瀳兌,25
tshînn-tsuí,瀳水,25
tshînn-hué,瀳火,25
tshînn-hé,瀳火,25
tshînn-hong,瀳風,25
kuàn-tsuí,灌水,25
kuàn-kui,灌胿,25
kuàn-tiān,灌電,25
hé-khik,火刻,25
hué-hua,火化,25
hué-ìn,火印,25
hé-ìn,火印,25
hué-khiat,火戛,25
hué-hu,火烌,25
hué-sio,火燒,25
hué-hôo,火狐,25
hué-huat,火發,25
hé-huat,火發,25
hué-kuínn,火管,25
hué-kńg,火管,25
hué-to̍h,火著,25
hué-siōng,火象,25
hé-siōng,火象,25
hue-tsit,灰質,25
tsàu-thâu,灶頭,25
tshe-táu,炊斗,25
tshue-táu,炊斗,25
tshue-khì,炊氣,25
tshue-kué,炊粿,25
tshe-pn̄g,炊飯,25
tshue-pn̄g,炊飯,25
tshue-puīnn,炊飯,25
tshue-kiáu,炊餃,25
iām-hué,炎火,25
iām-bú,炎舞,25
tshá-bah,炒肉,25
tshá-tshài,炒菜,25
khòng-bah,炕肉,25
thuànn-sái,炭屎,25
thuànn-tshi,炭疽,25
thuànn-sòo,炭素,25
phàu-lām,炮艦,25
oo-lap,烏塌,25
u-lóng,烏壟,25
oo-sái,烏屎,25
oo-suann,烏山,25
oo-hng,烏昏,25
oo-àm,烏暗,25
oo-keh,烏格,25
oo-tōng,烏洞,25
oo-phìnn,烏片,25
oo-tsu,烏珠,25
oo-khang,烏空,25
oo-tshi,烏蛆,25
oo-phang,烏蜂,25
oo-pà,烏豹,25
oo-niau,烏貓,25
oo-lián,烏輪,25
oo-thī,烏雉,25
oo-hōo,烏雨,25
oo-tshenn,烏青,25
oo-tshinn,烏青,25
oo-a,烏鴉,25
hang-tû,烘櫥,25
hang-ke,烘雞,25
hang-pháng,烘麭,25
phing-tsú,烹煮,25
ù-ping,焐冰,25
ù-khah,焐卡,25
ù-sio,焐燒,25
puē-pháng,焙麭,25
bô-lâng,無人,25
bô-kāng,無仝,25
bô-sè,無勢,25
bô-miâ,無名,25
bô-phín,無品,25
bô-nāi,無奈,25
bô-tsio,無招,25
bô-liap,無攝,25
bô-hāu,無效,25
bû-ti̍k,無敵,25
bô-hioh,無歇,25
bô-khùi,無氣,25
bô-lām,無濫,25
bô-tiâu,無牢,25
bô-giàn,無癮,25
bû-ti,無知,25
bô-tshun,無賰,25
bô-thang,無通,25
bô-tshînn,無錢,25
bô-tsînn,無錢,25
bô-îng,無閒,25
bô-tiān,無電,25
ta-khì,焦 去,25
ta-sàu,焦嗽,25
ta-thôo,焦塗,25
ta-khe,焦溪,25
ta-siap,焦澀,25
ta-thn̂g,焦糖,25
ta-hue,焦花,25
ta-mī,焦麵,25
liān-tan,煉丹,25
tsian-pau,煎包,25
tsian-kiáu,煎餃,25
piak-lôo,煏爐,25
piak-khang,煏空,25
ian-tshiân,煙腸,25
ian-thûn,煙黗,25
suah-bué,煞尾,25
sannh-sim,煞心,25
suah-hì,煞戲,25
suah-king,煞經,25
sat-tio̍h,煞著,25
sa̍h-nn̄g,煠卵,25
tsiàu-ûn,照勻,25
tsiàu-ti̍t,照直,25
tsiàu-thâu,照頭,25
tsí-thiám,煮忝,25
tsú-thiám,煮忝,25
thí-hái,煮海,25
tsú-si̍k,煮熟,25
hah-sè,熁勢,25
hannh-tio̍h,熁著,25
ho-sin,熇身,25
hîm-á,熊仔,25
hîm-tshī,熊市,25
hîm-tsiúnn,熊掌,25
hîm-niau,熊貓,25
iûnn-khì,熔去,25
iûnn-khù,熔去,25
iûnn-tsiap,熔接,25
si̍k-sāi,熟似,25
si̍k-tshuì,熟喙,25
si̍k-sū,熟士,25
si̍k-sik,熟悉,25
si̍k-tshiú,熟手,25
si̍k-si̍k,熟熟,25
si̍k-hue,熟花,25
ngâu-thn̂g,熬糖,25
jia̍t-tiûnn,熱場,25
jia̍t-ha̍k,熱學,25
jia̍t-tshī,熱市,25
jua̍h-bō,熱帽,25
jia̍t-tsîng,熱情,25
jia̍t-lōng,熱浪,25
lia̍t-lōng,熱浪,25
jia̍t-káu,熱狗,25
jua̍h-káu,熱狗,25
jia̍t-kuán,熱管,25
jua̍h-khòo,熱褲,25
jia̍t-kuàn,熱貫,25
jia̍t-tsînn,熱錢,25
hiânn-tsuí,燃水,25
ting-huē,燈會,25
ting-lâu,燈樓,25
ting-lâ,燈膋,25
tūn-tê,燉蹄,25
sio-pau,燒包,25
sio-suann,燒山,25
sio-toh,燒桌,25
sio-káu,燒狗,25
sio-kiû,燒球,25
sio-tshiân,燒腸,25
sio-hun,燒薰,25
sio-khòo,燒褲,25
iàn-tsâu,燕巢,25
iàn-be̍h,燕麥,25
iânn-tiùnn,營帳,25
îng-gia̍p,營業,25
sò-sìng,燥性,25
sò-tsuí,燥水,25
sò-kuānn,燥汗,25
sò-ta,燥焦,25
sūi-jîn,燧人,25
tsik-kóo,燭鼓,25
po̍k-kik,爆擊,25
po̍k-liāu,爆料,25
nuā-sìng,爛性,25
jiáu-pang,爪枋,25
pē-bú,爸母,25
sóng-tsáu,爽走,25
phìnn-tuann,片單,25
phìnn-tuānn,片段,25
phìnn-tsat,片節,25
pán-tsú,版主,25
thènn-thuí,牚腿,25
gû-kang,牛公,25
gû-li̍k,牛力,25
gû-poo,牛埔,25
gû-ling,牛奶,25
gû-tshī,牛市,25
gû-nuâ,牛欄,25
gû-lông,牛籠,25
giû-iok,牛約,25
gû-lông,牛郎,25
gû-nn̂g,牛郎,25
bóo-iûnn,牡羊,25
tiâu-pak,牢腹,25
tiâu-tio̍h,牢著,25
tiâu-tshia,牢車,25
tiâu-tiánn,牢鼎,25
mih-tāi,物代,25
bu̍t-liû,物流,25
khan-bông,牽亡,25
khan-tshiú,牽手,25
khan-thua,牽拖,25
khan-bán,牽挽,25
khan-gāi,牽礙,25
khan-tsáu,牽走,25
huān-hiám,犯險,25
tsn̄g-su,狀師,25
tsōng-su,狀師,25
tsn̄g-tsuá,狀紙,25
kông-bōng,狂妄,25
káu-sái,狗屎,25
káu-gê,狗牙,25
káu-kuài,狡怪,25
lông-jîn,狼人,25
lông-káu,狼狗,25
mé-lia̍h,猛掠,25
bíng-po̍k,猛爆,25
bâ-khang,猫空,25
kâu-kuài,猴怪,25
kâu-penn,猴繃,25
kâu-tsià,猴蔗,25
iá-sàm,猶搧,25
iáu-sī,猶是,25
iah-buē,猶未,25
iah-bē,猶未,25
iá-buē,猶未,25
iá-bē,猶未,25
iáu-ê,猶的,25
sai-á,獅仔,25
sai-thâm,獅潭,25
to̍k-it,獨乙,25
to̍k-kok,獨國,25
to̍k-sûn,獨巡,25
to̍k-e̍k,獨逸,25
hi̍k-tik,獲得,25
hi̍k-tit,獲得,25
siù-lâng,獸人,25
hiàn-bái,獻䆀,25
hiàn-hueh,獻血,25
hiân-bú,玄武,25
hiân-gî,玄疑,25
hiân-hōng,玄鳳,25
gio̍k-thòo,玉兔,25
gio̍k-sim,玉參,25
gio̍k-khuân,玉環,25
gio̍k-sú,玉璽,25
ông-gōo,王五,25
ông-kong,王公,25
ông-lú,王女,25
ông-king,王宮,25
ông-thok,王拓,25
ông-hong,王風,25
kong-tāi,玜玳,25
bûn-jû,玟儒,25
guán-tsiá,玩者,25
tsu-luī,珠淚,25
tsu-tshang,珠蔥,25
pan-bó,班母,25
pan-kip,班級,25
hiān-bán,現挽,25
hiān-lâu,現流,25
hiān-bué,現買,25
hiān-bé,現買,25
hiān-tsia,現遮,25
kiû-á,球仔,25
kiû-tiânn,球埕,25
kiû-tshuê,球箠,25
kiû-thé,球體,25
lí-tsik,理則,25
lí-lōo,理路,25
liû-khiû,琉球,25
jû-ka,瑜伽,25
sūi-hūi,瑞穗,25
suī-hong,瑞芳,25
lông-kiau,瑯嶠,25
suān-á,璇仔,25
huân-tō,環道,25
khuân-tō,環道,25
kue-gue̍h,瓜月,25
kua-kó,瓜果,25
hiā-sian,瓦sian,25
uá-su,瓦斯,25
hûi-á,瓷仔,25
au-hái,甌海,25
àng-tōo,甕肚,25
kam-kí,甘杞,25
kam-tinn,甘甜,25
tinn-thô,甜桃,25
tinn-tinn,甜甜,25
tinn-kér,甜粿,25
tinn-sòo,甜素,25
tshenn-tshìn,生凊,25
senn-pô,生婆,25
sinn-hîng,生形,25
sing-si̍t,生殖,25
tshinn-thuànn,生炭,25
tshenn-kông,生狂,25
sinn-kue,生瓜,25
senn-tshng,生瘡,25
tshenn-tê,生茶,25
tshinn-tê,生茶,25
tshenn-ô,生蚵,25
tshinn-ô,生蚵,25
sing-hong,生風,25
senn-tshiu,生鬚,25
sán-ká,產假,25
sán-kho,產科,25
lut-jīm,甪任,25
lut-lin,甪奶,25
lut-ling,甪奶,25
lut-ni,甪奶,25
lut-kuann,甪官,25
lut-tshiú,甪手,25
lut-sak,甪捒,25
lut-tsit,甪職,25
lut-sian,甪鉎,25
lu̍t-sian,甪鉎,25
tshân-kînn,田墘,25
tshân-inn,田嬰,25
tshân-kìng,田徑,25
tshân-pue,田桮,25
tshân-iônn,田洋,25
tshân-iûnn,田洋,25
iû-î,由於,25
kah-tiū,甲冑,25
lâm-sú,男使,25
lâm-iú,男友,25
lâm-koân,男權,25
uì-tông,畏同,25
uì-kuânn,畏寒,25
uì-lán,畏懶,25
lâu-uē,留話,25
pùn-ki,畚箕,25
huan-tē,番地,25
huan-kài,番界,25
huan-huan,番番,25
huan-siā,番社,25
huan-kiunn,番薑,25
huan-huè,番貨,25
huan-lōo,番路,25
huan-sé,番黍,25
huan-tshí,番鼠,25
uē-sian,畫仙,25
uē-tsok,畫作,25
uē-sū,畫士,25
uē-pún,畫本,25
uē-khing,畫框,25
uē-sòo,畫素,25
ī-kàu,異教,25
ī-kài,異界,25
ī-siōng,異象,25
siâ-tso̍k,畲族,25
tong-tshoo,當初,25
tǹg-ki,當機,25
tong-tshiong,當沖,25
tng-tong,當當,25
tǹg-phòo,當鋪,25
kiong-hi̍k,疆域,25
kiong-i̍k,疆域,25
thia̍p-á,疊仔,25
tha̍h-thōng,疊緟,25
thia̍p-thōng,疊緟,25
tha̍h-sû,疊詞,25
thia̍p-huè,疊貨,25
thia̍p-hè,疊貨,25
thia̍p-kha,疊跤,25
thia̍p-poh,疊駁,25
soo-kó,疏果,25
se-lang,疏櫳,25
se-khí,疏齒,25
gî-gā,疑訝,25
gî-ngái,疑訝,25
ia̍h-tsîng,疫情,25
tshuah-sái,疶屎,25
thiànn-thiànn,疼疼,25
thiànn-ūn,疼運,25
thiànn-hong,疼風,25
tsi̍k-huān,疾患,25
tsi̍t-huān,疾患,25
ku-lún,痀崙,25
pēnn-kiánn,病囝,25
pīnn-kiánn,病囝,25
pēnn-kiau,病嬌,25
pēnn-pún,病本,25
pīnn-īnn,病院,25
pǐnn-ǐnn,病院,25
tī-á,痔仔,25
he-ku,痚呴,25
thàng-thiànn,痛疼,25
siáu-iú,痟友,25
siáu-íng,痟湧,25
siáu-siáu,痟痟,25
siáu-thiàu,痟跳,25
suinn-nuí,痠軟,25
lī-tsi̍t,痢疾,25
un-sîn,瘟神,25
sán-lim,瘦啉,25
sán-tsia̍h,瘦食,25
gia̍k-tsi̍k,瘧疾,25
tsiòng-khì,瘴氣,25
kher-tshiú,瘸手,25
khêr-kha,瘸跤,25
liâu-sè,療勢,25
thái-ko,癩󿗧,25
giàn-thâu,癮頭,25
than-thuán,癱瘓,25
ting-ji̍p,登入,25
ting-tshut,登出,25
huat-tiâu,發條,25
puh-phe̍h,發沫,25
puh-phue̍h,發沫,25
puh-pho,發波,25
huat-senn,發生,25
huat-sinn,發生,25
huat-hún,發粉,25
huat-kér,發粿,25
puh-lâng,發膿,25
huat-ínn,發蘖,25
huat-khui,發開,25
pe̍h-pang,白板,25
pe̍h-tshat,白漆,25
pe̍h-tshi,白痴,25
