hanzi,tl,frequency,poj,tl_num,poj_num
甘地,kam-tī,25,kam-tī,kamti7,kamti7
甜菜,tinn-tshài,25,tiⁿ-chhài,tinntshai3,tinnchhai3
田徑,tiân-kìng,25,tiân-kèng,tian5king3,tian5keng3
甲烷,kah-uân,25,kah-oân,kahuan5,kahoan5
甲醇,kah-sûn,25,kah-sûn,kahsun5,kahsun5
留話,lâu-uē,25,lâu-ōe,lau5ue7,lau5oe7
番鼠,huan-tshí,25,hoan-chhí,huantshi2,hoanchhi2
番鼠,huan-tshú,25,hoan-chhú,huantshu2,hoanchhu2
畫素,uē-sòo,25,ōe-sò͘,ue7soo3,oe7soo3
畫素,uī-sòo,25,ūi-sò͘,ui7soo3,ui7soo3
畫質,uē-tsit,25,ōe-chit,ue7tsit,oe7chit
畫質,uī-tsit,25,ūi-chit,ui7tsit,ui7chit
病尾,pēnn-bué,25,pēⁿ-bóe,penn7bue2,penn7boe2
病尾,pēnn-bé,25,pēⁿ-bé,penn7be2,penn7be2
登入,ting-ji̍p,25,teng-ji̍p,tingjip8,tengjip8
登出,ting-tshut,25,teng-chhut,tingtshut,tengchhut
發球,huat-kiû,25,hoat-kiû,huatkiu5,hoatkiu5
白醬,pe̍h-tsiùnn,25,pe̍h-chiùⁿ,peh8tsiunn3,peh8chiunn3
盜壘,tō-luí,25,tō-lúi,to7lui2,to7lui2
監交,kàm-kau,25,kàm-kau,kam3kau,kam3kau
盤舌,puânn-tsi̍h,25,pôaⁿ-chi̍h,puann5tsih8,poann5chih8
目巡,ba̍k-sûn,25,ba̍k-sûn,bak8sun5,bak8sun5
目彩,ba̍k-tshái,25,ba̍k-chhái,bak8tshai2,bak8chhai2
直播,ti̍t-pò,25,ti̍t-pò,tit8po3,tit8po3
相偃,sio-ián,25,sio-ián,sioian2,sioian2
眼影,gán-iánn,25,gán-iáⁿ,gan2iann2,gan2iann2
眼膜,gán-mo̍oh,25,gán-mo̍͘h,gan2mooh8,gan2mooh8
眼霜,gán-song,25,gán-song,gan2song,gan2song
短跑,té-pháu,25,té-pháu,te2phau2,te2phau2
石滬,tsio̍h-hōo,25,chio̍h-hō͘,tsioh8hoo7,chioh8hoo7
矽砂,si̍k-sua,25,se̍k-soa,sik8sua,sek8soa
硩線,teh-suànn,25,teh-sòaⁿ,tehsuann3,tehsoann3
硬夯,ngē-giâ,25,ngē-giâ,nge7gia5,nge7gia5
硬夯,ngī-giâ,25,ngī-giâ,ngi7gia5,ngi7gia5
硬體,ngē-thé,25,ngē-thé,nge7the2,nge7the2
硬體,ngī-thé,25,ngī-thé,ngi7the2,ngi7the2
磕網,kha̍p-bāng,25,kha̍p-bāng,khap8bang7,khap8bang7
社畜,siā-thiok,25,siā-thiok,sia7thiok,sia7thiok
移工,î-kang,25,î-kang,i5kang,i5kang
競行,kìng-kiânn,25,kèng-kiâⁿ,king3kiann5,keng3kiann5
競行,kīng-kiânn,25,kēng-kiâⁿ,king7kiann5,keng7kiann5
笑痕,tshiò-hûn,25,chhiò-hûn,tshio3hun5,chhio3hun5
笑豆,tshiò-tāu,25,chhiò-tāu,tshio3tau7,chhio3tau7
箭靶,tsìnn-pé,25,chìⁿ-pé,tsinn3pe2,chinn3pe2
篩選,thai-suán,25,thai-soán,thaisuan2,thaisoan2
籃球,nâ-kiû,25,nâ-kiû,na5kiu5,na5kiu5
米線,bí-suànn,25,bí-sòaⁿ,bi2suann3,bi2soann3
粉刺,hún-tshì,25,hún-chhì,hun2tshi3,hun2chhi3
粉底,hún-tué,25,hún-tóe,hun2tue2,hun2toe2
粉底,hún-té,25,hún-té,hun2te2,hun2te2
粉條,hún-tiâu,25,hún-tiâu,hun2tiau5,hun2tiau5
粉肝,hún-kuann,25,hún-koaⁿ,hun2kuann,hun2koann
粉腸,hún-tn̂g,25,hún-tn̂g,hun2tng5,hun2tng5
粉腸,hún-tshiâng,25,hún-chhiâng,hun2tshiang5,hun2chhiang5
粉膏,hún-ko,25,hún-ko,hun2ko,hun2ko
粉餅,hún-piánn,25,hún-piáⁿ,hun2piann2,hun2piann2
粗體,tshoo-thé,25,chho͘-thé,tshoothe2,chhoothe2
粿仔,ké-á,25,ké-á,ke2a2,ke2a2
糋路,tsìnn-lōo,25,chìⁿ-lō͘,tsinn3loo7,chinn3loo7
糖霜,thn̂g-sng,25,thn̂g-sng,thng5sng,thng5sng
紅牌,âng-pâi,25,âng-pâi,ang5pai5,ang5pai5
紅醬,âng-tsiùnn,25,âng-chiùⁿ,ang5tsiunn3,ang5chiunn3
紋斑,bûn-pan,25,bûn-pan,bun5pan,bun5pan
級差,kip-tsha,25,kip-chha,kiptsha,kipchha
素肉,sòo-bah,25,sò͘-bah,soo3bah,soo3bah
素顏,sòo-gân,25,sò͘-gân,soo3gan5,soo3gan5
組手,tsoo-tshiú,25,cho͘-chhiú,tsootshiu2,choochhiu2
網址,bāng-tsí,25,bāng-chí,bang7tsi2,bang7chi2
網球,bāng-kiû,25,bāng-kiû,bang7kiu5,bang7kiu5
網紅,bāng-âng,25,bāng-âng,bang7ang5,bang7ang5
網衝,bāng-tshìng,25,bāng-chhèng,bang7tshing3,bang7chheng3
緩刑,uān-hîng,25,oān-hêng,uan7hing5,oan7heng5
縮圖,sok-tôo,25,sok-tô͘,soktoo5,soktoo5
總匯,tsóng-huē,25,chóng-hōe,tsong2hue7,chong2hoe7
罰球,hua̍t-kiû,25,hoa̍t-kiû,huat8kiu5,hoat8kiu5
美白,bí-pe̍h,25,bí-pe̍h,bi2peh8,bi2peh8
翻糖,huan-thn̂g,25,hoan-thn̂g,huanthng5,hoanthng5
老妝,lāu-tsong,25,lāu-chong,lau7tsong,lau7chong
老茶,lāu-tê,25,lāu-tê,lau7te5,lau7te5
考古,khó-kóo,25,khó-kó͘,kho2koo2,kho2koo2
考銃,khó-tshìng,25,khó-chhèng,kho2tshing3,kho2chheng3
耳機,hī-ki,25,hī-ki,hi7ki,hi7ki
耳機,hīnn-ki,25,hīⁿ-ki,hinn7ki,hinn7ki
職場,tsit-tiûnn,25,chit-tiûⁿ,tsittiunn5,chittiunn5
聽牌,thiann-pâi,25,thiaⁿ-pâi,thiannpai5,thiannpai5
肉桂,jio̍k-kuì,25,jio̍k-kùi,jiok8kui3,jiok8kui3
肉桂,lio̍k-kuì,25,lio̍k-kùi,liok8kui3,liok8kui3
胡桃,ôo-thô,25,ô͘-thô,oo5tho5,oo5tho5
胭脂,ian-tsi,25,ian-chi,iantsi,ianchi
脂肪,tsi-hong,25,chi-hong,tsihong,chihong
脆球,tshè-kiû,25,chhè-kiû,tshe3kiu5,chhe3kiu5
脫單,thuat-tuann,25,thoat-toaⁿ,thuattuann,thoattoann
腰果,io-kó,25,io-kó,ioko2,ioko2
腹地,pak-tuē,25,pak-tōe,paktue7,paktoe7
腹地,pak-tē,25,pak-tē,pakte7,pakte7
腿捒,thuí-sak,25,thúi-sak,thui2sak,thui2sak
腿法,thuí-huat,25,thúi-hoat,thui2huat,thui2hoat
膠質,ka-tsit,25,ka-chit,katsit,kachit
膨粉,phòng-hún,25,phòng-hún,phong3hun2,phong3hun2
臍帶,tsâi-tuà,25,châi-tòa,tsai5tua3,chai5toa3
航線,hâng-suànn,25,hâng-sòaⁿ,hang5suann3,hang5soann3
船桮,tsûn-pe,25,chûn-pe,tsun5pe,chun5pe
船桮,tsûn-pue,25,chûn-poe,tsun5pue,chun5poe
船槳,tsûn-tsiúnn,25,chûn-chiúⁿ,tsun5tsiunn2,chun5chiunn2
色票,sik-phiò,25,sek-phiò,sikphio3,sekphio3
色素,sik-sòo,25,sek-sò͘,siksoo3,seksoo3
芋泥,ōo-nî,25,ō͘-nî,oo7ni5,oo7ni5
花椒,hua-tsio,25,hoa-chio,huatsio,hoachio
花椒,hue-tsio,25,hoe-chio,huetsio,hoechio
芳料,phang-liāu,25,phang-liāu,phangliau7,phangliau7
茶凍,tê-tàng,25,tê-tàng,te5tang3,te5tang3
落妝,lak-tsong,25,lak-chong,laktsong,lakchong
蒲燒,pôo-sio,25,pô͘-sio,poo5sio,poo5sio
蒸餾,tsing-liū,25,cheng-liū,tsingliu7,chengliu7
蓄水,thiok-tsuí,25,thiok-chúi,thioktsui2,thiokchui2
蕨貓,keh-niau,25,keh-niau,kehniau,kehniau
蕨貓,kueh-niau,25,koeh-niau,kuehniau,koehniau
薄妝,po̍h-tsong,25,po̍h-chong,poh8tsong,poh8chong
薰雞,hun-ke,25,hun-ke,hunke,hunke
薰雞,hun-kue,25,hun-koe,hunkue,hunkoe
藍牙,nâ-gê,25,nâ-gê,na5ge5,na5ge5
藍莓,nâ-m̂,25,nâ-m̂,na5m5,na5m5
藏獒,tsōng-ngôo,25,chōng-ngô͘,tsong7ngoo5,chong7ngoo5
藤球,tîn-kiû,25,tîn-kiû,tin5kiu5,tin5kiu5
虎鯨,hóo-king,25,hó͘-keng,hoo2king,hoo2keng
蝦皮,he-phî,25,he-phî,hephi5,hephi5
螢幕,îng-bōo,25,êng-bō͘,ing5boo7,eng5boo7
血油,hueh-iû,25,hoeh-iû,huehiu5,hoehiu5
血油,huih-iû,25,huih-iû,huihiu5,huihiu5
血角,hueh-kak,25,hoeh-kak,huehkak,hoehkak
行拳,kiânn-kûn,25,kiâⁿ-kûn,kiann5kun5,kiann5kun5
街友,ke-iú,25,ke-iú,keiu2,keiu2
街友,kue-iú,25,koe-iú,kueiu2,koeiu2
街舞,ke-bú,25,ke-bú,kebu2,kebu2
街舞,kue-bú,25,koe-bú,kuebu2,koebu2
衝湧,tshiong-íng,25,chhiong-éng,tshionging2,chhiongeng2
表單,pió-tuann,25,pió-toaⁿ,pio2tuann,pio2toann
裁判,tshâi-phuànn,25,chhâi-phòaⁿ,tshai5phuann3,chhai5phoann3
製程,tsè-thîng,25,chè-thêng,tse3thing5,che3theng5
複製,ho̍k-tsè,25,ho̍k-chè,hok8tse3,hok8che3
視窗,sī-thang,25,sī-thang,si7thang,si7thang
角球,kak-kiû,25,kak-kiû,kakkiu5,kakkiu5
角球,khòo-nah,25,khò͘-nah,khoo3nah,khoo3nah
角膜,kak-mo̍oh,25,kak-mo̍͘h,kakmooh8,kakmooh8
觱卡,pi-khah,25,pi-khah,pikhah,pikhah
設定,siat-tīng,25,siat-tēng,siatting7,siatteng7
論壇,lūn-tuânn,25,lūn-tôaⁿ,lun7tuann5,lun7toann5
讀取,tho̍k-tshí,25,tho̍k-chhí,thok8tshi2,thok8chhi2
讀取,tho̍k-tshú,25,tho̍k-chhú,thok8tshu2,thok8chhu2
豁免,hat-bián,25,hat-bián,hatbian2,hatbian2
豆包,tāu-pau,25,tāu-pau,tau7pau,tau7pau
豆枝,tāu-ki,25,tāu-ki,tau7ki,tau7ki
豆皮,tāu-phuê,25,tāu-phôe,tau7phue5,tau7phoe5
豆皮,tāu-phê,25,tāu-phê,tau7phe5,tau7phe5
豆雞,tāu-ke,25,tāu-ke,tau7ke,tau7ke
豆雞,tāu-kue,25,tāu-koe,tau7kue,tau7koe
象棋,tshiūnn-kî,25,chhiūⁿ-kî,tshiunn7ki5,chhiunn7ki5
貼圖,tah-tôo,25,tah-tô͘,tahtoo5,tahtoo5
贊助,tsàn-tsōo,25,chàn-chō͘,tsan3tsoo7,chan3choo7
赤砂,tshiah-sua,25,chhiah-soa,tshiahsua,chhiahsoa
超馬,tshiau-má,25,chhiau-má,tshiauma2,chhiauma2
越位,ua̍t-uī,25,oa̍t-ūi,uat8ui7,oat8ui7
趨冰,tshu-ping,25,chhu-peng,tshuping,chhupeng
趨枋,tshu-pang,25,chhu-pang,tshupang,chhupang
趨水,tshu-tsuí,25,chhu-chúi,tshutsui2,chhuchui2
跑者,pháu-tsiá,25,pháu-chiá,phau2tsia2,phau2chia2
跑酷,pháu-khok,25,pháu-khok,phau2khok,phau2khok
跤球,kha-kiû,25,kha-kiû,khakiu5,khakiu5
跨年,khuà-nî,25,khòa-nî,khua3ni5,khoa3ni5
跨欄,khuà-lân,25,khòa-lân,khua3lan5,khoa3lan5
跳床,thiàu-tshn̂g,25,thiàu-chhn̂g,thiau3tshng5,thiau3chhng5
跳水,thiàu-tsuí,25,thiàu-chúi,thiau3tsui2,thiau3chui2
跳遠,thiàu-hn̄g,25,thiàu-hn̄g,thiau3hng7,thiau3hng7
跳馬,thiàu-bé,25,thiàu-bé,thiau3be2,thiau3be2
踢拳,that-kûn,25,that-kûn,thatkun5,thatkun5
軍刀,kun-to,25,kun-to,kunto,kunto
軍棋,kun-kî,25,kun-kî,kunki5,kunki5
軍閥,kun-hua̍t,25,kun-hoa̍t,kunhuat8,kunhoat8
軟糖,nńg-thn̂g,25,nńg-thn̂g,nng2thng5,nng2thng5
軟轎,nńg-kiō,25,nńg-kiō,nng2kio7,nng2kio7
軟餅,nńg-piánn,25,nńg-piáⁿ,nng2piann2,nng2piann2
軟體,nńg-thé,25,nńg-thé,nng2the2,nng2the2
載入,tsài-ji̍p,25,chài-ji̍p,tsai3jip8,chai3jip8
載入,tsài-li̍p,25,chài-li̍p,tsai3lip8,chai3lip8
載具,tsài-khū,25,chài-khū,tsai3khu7,chai3khu7
載具,tsài-kū,25,chài-kū,tsai3ku7,chai3ku7
輕鐵,khin-thih,25,khin-thih,khinthih,khinthih
輝瑞,hui-suī,25,hui-sūi,huisui7,huisui7
轉翕,tsuán-hip,25,choán-hip,tsuan2hip,choan2hip
迒年,hānn-nî,25,hāⁿ-nî,hann7ni5,hann7ni5
追劇,tui-kio̍k,25,tui-kio̍k,tuikiok8,tuikiok8
追星,tui-tshenn,25,tui-chheⁿ,tuitshenn,tuichhenn
追星,tui-tshinn,25,tui-chhiⁿ,tuitshinn,tuichhinn
逝懸,tsuā-kuân,25,chōa-koân,tsua7kuan5,choa7koan5
逝距,tsuā-kī,25,chōa-kī,tsua7ki7,choa7ki7
逝距,tsuā-kū,25,chōa-kū,tsua7ku7,choa7ku7
連結,liân-kiat,25,liân-kiat,lian5kiat,lian5kiat
遊戲,iû-hì,25,iû-hì,iu5hi3,iu5hi3
運球,ūn-kiû,25,ūn-kiû,un7kiu5,un7kiu5
過濾,kuè-lī,25,kòe-lī,kue3li7,koe3li7
過濾,kè-lū,25,kè-lū,ke3lu7,ke3lu7
遏子,at-tsí,25,at-chí,attsi2,atchi2
遮罩,jia-tà,25,jia-tà,jiata3,jiata3
遮罩,jia-tàu,25,jia-tàu,jiatau3,jiatau3
選項,suán-hāng,25,soán-hāng,suan2hang7,soan2hang7
邊境,pian-kíng,25,pian-kéng,pianking2,piankeng2
配套,phuè-thò,25,phòe-thò,phue3tho3,phoe3tho3
配套,phè-thò,25,phè-thò,phe3tho3,phe3tho3
配送,phuè-sàng,25,phòe-sàng,phue3sang3,phoe3sang3
配送,phè-sàng,25,phè-sàng,phe3sang3,phe3sang3
酥油,soo-iû,25,so͘-iû,sooiu5,sooiu5
酥皮,soo-phuê,25,so͘-phôe,soophue5,soophoe5
酥皮,soo-phê,25,so͘-phê,soophe5,soophe5
酵母,kànn-bó,25,kàⁿ-bó,kann3bo2,kann3bo2
酵母,kànn-bú,25,kàⁿ-bú,kann3bu2,kann3bu2
酸豆,sng-tāu,25,sng-tāu,sngtau7,sngtau7
醣類,thn̂g-luī,25,thn̂g-lūi,thng5lui7,thng5lui7
釉皮,iu-phuê,25,iu-phôe,iuphue5,iuphoe5
釉皮,iu-phê,25,iu-phê,iuphe5,iuphe5
重巡,tîng-sûn,25,têng-sûn,ting5sun5,teng5sun5
重播,tîng-pò,25,têng-pò,ting5po3,teng5po3
野手,iá-tshiú,25,iá-chhiú,ia2tshiu2,ia2chhiu2
野球,iá-kiû,25,iá-kiû,ia2kiu5,ia2kiu5
金棗,kim-tsó,25,kim-chó,kimtso2,kimcho2
金粉,kim-hún,25,kim-hún,kimhun2,kimhun2
釘鞋,ting-uê,25,teng-ôe,tingue5,tengoe5
釘鞋,ting-ê,25,teng-ê,tinge5,tenge5
針織,tsiam-tsit,25,chiam-chit,tsiamtsit,chiamchit
鈍劍,tun-kiàm,25,tun-kiàm,tunkiam3,tunkiam3
鉛球,iân-kiû,25,iân-kiû,ian5kiu5,ian5kiu5
鉼頂,pín-tíng,25,pín-téng,pin2ting2,pin2teng2
鋒面,hong-bīn,25,hong-bīn,hongbin7,hongbin7
鋪文,phoo-bûn,25,pho͘-bûn,phoobun5,phoobun5
鍋貼,ko-tah,25,ko-tah,kotah,kotah
鎖舞,só-bú,25,só-bú,so2bu2,so2bu2
鏈球,liān-kiû,25,liān-kiû,lian7kiu5,lian7kiu5
鐵卵,thih-nn̄g,25,thih-nn̄g,thihnng7,thihnng7
鐵餅,thih-piánn,25,thih-piáⁿ,thihpiann2,thihpiann2
鑢卡,lù-khah,25,lù-khah,lu3khah,lu3khah
鑿花,tsha̍k-hue,25,chha̍k-hoe,tshak8hue,chhak8hoe
長拳,tn̂g-kûn,25,tn̂g-kûn,tng5kun5,tng5kun5
長跑,tn̂g-pháu,25,tn̂g-pháu,tng5phau2,tng5phau2
門將,mn̂g-tsiòng,25,mn̂g-chiòng,mng5tsiong3,mng5chiong3
開弓,khui-king,25,khui-keng,khuiking,khuikeng
開球,khui-kiû,25,khui-kiû,khuikiu5,khuikiu5
開關,khai-kuan,25,khai-koan,khaikuan,khaikoan
閣揆,koh-kuî,25,koh-kûi,kohkui5,kohkui5
閹殘,iam-tsân,25,iam-chân,iamtsan5,iamchan5
阻尼,tsóo-lî,25,chó͘-lî,tsoo2li5,choo2li5
阻尼,tsóo-nî,25,chó͘-nî,tsoo2ni5,choo2ni5
雙打,siang-tánn,25,siang-táⁿ,siangtann2,siangtann2
雙槓,siang-kǹg,25,siang-kǹg,siangkng3,siangkng3
雙殺,siang-sat,25,siang-sat,siangsat,siangsat
雞胘,ke-kiān,25,ke-kiān,kekian7,kekian7
雞胘,kue-kiān,25,koe-kiān,kuekian7,koekian7
雞跤,ke-kha,25,ke-kha,kekha,kekha
雞跤,kue-kha,25,koe-kha,kuekha,koekha
雪堡,seh-pó,25,seh-pó,sehpo2,sehpo2
雪橇,seh-khiau,25,seh-khiau,sehkhiau,sehkhiau
雪車,seh-tshia,25,seh-chhia,sehtshia,sehchhia
雷根,luî-kin,25,lûi-kin,lui5kin,lui5kin
雷根,luî-kun,25,lûi-kun,lui5kun,lui5kun
電競,tiān-kīng,25,tiān-kēng,tian7king7,tian7keng7
電鋸,tiān-kì,25,tiān-kì,tian7ki3,tian7ki3
電鋸,tiān-kù,25,tiān-kù,tian7ku3,tian7ku3
電鍍,tiān-tōo,25,tiān-tō͘,tian7too7,tian7too7
霧面,bū-bīn,25,bū-bīn,bu7bin7,bu7bin7
霸凌,pà-lîng,25,pà-lêng,pa3ling5,pa3leng5
青稞,tshenn-kho,25,chheⁿ-kho,tshennkho,chhennkho
青稞,tshinn-kho,25,chhiⁿ-kho,tshinnkho,chhinnkho
青耆,tshenn-kî,25,chheⁿ-kî,tshennki5,chhennki5
青耆,tshinn-kî,25,chhiⁿ-kî,tshinnki5,chhinnki5
青醬,tshenn-tsiùnn,25,chheⁿ-chiùⁿ,tshenntsiunn3,chhennchiunn3
青醬,tshinn-tsiùnn,25,chhiⁿ-chiùⁿ,tshinntsiunn3,chhinnchiunn3
面板,bīn-pán,25,bīn-pán,bin7pan2,bin7pan2
面罩,bīn-tà,25,bīn-tà,bin7ta3,bin7ta3
面膜,bīn-mo̍oh,25,bīn-mo̍͘h,bin7mooh8,bin7mooh8
面霜,bīn-song,25,bīn-song,bin7song,bin7song
靶心,pé-sim,25,pé-sim,pe2sim,pe2sim
鞍馬,uann-bé,25,oaⁿ-bé,uannbe2,oannbe2
音量,im-liōng,25,im-liōng,imliong7,imliong7
預覽,ī-lám,25,ī-lám,i7lam2,i7lam2
預覽,ū-lám,25,ū-lám,u7lam2,u7lam2
預設,ī-siat,25,ī-siat,i7siat,i7siat
預設,ū-siat,25,ū-siat,u7siat,u7siat
頓卡,tǹg-khah,25,tǹg-khah,tng3khah,tng3khah
頓粉,tǹg-hún,25,tǹg-hún,tng3hun2,tng3hun2
頭頁,thâu-ia̍h,25,thâu-ia̍h,thau5iah8,thau5iah8
頷箍,ām-khoo,25,ām-kho͘,am7khoo,am7khoo
顏智,gân-tì,25,gân-tì,gan5ti3,gan5ti3
飛盤,hui-puânn,25,hui-pôaⁿ,huipuann5,huipoann5
飛輪,hui-lûn,25,hui-lûn,huilun5,huilun5
飛鳥,hui-niáu,25,hui-niáu,huiniau2,huiniau2
飛鳥,pue-tsiáu,25,poe-chiáu,puetsiau2,poechiau2
食色,tsia̍h-sik,25,chia̍h-sek,tsiah8sik,chiah8sek
餅𩛩,piánn-kauh,25,piáⁿ-kauh,piann2kauh,piann2kauh
香茅,hiang-m̂,25,hiang-m̂,hiangm5,hiangm5
香茅,hiong-hm̂,25,hiong-hm̂,hionghm5,hionghm5
香茅,hiunn-mâu,25,hiuⁿ-mâu,hiunnmau5,hiunnmau5
馬術,bé-su̍t,25,bé-su̍t,be2sut8,be2sut8
駐波,tsù-pho,25,chù-pho,tsu3pho,chu3pho
駭客,hái-kheh,25,hái-kheh,hai2kheh,hai2kheh
體操,thé-tshau,25,thé-chhau,the2tshau,the2chhau
鮮奶,tshinn-ling,25,chhiⁿ-leng,tshinnling,chhinnleng
鱸魚,lôo-hî,25,lô͘-hî,loo5hi5,loo5hi5
鱸魚,lôo-hû,25,lô͘-hû,loo5hu5,loo5hu5
鴿派,kap-phài,25,kap-phài,kapphai3,kapphai3
鷹派,ing-phài,25,eng-phài,ingphai3,engphai3
麥片,be̍h-phìnn,25,be̍h-phìⁿ,beh8phinn3,beh8phinn3
麥角,be̍h-kak,25,be̍h-kak,beh8kak,beh8kak
麩質,hu-tsit,25,hu-chit,hutsit,huchit
黃牌,n̂g-pâi,25,n̂g-pâi,ng5pai5,ng5pai5
點揤,tiám-tshi̍h,25,tiám-chhi̍h,tiam2tshih8,tiam2chhih8
點選,tiám-suán,25,tiám-soán,tiam2suan2,tiam2soan2
鼻刀,phīnn-to,25,phīⁿ-to,phinn7to,phinn7to
鼻柱,phīnn-thiāu,25,phīⁿ-thiāu,phinn7thiau7,phinn7thiau7
鼻翼,phīnn-si̍t,25,phīⁿ-si̍t,phinn7sit8,phinn7sit8
鼻腰,phīnn-io,25,phīⁿ-io,phinn7io,phinn7io
鼻頭,phīnn-thâu,25,phīⁿ-thâu,phinn7thau5,phinn7thau5
齒仔,gí-á,25,gí-á,gi2a2,gi2a2
齒仔,khí-á,25,khí-á,khi2a2,khi2a2
齒盤,khí-puânn,25,khí-pôaⁿ,khi2puann5,khi2poann5
龍船,liông-tsûn,25,liông-chûn,liong5tsun5,liong5chun5
龍船,lîng-tsûn,25,lêng-chûn,ling5tsun5,leng5chun5
𠕇仁,tīng-jîn,25,tēng-jîn,ting7jin5,teng7jin5
𠕇仁,tīng-lîn,25,tēng-lîn,ting7lin5,teng7lin5
𢯾枕,mooh-tsím,25,mo͘h-chím,moohtsim2,moohchim2
𪐞染,tòo-ní,25,tò͘-ní,too3ni2,too3ni2
Phóo-meh狗,phóo-meh-káu,16,phó͘-meh-káu,phoo2mehkau2,phoo2mehkau2
Uí-sīr-kih,uí-sīr-kih,16,úi-sīr-kih,ui2sir7kih,ui2sir7kih
Uí-sū-kih,uí-sū-kih,16,úi-sū-kih,ui2su7kih,ui2su7kih
a̋m-phái-ah,a̋m-phái-ah,16,ăm-phái-ah,amphai2ah,am9phai2ah
bok-sìn-gù,bok-sìn-gù,16,bok-sìn-gù,boksin3gu3,boksin3gu3
e-móo-jih,e-móo-jih,16,e-mó͘-jih,emoo2jih,emoo2jih
goo-lú-huh,goo-lú-huh,16,go͘-lú-huh,goolu2huh,goolu2huh
gá-suh 爐,gá-suh-lôo,16,gá-suh-lô͘,ga2suhloo5,ga2suhloo5
hah-suh 條,hah-suh-tiâu,16,hah-suh-tiâu,hahsuhtiau5,hahsuhtiau5
hah-suh 酥,hah-suh-soo,16,hah-suh-so͘,hahsuhsoo,hahsuhsoo
hah-sìr 條,hah-sìr-tiâu,16,hah-sìr-tiâu,hahsir3tiau5,hahsir3tiau5
hah-sìr 酥,hah-sìr-soo,16,hah-sìr-so͘,hahsir3soo,hahsir3soo
hoo-mú-láng,hoo-mú-láng,16,ho͘-mú-láng,hoomu2lang2,hoomu2lang2
hu-lìng-gah,hu-lìng-gah,16,hu-lèng-gah,huling3gah,huleng3gah
huá-sū-tooh,huá-sū-tooh,16,hóa-sū-to͘h,hua2su7tooh,hoa2su7tooh
khu-lì-mù,khu-lì-mù,16,khu-lì-mù,khuli3mu3,khuli3mu3
khú-khih餅,khú-khih-piánn,16,khú-khih-piáⁿ,khu2khihpiann2,khu2khihpiann2
khőng-niá-kuh,khőng-niá-kuh,16,khŏng-niá-kuh,khongnia2kuh,khong9nia2kuh
lè-hù-tooh,lè-hù-tooh,16,lè-hù-to͘h,le3hu3tooh,le3hu3tooh
lìn-gòo派,lìn-gòo-phài,16,lìn-gò͘-phài,lin3goo3phai3,lin3goo3phai3
ma-sá-lah,ma-sá-lah,16,ma-sá-lah,masa2lah,masa2lah
oo-mú 卵,oo-mú-nn̄g,16,o͘-mú-nn̄g,oomu2nng7,oomu2nng7
phián-khè-khò,phián-khè-khò,16,phián-khè-khò,phian2khe3kho3,phian2khe3kho3
se-khàn-tooh,se-khàn-tooh,16,se-khàn-to͘h,sekhan3tooh,sekhan3tooh
sia̍k-siú-khah,sia̍k-siú-khah,16,sia̍k-siú-khah,siak8siu2khah,siak8siu2khah
tshì-sìr餅,tshì-sìr-piánn,16,chhì-sìr-piáⁿ,tshi3sir3piann2,chhi3sir3piann2
tshì-sù餅,tshì-sù-piánn,16,chhì-sù-piáⁿ,tshi3su3piann2,chhi3su3piann2
一壘手,it-luí-tshiú,16,it-lúi-chhiú,itlui2tshiu2,itlui2chhiu2
一夜干,it-iā-kuann,16,it-iā-koaⁿ,itia7kuann,itia7koann
三不等,sam-put-tíng,16,sam-put-téng,samputting2,samputteng2
三分球,sann-hun-kiû,16,saⁿ-hun-kiû,sannhunkiu5,sannhunkiu5
三壘手,sann-luí-tshiú,16,saⁿ-lúi-chhiú,sannlui2tshiu2,sannlui2chhiu2
三日賽,sann-ji̍t-sài,16,saⁿ-ji̍t-sài,sannjit8sai3,sannjit8sai3
三日賽,sann-li̍t-sài,16,saⁿ-li̍t-sài,sannlit8sai3,sannlit8sai3
三角錐,sann-kak-tsui,16,saⁿ-kak-chui,sannkaktsui,sannkakchui
三項賽,sann-hāng-sài,16,saⁿ-hāng-sài,sannhang7sai3,sannhang7sai3
上細化,siōng-suè-huà,16,siōng-sòe-hòa,siong7sue3hua3,siong7soe3hoa3
上細化,siōng-sè-huà,16,siōng-sè-hòa,siong7se3hua3,siong7se3hoa3
下一步,ē-tsi̍t-pōo,16,ē-chi̍t-pō͘,e7tsit8poo7,e7chit8poo7
下半場,ē-puànn-tiûnn,16,ē-pòaⁿ-tiûⁿ,e7puann3tiunn5,e7poann3tiunn5
下目箍,ē-ba̍k-khoo,16,ē-ba̍k-kho͘,e7bak8khoo,e7bak8khoo
下目蚶,ē-ba̍k-ham,16,ē-ba̍k-ham,e7bak8ham,e7bak8ham
下頦線,ē-hâi-suànn,16,ē-hâi-sòaⁿ,e7hai5suann3,e7hai5soann3
下頦角,ē-hâi-kak,16,ē-hâi-kak,e7hai5kak,e7hai5kak
下頦觳,ē-hâi-khok,16,ē-hâi-khok,e7hai5khok,e7hai5khok
不織布,put-tsit-pòo,16,put-chit-pò͘,puttsitpoo3,putchitpoo3
中長跑,tiong-tn̂g-pháu,16,tiong-tn̂g-pháu,tiongtng5phau2,tiongtng5phau2
主動肌,tsú-tōng-ki,16,chú-tōng-ki,tsu2tong7ki,chu2tong7ki
