hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev
木球,bo̍k-kiû,25,bo̍k-kiû,bok8kiu5,bok8kiu5,bokkiu,bokkiu,bk,bk
松露,siông-lōo,25,siông-lō͘,siong5loo7,siong5loo7,siongloo,siongloo,sl,sl
板球,pán-kiû,25,pán-kiû,pan2kiu5,pan2kiu5,pankiu,pankiu,pk,pk
果凍,kó-tàng,25,kó-tàng,ko2tang3,ko2tang3,kotang,kotang,kt,kt
果膠,kó-ka,25,kó-ka,ko2ka,ko2ka,koka,koka,kk,kk
枝豆,ki-tāu,25,ki-tāu,kitau7,kitau7,kitau,kitau,kt,kt
柔術,jiû-su̍t,25,jiû-su̍t,jiu5sut8,jiu5sut8,jiusut,jiusut,js,js
柔道,jiû-tō,25,jiû-tō,jiu5to7,jiu5to7,jiuto,jiuto,jt,jt
柴狗,tshâ-káu,25,chhâ-káu,tsha5kau2,chha5kau2,tshakau,chhakau,tk,ck
栓窒,sng-that,25,sng-that,sngthat,sngthat,sngthat,sngthat,st,st
栗子,la̍t-tsí,25,la̍t-chí,lat8tsi2,lat8chi2,lattsi,latchi,lt,lc
核心,hi̍k-sim,25,he̍k-sim,hik8sim,hek8sim,hiksim,heksim,hs,hs
核桃,hu̍t-thô,25,hu̍t-thô,hut8tho5,hut8tho5,huttho,huttho,ht,ht
格式,keh-sik,25,keh-sek,kehsik,kehsek,kehsik,kehsek,ks,ks
桌球,toh-kiû,25,toh-kiû,tohkiu5,tohkiu5,tohkiu,tohkiu,tk,tk
桌遊,toh-iû,25,toh-iû,tohiu5,tohiu5,tohiu,tohiu,ti,ti
桔仔,kiat-á,25,kiat-á,kiata2,kiata2,kiata,kiata,ka,ka
梅仔,muê-á,25,môe-á,mue5a2,moe5a2,muea,moea,ma,ma
梅仔,m̂-á,25,m̂-á,m5a2,m5a2,ma,ma,ma,ma
條碼,tiâu-bé,25,tiâu-bé,tiau5be2,tiau5be2,tiaube,tiaube,tb,tb
棍術,kùn-su̍t,25,kùn-su̍t,kun3sut8,kun3sut8,kunsut,kunsut,ks,ks
棒球,pāng-kiû,25,pāng-kiû,pang7kiu5,pang7kiu5,pangkiu,pangkiu,pk,pk
棗仔,tsó-á,25,chó-á,tso2a2,cho2a2,tsoa,choa,ta,ca
棲地,tshe-tuē,25,chhe-tōe,tshetue7,chhetoe7,tshetue,chhetoe,tt,ct
棲地,tshe-tē,25,chhe-tē,tshete7,chhete7,tshete,chhete,tt,ct
椰果,iâ-kó,25,iâ-kó,ia5ko2,ia5ko2,iako,iako,ik,ik
椰漿,iâ-tsiunn,25,iâ-chiuⁿ,ia5tsiunn,ia5chiunn,iatsiunn,iachiunn,it,ic
槌球,thuî-kiû,25,thûi-kiû,thui5kiu5,thui5kiu5,thuikiu,thuikiu,tk,tk
槍術,tshiunn-su̍t,25,chhiuⁿ-su̍t,tshiunnsut8,chhiunnsut8,tshiunnsut,chhiunnsut,ts,cs
槓鈴,kǹg-lîng,25,kǹg-lêng,kng3ling5,kng3leng5,kngling,kngleng,kl,kl
標槍,pio-tshiunn,25,pio-chhiuⁿ,piotshiunn,piochhiunn,piotshiunn,piochhiunn,pt,pc
標題,phiau-tuê,25,phiau-tôe,phiautue5,phiautoe5,phiautue,phiautoe,pt,pt
標題,phiau-tê,25,phiau-tê,phiaute5,phiaute5,phiaute,phiaute,pt,pt
標題,piau-tuê,25,piau-tôe,piautue5,piautoe5,piautue,piautoe,pt,pt
標題,piau-tê,25,piau-tê,piaute5,piaute5,piaute,piaute,pt,pt
模板,bôo-pán,25,bô͘-pán,boo5pan2,boo5pan2,boopan,boopan,bp,bp
樹掛,tshiū-kuà,25,chhiū-kòa,tshiu7kua3,chhiu7koa3,tshiukua,chhiukoa,tk,ck
橄欖,kan-ná,25,kan-ná,kanna2,kanna2,kanna,kanna,kn,kn
橋牌,kiô-pâi,25,kiô-pâi,kio5pai5,kio5pai5,kiopai,kiopai,kp,kp
檢視,kiám-sī,25,kiám-sī,kiam2si7,kiam2si7,kiamsi,kiamsi,ks,ks
歇暝,hioh-mê,25,hioh-mê,hiohme5,hiohme5,hiohme,hiohme,hm,hm
歇暝,hioh-mî,25,hioh-mî,hiohmi5,hiohmi5,hiohmi,hiohmi,hm,hm
正子,tsiànn-jí,25,chiàⁿ-jí,tsiann3ji2,chiann3ji2,tsiannji,chiannji,tj,cj
正子,tsiànn-lí,25,chiàⁿ-lí,tsiann3li2,chiann3li2,tsiannli,chiannli,tl,cl
正齒,tsiànn-khí,25,chiàⁿ-khí,tsiann3khi2,chiann3khi2,tsiannkhi,chiannkhi,tk,ck
武術,bú-su̍t,25,bú-su̍t,bu2sut8,bu2sut8,busut,busut,bs,bs
歹球,pháinn-kiû,25,pháiⁿ-kiû,phainn2kiu5,phainn2kiu5,phainnkiu,phainnkiu,pk,pk
段位,tuānn-uī,25,tōaⁿ-ūi,tuann7ui7,toann7ui7,tuannui,toannui,tu,tu
段落,tuānn-lo̍h,25,tōaⁿ-lo̍h,tuann7loh8,toann7loh8,tuannloh,toannloh,tl,tl
殺球,sat-kiû,25,sat-kiû,satkiu5,satkiu5,satkiu,satkiu,sk,sk
毛筅,mn̂g-tshíng,25,mn̂g-chhéng,mng5tshing2,mng5chheng2,mngtshing,mngchheng,mt,mc
毛豆,môo-tāu,25,mô͘-tāu,moo5tau7,moo5tau7,mootau,mootau,mt,mt
氣糋,khì-tsìnn,25,khì-chìⁿ,khi3tsinn3,khi3chinn3,khitsinn,khichinn,kt,kc
水球,tsuí-kiû,25,chúi-kiû,tsui2kiu5,chui2kiu5,tsuikiu,chuikiu,tk,ck
水蓮,tsuí-liân,25,chúi-liân,tsui2lian5,chui2lian5,tsuilian,chuilian,tl,cl
水螅,tsuí-sik,25,chúi-sek,tsui2sik,chui2sek,tsuisik,chuisek,ts,cs
水豬,tsuí-ti,25,chúi-ti,tsui2ti,chui2ti,tsuiti,chuiti,tt,ct
水豬,tsuí-tu,25,chúi-tu,tsui2tu,chui2tu,tsuitu,chuitu,tt,ct
決賽,kuat-sài,25,koat-sài,kuatsai3,koatsai3,kuatsai,koatsai,ks,ks
沙拉,sa-la,25,sa-la,sala,sala,sala,sala,sl,sl
河內,hô-luē,25,hô-lōe,ho5lue7,ho5loe7,holue,holoe,hl,hl
油鯃,iû-ngôo,25,iû-ngô͘,iu5ngoo5,iu5ngoo5,iungoo,iungoo,in,in
法鬥,huat-tàu,25,hoat-tàu,huattau3,hoattau3,huattau,hoattau,ht,ht
泛舟,huàn-tsiu,25,hoàn-chiu,huan3tsiu,hoan3chiu,huantsiu,hoanchiu,ht,hc
泡芙,phàu-hû,25,phàu-hû,phau3hu5,phau3hu5,phauhu,phauhu,ph,ph
泰拳,thài-kûn,25,thài-kûn,thai3kun5,thai3kun5,thaikun,thaikun,tk,tk
浮粉,phû-hún,25,phû-hún,phu5hun2,phu5hun2,phuhun,phuhun,ph,ph
浸油,tsìm-iû,25,chìm-iû,tsim3iu5,chim3iu5,tsimiu,chimiu,ti,ci
液化,i̍k-huà,25,e̍k-hòa,ik8hua3,ek8hoa3,ikhua,ekhoa,ih,eh
涼麵,liâng-mī,25,liâng-mī,liang5mi7,liang5mi7,liangmi,liangmi,lm,lm
淋巴,lîm-pa,25,lîm-pa,lim5pa,lim5pa,limpa,limpa,lp,lp
淡斑,tām-pan,25,tām-pan,tam7pan,tam7pan,tampan,tampan,tp,tp
深跍,tshim-khû,25,chhim-khû,tshimkhu5,chhimkhu5,tshimkhu,chhimkhu,tk,ck
游標,iû-phiau,25,iû-phiau,iu5phiau,iu5phiau,iuphiau,iuphiau,ip,ip
游標,iû-piau,25,iû-piau,iu5piau,iu5piau,iupiau,iupiau,ip,ip
湯餃,thng-kiáu,25,thng-kiáu,thngkiau2,thngkiau2,thngkiau,thngkiau,tk,tk
滑鼠,ku̍t-tshí,25,ku̍t-chhí,kut8tshi2,kut8chhi2,kuttshi,kutchhi,kt,kc
滑鼠,ku̍t-tshú,25,ku̍t-chhú,kut8tshu2,kut8chhu2,kuttshu,kutchhu,kt,kc
滾輪,kún-lûn,25,kún-lûn,kun2lun5,kun2lun5,kunlun,kunlun,kl,kl
漸層,tsiām-tsân,25,chiām-chân,tsiam7tsan5,chiam7chan5,tsiamtsan,chiamchan,tt,cc
澄清,tîng-tshing,25,têng-chheng,ting5tshing,teng5chheng,tingtshing,tengchheng,tt,tc
灌籃,kuàn-nâ,25,koàn-nâ,kuan3na5,koan3na5,kuanna,koanna,kn,kn
火腿,hué-thuí,25,hóe-thúi,hue2thui2,hoe2thui2,huethui,hoethui,ht,ht
火腿,hé-thuí,25,hé-thúi,he2thui2,he2thui2,hethui,hethui,ht,ht
炊飯,tshe-pn̄g,25,chhe-pn̄g,tshepng7,chhepng7,tshepng,chhepng,tp,cp
炊飯,tshue-pn̄g,25,chhoe-pn̄g,tshuepng7,chhoepng7,tshuepng,chhoepng,tp,cp
烏麥,oo-be̍h,25,o͘-be̍h,oobeh8,oobeh8,oobeh,oobeh,ob,ob
烘焙,hang-puē,25,hang-pōe,hangpue7,hangpoe7,hangpue,hangpoe,hp,hp
烘焙,hang-pē,25,hang-pē,hangpe7,hangpe7,hangpe,hangpe,hp,hp
烘箱,hang-siunn,25,hang-siuⁿ,hangsiunn,hangsiunn,hangsiunn,hangsiunn,hs,hs
烘雞,hang-ke,25,hang-ke,hangke,hangke,hangke,hangke,hk,hk
烘雞,hang-kue,25,hang-koe,hangkue,hangkoe,hangkue,hangkoe,hk,hk
焐卡,ù-khah,25,ù-khah,u3khah,u3khah,ukhah,ukhah,uk,uk
焙果,puē-kó,25,pōe-kó,pue7ko2,poe7ko2,pueko,poeko,pk,pk
焙果,pē-kó,25,pē-kó,pe7ko2,pe7ko2,peko,peko,pk,pk
焙茶,puē-tê,25,pōe-tê,pue7te5,poe7te5,puete,poete,pt,pt
焙茶,pē-tê,25,pē-tê,pe7te5,pe7te5,pete,pete,pt,pt
焦距,tsiau-kī,25,chiau-kī,tsiauki7,chiauki7,tsiauki,chiauki,tk,ck
焦距,tsiau-kū,25,chiau-kū,tsiauku7,chiauku7,tsiauku,chiauku,tk,ck
煎包,tsian-pau,25,chian-pau,tsianpau,chianpau,tsianpau,chianpau,tp,cp
煎餅,tsian-piánn,25,chian-piáⁿ,tsianpiann2,chianpiann2,tsianpiann,chianpiann,tp,cp
煙雞,ian-ke,25,ian-ke,ianke,ianke,ianke,ianke,ik,ik
煙雞,ian-kue,25,ian-koe,iankue,iankoe,iankue,iankoe,ik,ik
煮食,tsú-tsia̍h,25,chú-chia̍h,tsu2tsiah8,chu2chiah8,tsutsiah,chuchiah,tt,cc
熊市,hîm-tshī,25,hîm-chhī,him5tshi7,him5chhi7,himtshi,himchhi,ht,hc
熱量,jia̍t-liōng,25,jia̍t-liōng,jiat8liong7,jiat8liong7,jiatliong,jiatliong,jl,jl
熱量,lia̍t-liōng,25,lia̍t-liōng,liat8liong7,liat8liong7,liatliong,liatliong,ll,ll
熱點,jia̍t-tiám,25,jia̍t-tiám,jiat8tiam2,jiat8tiam2,jiattiam,jiattiam,jt,jt
熱點,lia̍t-tiám,25,lia̍t-tiám,liat8tiam2,liat8tiam2,liattiam,liattiam,lt,lt
熱齒,jia̍t-khí,25,jia̍t-khí,jiat8khi2,jiat8khi2,jiatkhi,jiatkhi,jk,jk
燕麥,iàn-be̍h,25,iàn-be̍h,ian3beh8,ian3beh8,ianbeh,ianbeh,ib,ib
牚夯,thènn-giâ,25,thèⁿ-giâ,thenn3gia5,thenn3gia5,thenngia,thenngia,tg,tg
牚夯,thìnn-giâ,25,thìⁿ-giâ,thinn3gia5,thinn3gia5,thinngia,thinngia,tg,tg
牛市,gû-tshī,25,gû-chhī,gu5tshi7,gu5chhi7,gutshi,guchhi,gt,gc
牛棚,gû-pênn,25,gû-pêⁿ,gu5penn5,gu5penn5,gupenn,gupenn,gp,gp
牛棚,gû-pînn,25,gû-pîⁿ,gu5pinn5,gu5pinn5,gupinn,gupinn,gp,gp
犯規,huān-kui,25,hoān-kui,huan7kui,hoan7kui,huankui,hoankui,hk,hk
狐獴,hôo-bông,25,hô͘-bông,hoo5bong5,hoo5bong5,hoobong,hoobong,hb,hb
狒狒,huì-huì,25,hùi-hùi,hui3hui3,hui3hui3,huihui,huihui,hh,hh
猴珠,kâu-tsu,25,kâu-chu,kau5tsu,kau5chu,kautsu,kauchu,kt,kc
珠光,tsu-kng,25,chu-kng,tsukng,chukng,tsukng,chukng,tk,ck
球迷,kiû-bê,25,kiû-bê,kiu5be5,kiu5be5,kiube,kiube,kb,kb
甘地,kam-tī,25,kam-tī,kamti7,kamti7,kamti,kamti,kt,kt
甜菜,tinn-tshài,25,tiⁿ-chhài,tinntshai3,tinnchhai3,tinntshai,tinnchhai,tt,tc
田徑,tiân-kìng,25,tiân-kèng,tian5king3,tian5keng3,tianking,tiankeng,tk,tk
甲烷,kah-uân,25,kah-oân,kahuan5,kahoan5,kahuan,kahoan,ku,ko
甲醇,kah-sûn,25,kah-sûn,kahsun5,kahsun5,kahsun,kahsun,ks,ks
留話,lâu-uē,25,lâu-ōe,lau5ue7,lau5oe7,lauue,lauoe,lu,lo
番鼠,huan-tshí,25,hoan-chhí,huantshi2,hoanchhi2,huantshi,hoanchhi,ht,hc
番鼠,huan-tshú,25,hoan-chhú,huantshu2,hoanchhu2,huantshu,hoanchhu,ht,hc
畫素,uē-sòo,25,ōe-sò͘,ue7soo3,oe7soo3,uesoo,oesoo,us,os
畫素,uī-sòo,25,ūi-sò͘,ui7soo3,ui7soo3,uisoo,uisoo,us,us
畫質,uē-tsit,25,ōe-chit,ue7tsit,oe7chit,uetsit,oechit,ut,oc
畫質,uī-tsit,25,ūi-chit,ui7tsit,ui7chit,uitsit,uichit,ut,uc
病尾,pēnn-bué,25,pēⁿ-bóe,penn7bue2,penn7boe2,pennbue,pennboe,pb,pb
病尾,pēnn-bé,25,pēⁿ-bé,penn7be2,penn7be2,pennbe,pennbe,pb,pb
登入,ting-ji̍p,25,teng-ji̍p,tingjip8,tengjip8,tingjip,tengjip,tj,tj
登出,ting-tshut,25,teng-chhut,tingtshut,tengchhut,tingtshut,tengchhut,tt,tc
發球,huat-kiû,25,hoat-kiû,huatkiu5,hoatkiu5,huatkiu,hoatkiu,hk,hk
白醬,pe̍h-tsiùnn,25,pe̍h-chiùⁿ,peh8tsiunn3,peh8chiunn3,pehtsiunn,pehchiunn,pt,pc
盜壘,tō-luí,25,tō-lúi,to7lui2,to7lui2,tolui,tolui,tl,tl
監交,kàm-kau,25,kàm-kau,kam3kau,kam3kau,kamkau,kamkau,kk,kk
盤舌,puânn-tsi̍h,25,pôaⁿ-chi̍h,puann5tsih8,poann5chih8,puanntsih,poannchih,pt,pc
目巡,ba̍k-sûn,25,ba̍k-sûn,bak8sun5,bak8sun5,baksun,baksun,bs,bs
目彩,ba̍k-tshái,25,ba̍k-chhái,bak8tshai2,bak8chhai2,baktshai,bakchhai,bt,bc
直播,ti̍t-pò,25,ti̍t-pò,tit8po3,tit8po3,titpo,titpo,tp,tp
相偃,sio-ián,25,sio-ián,sioian2,sioian2,sioian,sioian,si,si
眼影,gán-iánn,25,gán-iáⁿ,gan2iann2,gan2iann2,ganiann,ganiann,gi,gi
眼膜,gán-mo̍oh,25,gán-mo̍͘h,gan2mooh8,gan2mooh8,ganmooh,ganmooh,gm,gm
眼霜,gán-song,25,gán-song,gan2song,gan2song,gansong,gansong,gs,gs
短跑,té-pháu,25,té-pháu,te2phau2,te2phau2,tephau,tephau,tp,tp
石滬,tsio̍h-hōo,25,chio̍h-hō͘,tsioh8hoo7,chioh8hoo7,tsiohhoo,chiohhoo,th,ch
矽砂,si̍k-sua,25,se̍k-soa,sik8sua,sek8soa,siksua,seksoa,ss,ss
硩線,teh-suànn,25,teh-sòaⁿ,tehsuann3,tehsoann3,tehsuann,tehsoann,ts,ts
硬夯,ngē-giâ,25,ngē-giâ,nge7gia5,nge7gia5,ngegia,ngegia,ng,ng
硬夯,ngī-giâ,25,ngī-giâ,ngi7gia5,ngi7gia5,ngigia,ngigia,ng,ng
硬體,ngē-thé,25,ngē-thé,nge7the2,nge7the2,ngethe,ngethe,nt,nt
硬體,ngī-thé,25,ngī-thé,ngi7the2,ngi7the2,ngithe,ngithe,nt,nt
磕網,kha̍p-bāng,25,kha̍p-bāng,khap8bang7,khap8bang7,khapbang,khapbang,kb,kb
社畜,siā-thiok,25,siā-thiok,sia7thiok,sia7thiok,siathiok,siathiok,st,st
移工,î-kang,25,î-kang,i5kang,i5kang,ikang,ikang,ik,ik
競行,kìng-kiânn,25,kèng-kiâⁿ,king3kiann5,keng3kiann5,kingkiann,kengkiann,kk,kk
競行,kīng-kiânn,25,kēng-kiâⁿ,king7kiann5,keng7kiann5,kingkiann,kengkiann,kk,kk
笑痕,tshiò-hûn,25,chhiò-hûn,tshio3hun5,chhio3hun5,tshiohun,chhiohun,th,ch
笑豆,tshiò-tāu,25,chhiò-tāu,tshio3tau7,chhio3tau7,tshiotau,chhiotau,tt,ct
箭靶,tsìnn-pé,25,chìⁿ-pé,tsinn3pe2,chinn3pe2,tsinnpe,chinnpe,tp,cp
篩選,thai-suán,25,thai-soán,thaisuan2,thaisoan2,thaisuan,thaisoan,ts,ts
籃球,nâ-kiû,25,nâ-kiû,na5kiu5,na5kiu5,nakiu,nakiu,nk,nk
米線,bí-suànn,25,bí-sòaⁿ,bi2suann3,bi2soann3,bisuann,bisoann,bs,bs
粉刺,hún-tshì,25,hún-chhì,hun2tshi3,hun2chhi3,huntshi,hunchhi,ht,hc
粉底,hún-tué,25,hún-tóe,hun2tue2,hun2toe2,huntue,huntoe,ht,ht
粉底,hún-té,25,hún-té,hun2te2,hun2te2,hunte,hunte,ht,ht
粉條,hún-tiâu,25,hún-tiâu,hun2tiau5,hun2tiau5,huntiau,huntiau,ht,ht
粉肝,hún-kuann,25,hún-koaⁿ,hun2kuann,hun2koann,hunkuann,hunkoann,hk,hk
粉腸,hún-tn̂g,25,hún-tn̂g,hun2tng5,hun2tng5,huntng,huntng,ht,ht
粉腸,hún-tshiâng,25,hún-chhiâng,hun2tshiang5,hun2chhiang5,huntshiang,hunchhiang,ht,hc
粉膏,hún-ko,25,hún-ko,hun2ko,hun2ko,hunko,hunko,hk,hk
粉餅,hún-piánn,25,hún-piáⁿ,hun2piann2,hun2piann2,hunpiann,hunpiann,hp,hp
粗體,tshoo-thé,25,chho͘-thé,tshoothe2,chhoothe2,tshoothe,chhoothe,tt,ct
粿仔,ké-á,25,ké-á,ke2a2,ke2a2,kea,kea,ka,ka
糋路,tsìnn-lōo,25,chìⁿ-lō͘,tsinn3loo7,chinn3loo7,tsinnloo,chinnloo,tl,cl
糖霜,thn̂g-sng,25,thn̂g-sng,thng5sng,thng5sng,thngsng,thngsng,ts,ts
紅牌,âng-pâi,25,âng-pâi,ang5pai5,ang5pai5,angpai,angpai,ap,ap
紅醬,âng-tsiùnn,25,âng-chiùⁿ,ang5tsiunn3,ang5chiunn3,angtsiunn,angchiunn,at,ac
紋斑,bûn-pan,25,bûn-pan,bun5pan,bun5pan,bunpan,bunpan,bp,bp
級差,kip-tsha,25,kip-chha,kiptsha,kipchha,kiptsha,kipchha,kt,kc
素肉,sòo-bah,25,sò͘-bah,soo3bah,soo3bah,soobah,soobah,sb,sb
素顏,sòo-gân,25,sò͘-gân,soo3gan5,soo3gan5,soogan,soogan,sg,sg
組手,tsoo-tshiú,25,cho͘-chhiú,tsootshiu2,choochhiu2,tsootshiu,choochhiu,tt,cc
網址,bāng-tsí,25,bāng-chí,bang7tsi2,bang7chi2,bangtsi,bangchi,bt,bc
網球,bāng-kiû,25,bāng-kiû,bang7kiu5,bang7kiu5,bangkiu,bangkiu,bk,bk
網紅,bāng-âng,25,bāng-âng,bang7ang5,bang7ang5,bangang,bangang,ba,ba
網衝,bāng-tshìng,25,bāng-chhèng,bang7tshing3,bang7chheng3,bangtshing,bangchheng,bt,bc
緩刑,uān-hîng,25,oān-hêng,uan7hing5,oan7heng5,uanhing,oanheng,uh,oh
縮圖,sok-tôo,25,sok-tô͘,soktoo5,soktoo5,soktoo,soktoo,st,st
總匯,tsóng-huē,25,chóng-hōe,tsong2hue7,chong2hoe7,tsonghue,chonghoe,th,ch
罰球,hua̍t-kiû,25,hoa̍t-kiû,huat8kiu5,hoat8kiu5,huatkiu,hoatkiu,hk,hk
美白,bí-pe̍h,25,bí-pe̍h,bi2peh8,bi2peh8,bipeh,bipeh,bp,bp
翻糖,huan-thn̂g,25,hoan-thn̂g,huanthng5,hoanthng5,huanthng,hoanthng,ht,ht
老妝,lāu-tsong,25,lāu-chong,lau7tsong,lau7chong,lautsong,lauchong,lt,lc
老茶,lāu-tê,25,lāu-tê,lau7te5,lau7te5,laute,laute,lt,lt
考古,khó-kóo,25,khó-kó͘,kho2koo2,kho2koo2,khokoo,khokoo,kk,kk
考銃,khó-tshìng,25,khó-chhèng,kho2tshing3,kho2chheng3,khotshing,khochheng,kt,kc
耳機,hī-ki,25,hī-ki,hi7ki,hi7ki,hiki,hiki,hk,hk
耳機,hīnn-ki,25,hīⁿ-ki,hinn7ki,hinn7ki,hinnki,hinnki,hk,hk
職場,tsit-tiûnn,25,chit-tiûⁿ,tsittiunn5,chittiunn5,tsittiunn,chittiunn,tt,ct
聽牌,thiann-pâi,25,thiaⁿ-pâi,thiannpai5,thiannpai5,thiannpai,thiannpai,tp,tp
肉桂,jio̍k-kuì,25,jio̍k-kùi,jiok8kui3,jiok8kui3,jiokkui,jiokkui,jk,jk
肉桂,lio̍k-kuì,25,lio̍k-kùi,liok8kui3,liok8kui3,liokkui,liokkui,lk,lk
胡桃,ôo-thô,25,ô͘-thô,oo5tho5,oo5tho5,ootho,ootho,ot,ot
胭脂,ian-tsi,25,ian-chi,iantsi,ianchi,iantsi,ianchi,it,ic
脂肪,tsi-hong,25,chi-hong,tsihong,chihong,tsihong,chihong,th,ch
脆球,tshè-kiû,25,chhè-kiû,tshe3kiu5,chhe3kiu5,tshekiu,chhekiu,tk,ck
脫單,thuat-tuann,25,thoat-toaⁿ,thuattuann,thoattoann,thuattuann,thoattoann,tt,tt
腰果,io-kó,25,io-kó,ioko2,ioko2,ioko,ioko,ik,ik
腹地,pak-tuē,25,pak-tōe,paktue7,paktoe7,paktue,paktoe,pt,pt
腹地,pak-tē,25,pak-tē,pakte7,pakte7,pakte,pakte,pt,pt
腿捒,thuí-sak,25,thúi-sak,thui2sak,thui2sak,thuisak,thuisak,ts,ts
腿法,thuí-huat,25,thúi-hoat,thui2huat,thui2hoat,thuihuat,thuihoat,th,th
膠質,ka-tsit,25,ka-chit,katsit,kachit,katsit,kachit,kt,kc
膨粉,phòng-hún,25,phòng-hún,phong3hun2,phong3hun2,phonghun,phonghun,ph,ph
臍帶,tsâi-tuà,25,châi-tòa,tsai5tua3,chai5toa3,tsaitua,chaitoa,tt,ct
航線,hâng-suànn,25,hâng-sòaⁿ,hang5suann3,hang5soann3,hangsuann,hangsoann,hs,hs
船桮,tsûn-pe,25,chûn-pe,tsun5pe,chun5pe,tsunpe,chunpe,tp,cp
船桮,tsûn-pue,25,chûn-poe,tsun5pue,chun5poe,tsunpue,chunpoe,tp,cp
船槳,tsûn-tsiúnn,25,chûn-chiúⁿ,tsun5tsiunn2,chun5chiunn2,tsuntsiunn,chunchiunn,tt,cc
色票,sik-phiò,25,sek-phiò,sikphio3,sekphio3,sikphio,sekphio,sp,sp
色素,sik-sòo,25,sek-sò͘,siksoo3,seksoo3,siksoo,seksoo,ss,ss
芋泥,ōo-nî,25,ō͘-nî,oo7ni5,oo7ni5,ooni,ooni,on,on
花椒,hua-tsio,25,hoa-chio,huatsio,hoachio,huatsio,hoachio,ht,hc
花椒,hue-tsio,25,hoe-chio,huetsio,hoechio,huetsio,hoechio,ht,hc
芳料,phang-liāu,25,phang-liāu,phangliau7,phangliau7,phangliau,phangliau,pl,pl
茶凍,tê-tàng,25,tê-tàng,te5tang3,te5tang3,tetang,tetang,tt,tt
落妝,lak-tsong,25,lak-chong,laktsong,lakchong,laktsong,lakchong,lt,lc
蒲燒,pôo-sio,25,pô͘-sio,poo5sio,poo5sio,poosio,poosio,ps,ps
蒸餾,tsing-liū,25,cheng-liū,tsingliu7,chengliu7,tsingliu,chengliu,tl,cl
蓄水,thiok-tsuí,25,thiok-chúi,thioktsui2,thiokchui2,thioktsui,thiokchui,tt,tc
蕨貓,keh-niau,25,keh-niau,kehniau,kehniau,kehniau,kehniau,kn,kn
蕨貓,kueh-niau,25,koeh-niau,kuehniau,koehniau,kuehniau,koehniau,kn,kn
薄妝,po̍h-tsong,25,po̍h-chong,poh8tsong,poh8chong,pohtsong,pohchong,pt,pc
薰雞,hun-ke,25,hun-ke,hunke,hunke,hunke,hunke,hk,hk
薰雞,hun-kue,25,hun-koe,hunkue,hunkoe,hunkue,hunkoe,hk,hk
藍牙,nâ-gê,25,nâ-gê,na5ge5,na5ge5,nage,nage,ng,ng
藍莓,nâ-m̂,25,nâ-m̂,na5m5,na5m5,nam,nam,nm,nm
藏獒,tsōng-ngôo,25,chōng-ngô͘,tsong7ngoo5,chong7ngoo5,tsongngoo,chongngoo,tn,cn
藤球,tîn-kiû,25,tîn-kiû,tin5kiu5,tin5kiu5,tinkiu,tinkiu,tk,tk
虎鯨,hóo-king,25,hó͘-keng,hoo2king,hoo2keng,hooking,hookeng,hk,hk
蝦皮,he-phî,25,he-phî,hephi5,hephi5,hephi,hephi,hp,hp
螢幕,îng-bōo,25,êng-bō͘,ing5boo7,eng5boo7,ingboo,engboo,ib,eb
血油,hueh-iû,25,hoeh-iû,huehiu5,hoehiu5,huehiu,hoehiu,hi,hi
血油,huih-iû,25,huih-iû,huihiu5,huihiu5,huihiu,huihiu,hi,hi
血角,hueh-kak,25,hoeh-kak,huehkak,hoehkak,huehkak,hoehkak,hk,hk
行拳,kiânn-kûn,25,kiâⁿ-kûn,kiann5kun5,kiann5kun5,kiannkun,kiannkun,kk,kk
街友,ke-iú,25,ke-iú,keiu2,keiu2,keiu,keiu,ki,ki
街友,kue-iú,25,koe-iú,kueiu2,koeiu2,kueiu,koeiu,ki,ki
街舞,ke-bú,25,ke-bú,kebu2,kebu2,kebu,kebu,kb,kb
街舞,kue-bú,25,koe-bú,kuebu2,koebu2,kuebu,koebu,kb,kb
衝湧,tshiong-íng,25,chhiong-éng,tshionging2,chhiongeng2,tshionging,chhiongeng,ti,ce
表單,pió-tuann,25,pió-toaⁿ,pio2tuann,pio2toann,piotuann,piotoann,pt,pt
裁判,tshâi-phuànn,25,chhâi-phòaⁿ,tshai5phuann3,chhai5phoann3,tshaiphuann,chhaiphoann,tp,cp
製程,tsè-thîng,25,chè-thêng,tse3thing5,che3theng5,tsething,chetheng,tt,ct
複製,ho̍k-tsè,25,ho̍k-chè,hok8tse3,hok8che3,hoktse,hokche,ht,hc
視窗,sī-thang,25,sī-thang,si7thang,si7thang,sithang,sithang,st,st
角球,kak-kiû,25,kak-kiû,kakkiu5,kakkiu5,kakkiu,kakkiu,kk,kk
角球,khòo-nah,25,khò͘-nah,khoo3nah,khoo3nah,khoonah,khoonah,kn,kn
角膜,kak-mo̍oh,25,kak-mo̍͘h,kakmooh8,kakmooh8,kakmooh,kakmooh,km,km
觱卡,pi-khah,25,pi-khah,pikhah,pikhah,pikhah,pikhah,pk,pk
設定,siat-tīng,25,siat-tēng,siatting7,siatteng7,siatting,siatteng,st,st
論壇,lūn-tuânn,25,lūn-tôaⁿ,lun7tuann5,lun7toann5,luntuann,luntoann,lt,lt
讀取,tho̍k-tshí,25,tho̍k-chhí,thok8tshi2,thok8chhi2,thoktshi,thokchhi,tt,tc
