tl,hanzi,drop_reason
Tuā-tn̂g kò sió-tn̂g.,大腸告小腸。,proverb
Tuā-tsi̍h koh hìng thi̍h.,大舌閣興喋。,proverb
Tuā tiánn buē kún,大鼎未滾，細鼎沖沖滾。,proverb
sè tiánn tshiâng-tshiâng-kún.,大鼎未滾，細鼎沖沖滾。,proverb
Thinn-kong thiànn gōng-lâng.,天公疼戇人。,proverb
Thinn-tē tian-tò-píng.,天地顛倒反。,proverb
Thinn tsha leh tē.,天差咧地。,proverb
Thinn-tíng Thinn-kong,天頂天公，地下母舅公。,proverb
tē-ē bú-kū-kong.,天頂天公，地下母舅公。,proverb
Hó iā tsi̍t kù,好也一句，歹也一句。,proverb
pháinn iā tsi̍t kù.,好也一句，歹也一句。,proverb
Hó-kiánn m̄-bián tsē,好囝毋免濟，濟囝餓死爸。,proverb
tsē kiánn gō-sí pē.,好囝毋免濟，濟囝餓死爸。,proverb
Hó-hó tshâ thâi kàu khiau.,好好柴刣到曲。,proverb
Hó-hó hāu thâi kah sái ná lâu.,好好鱟刣甲屎那流。,proverb
Hó-sim hōo luî tsim.,好心予雷唚。,proverb
Hó-sim-hó-hīng,好心好行，無衫通穿。,proverb
bô sann thang tshīng.,好心好行，無衫通穿。,proverb
Hó-pháinn tsāi sim-lāi,好歹在心內，喙脣皮相款待。,proverb
tshuì-tûn-phuê sio khuán-thāi.,好歹在心內，喙脣皮相款待。,proverb
Hó tshân-tē put-jû hó tsú-tē.,好田地不如好子弟。,proverb
Hó-khuànn,好看，毋好食。,proverb
m̄ hó-tsia̍h.,好看，毋好食。,proverb
Hó tsíng tsí-iàu tsi̍t lia̍p.,好種只要一粒。,proverb
Hó-uē tsi̍t kù ná suān-tsio̍h,好話一句若璇石，歹話一句若毒藥。,proverb
pháinn-uē tsi̍t kù ná to̍k-io̍h.,好話一句若璇石，歹話一句若毒藥。,proverb
Hó-tsiú tîm àng-té.,好酒沉甕底。,proverb
Hó-tsiú tîm àng-té,好酒沉甕底，好戲佇戲尾。,proverb
hó hì tī hì-bué.,好酒沉甕底，好戲佇戲尾。,proverb
Hó-gia̍h m̄-ta̍t-tio̍h ē tsia̍h,好額毋值著會食，好命毋值著勇健。,proverb
hó-miā m̄-ta̍t-tio̍h ióng-kiānn.,好額毋值著會食，好命毋值著勇健。,proverb
Muê-lâng pó ji̍p pâng,媒人保入房，無保一世人。,proverb
bô pó tsi̍t-sì-lâng.,媒人保入房，無保一世人。,proverb
Suí-bái bô pí tsí,媠䆀無比止，愛著較慘死。,proverb
ài--tio̍h khah tshám sí.,媠䆀無比止，愛著較慘死。,proverb
Kè ke tuè ke pue,嫁雞綴雞飛，嫁狗綴狗走。,proverb
kè káu tuè káu tsáu.,嫁雞綴雞飛，嫁狗綴狗走。,proverb
Hiâm huè tsiah-sī bé huè lâng.,嫌貨才是買貨人。,proverb
Ka hô bān-sū hing,家和萬事興，家亂萬世窮。,proverb
ka luān bān-sè kîng.,家和萬事興，家亂萬世窮。,proverb
Ka-kī phóng-sái buah-bīn.,家己捧屎抹面。,proverb
Ka-kī tann kê o-ló phang.,家己擔膎呵咾芳。,proverb
Ka-kī tsai tsi̍t tsâng,家己栽一欉，較贏看別人。,proverb
khah iânn khuànn pa̍t-lâng.,家己栽一欉，較贏看別人。,proverb
Ka beh tsê,家欲齊，置雙犁；家欲破，置雙妻。,proverb
tì siang lê; ka beh phuà,家欲齊，置雙犁；家欲破，置雙妻。,proverb
tì siang tshe.,家欲齊，置雙犁；家欲破，置雙妻。,proverb
Siàu-liân nā bô tsi̍t pái gōng,少年若無一擺戇，路邊哪有有應公。,proverb
lōo-pinn ná ū Iú-ìng-kong.,少年若無一擺戇，路邊哪有有應公。,proverb
Siàu-liân bē-hiáu siūnn,少年袂曉想，食老毋成樣。,proverb
tsia̍h-lāu m̄-tsiânn-iūnn.,少年袂曉想，食老毋成樣。,proverb
Tsiam-tsǹg,尖鑽，毋值拄搪。,proverb
m̄-ta̍t tú-tn̄g.,尖鑽，毋值拄搪。,proverb
Ang-î sūn uē-bué,尪姨順話尾，假童害眾人。,proverb
ké tâng hāi tsìng-lâng.,尪姨順話尾，假童害眾人。,proverb
Ang hián,尪顯，弟子落臉。,proverb
tē-tsú lak-lián.,尪顯，弟子落臉。,proverb
San khó î,山可移，性不可改。,proverb
sìng put-khó kái.,山可移，性不可改。,proverb
Tsha leh thinn kah tē.,差咧天佮地。,proverb
Iù-siù kha,幼秀跤，好命底。,proverb
hó-miā té.,幼秀跤，好命底。,proverb
King-tsio thòo kiánn uī kiánn sí.,弓蕉吐囝為囝死。,proverb
Tiunn-tî bô si̍h-pún.,張持無蝕本。,proverb
Tik-sit Thóo-tī-kong,得失土地公，飼無雞。,proverb
tshī bô ke.,得失土地公，飼無雞。,proverb
Suá siū ke-bó senn bô nn̄g.,徙岫雞母生無卵。,proverb
Khiā kuân suann,徛懸山，看馬相踢。,proverb
khuànn bé sio-that.,徛懸山，看馬相踢。,proverb
Sim pháinn bô lâng tsai,心歹無人知，喙歹上厲害。,proverb
tshuì pháinn siōng lī-hāi.,心歹無人知，喙歹上厲害。,proverb
Sim-kuann khah tuā kuè gû-hì.,心肝較大過牛肺。,proverb
Sim-kuann khah tuā kuè Ông Bóng.,心肝較大過王莽。,proverb
Lún--ah lún,忍啊忍，忍著一个金石盾。,proverb
lún-tio̍h tsi̍t ê kim tsio̍h-tún.,忍啊忍，忍著一个金石盾。,proverb
Lún-khì kiû tsâi,忍氣求財，激氣相刣。,proverb
kik-khì sio-thâi.,忍氣求財，激氣相刣。,proverb
Uàn senn bô uàn sí.,怨生無怨死。,proverb
Un-tsú-kong tsia̍h sio-tsiú,恩主公食燒酒，看袂出。,proverb
khuànn bē tshut.,恩主公食燒酒，看袂出。,proverb
Tiām-tiām tsia̍h sann uánn-kong puànn.,恬恬食三碗公半。,proverb
Sioh hue liân phûn,惜花連盆，疼囝連孫。,proverb
thiànn kiánn liân sun.,惜花連盆，疼囝連孫。,proverb
Ok bé ok lâng khiâ.,惡馬惡人騎。,proverb
Ok bé ok lâng khiâ,惡馬惡人騎，胭脂馬拄著關老爺。,proverb
ian-tsi-bé tú-tio̍h Kuan-ló-iâ.,惡馬惡人騎，胭脂馬拄著關老爺。,proverb
Jiá hîm jiá hóo,惹熊惹虎，毋通惹著刺查某。,proverb
m̄-thang jiá-tio̍h tshiah-tsa-bóo.,惹熊惹虎，毋通惹著刺查某。,proverb
Ài-suí m̄ kiann lâu phīnn-tsuí.,愛媠毋驚流鼻水。,proverb
Ài piànn tsiah ē iânn.,愛拚才會贏。,proverb
thiànn tsa-bóo-kiánn tio̍h thiànn kiánn-sài.,愛花連枝愛，疼查某囝著疼囝婿。,proverb
Ài hue liân ki ài,愛花連枝愛，疼查某囝著疼囝婿。,proverb
Bān gû kāu-sái-jiō.,慢牛厚屎尿。,proverb
Gōng-lâng ū gōng hok.,戇人有戇福。,proverb
Gōng--ê iā ū tsi̍t hāng ē.,戇的也有一項會。,proverb
Hì-pênn-kha khiā kú tō sī lí ê.,戲棚跤徛久就是你的。,proverb
Hì-kuán pinn ê ti-bó,戲館邊的豬母，袂歕簫嘛會拍拍。,proverb
bē pûn siau mā ē phah-phik.,戲館邊的豬母，袂歕簫嘛會拍拍。,proverb
Tshiú phō hâi-jî,手抱孩兒，才知爸母時。,proverb
tsiah tsai pē-bú sî.,手抱孩兒，才知爸母時。,proverb
Tshiú-khiau,手曲，屈入無屈出。,proverb
khut-ji̍p bô khut-tshut.,手曲，屈入無屈出。,proverb
Phah lâng huah-kiù-lâng.,拍人喝救人。,proverb
Phah lâng huah-kiù-lâng,拍人喝救人，做賊的喝掠賊。,proverb
tsò tsha̍t--ê huah lia̍h tsha̍t.,拍人喝救人，做賊的喝掠賊。,proverb
Phah-tn̄g tshiú-kut tian-tò ióng.,拍斷手骨顛倒勇。,proverb
Phah hóo lia̍h tsha̍t iā tio̍h tshin hiann-tī.,拍虎掠賊也著親兄弟。,proverb
Piànn kah lâu-kuānn,拚甲流汗，予人嫌甲流瀾。,proverb
hōo lâng hiâm kah lâu-nuā.,拚甲流汗，予人嫌甲流瀾。,proverb
Tēnn kiann sí,捏驚死，放驚飛。,proverb
pàng kiann pue.,捏驚死，放驚飛。,proverb
Tsia̍p mē bē thiann,捷罵袂聽，捷拍袂疼。,proverb
tsia̍p phah bē thiànn.,捷罵袂聽，捷拍袂疼。,proverb
Tsia̍p kìnn kuann bē uì,捷見官袂畏，捷食酒袂醉。,proverb
tsia̍p tsia̍h-tsiú bē tsuì.,捷見官袂畏，捷食酒袂醉。,proverb
Kuānn nâ-á ké tsò-kheh.,捾籃仔假做客。,proverb
Kuānn nâ-á ké sio-kim.,捾籃仔假燒金。,proverb
Sàu-tè sàu piah-kak,掃地掃壁角，洗面洗耳空。,proverb
sé-bīn sé hīnn-khang.,掃地掃壁角，洗面洗耳空。,proverb
Lia̍h ke kià suann-niau.,掠雞寄山貓。,proverb
Lia̍h-ku-tsáu-pih,掠龜走鱉，掠蟳走蠘。,proverb
lia̍h-tsîm-tsáu-tshi̍h.,掠龜走鱉，掠蟳走蠘。,proverb
Kíng--ah kíng,揀啊揀，揀著一个賣龍眼。,proverb
kíng-tio̍h tsi̍t ê bē lîng-gíng.,揀啊揀，揀著一个賣龍眼。,proverb
Iô lâng bô-tsâi,搖人無才，搖豬無刣。,proverb
iô ti bô thâi.,搖人無才，搖豬無刣。,proverb
Puann siū ke-bó senn bô nn̄g.,搬岫雞母生無卵。,proverb
Puann tsio̍h-thâu teh ka-kī kha-puânn.,搬石頭硩家己跤盤。,proverb
Tann láng khah hìng gē-tuànn.,擔籠較興藝旦。,proverb
Gia̍h-thâu sann tshioh ū sîn-bîng.,攑頭三尺有神明。,proverb
Siu-nuā siu hōo ta,收瀾收予焦，予你生一个有𡳞脬。,proverb
hōo lí senn tsi̍t ê ū lān-pha.,收瀾收予焦，予你生一个有𡳞脬。,proverb
Siu-nuā siu-ta-ta,收瀾收焦焦，明年生𡳞脬。,proverb
mê-nî senn lān-pha.,收瀾收焦焦，明年生𡳞脬。,proverb
Siu-nuā siu-lī-lī,收瀾收離離，明年招小弟。,proverb
mê-nî tsio sió-tī.,收瀾收離離，明年招小弟。,proverb
Pàng-jiō tshiau sua bē tsò-tui.,放尿搜沙袂做堆。,proverb
Pàng-jiō kiáu sua bē tsò-tui.,放尿攪沙袂做堆。,proverb
Pàng-phuì an káu sim.,放屁安狗心。,proverb
Pàng-sái iā thiànn,放屎也疼，放尿也疼。,proverb
pàng-jiō iā thiànn.,放屎也疼，放尿也疼。,proverb
Kà pháinn gín-á tuā-sè.,教歹囡仔大細。,proverb
Kà ti kà káu,教豬教狗，不如家己走。,proverb
put-jû ka-kī tsáu.,教豬教狗，不如家己走。,proverb
Kánn tsò pû-hia,敢做匏桸，就毋通驚水燙。,proverb
tō m̄-thang kiann tsuí thǹg.,敢做匏桸，就毋通驚水燙。,proverb
Kánn tsò,敢做，敢擔當。,proverb
kánn tam-tng.,敢做，敢擔當。,proverb
Tsánn lâng ê tiū-á-bué.,斬人的稻仔尾。,proverb
Tn̄g-tsiúnn tsa-poo tsò siùnn-kang,斷掌查埔做相公，斷掌查某守空房。,proverb
tn̄g-tsiúnn tsa-bóo tsiú khang-pâng.,斷掌查埔做相公，斷掌查某守空房。,proverb
Ji̍t-thâu tshiah-iānn-iānn,日頭赤焱焱，隨人顧性命。,proverb
suî-lâng kòo sènn-miā.,日頭赤焱焱，隨人顧性命。,proverb
Tshun-thinn āu-bú-bīn,春天後母面，欲變一時間。,proverb
beh piàn tsi̍t-sî-kan.,春天後母面，欲變一時間。,proverb
Tshun bông pha̍k-sí kuí,春雺曝死鬼，夏雺做大水。,proverb
hā bông tsò-tuā-tsuí.,春雺曝死鬼，夏雺做大水。,proverb
Tshun bông nā m̄ khui,春雺若毋開，著該幔棕蓑。,proverb
tio̍h kai mua tsang-sui.,春雺若毋開，著該幔棕蓑。,proverb
Tshun bông,春雺，日頭公；夏雺，水底摸。,proverb
ji̍t-thâu-kong; hā bông,春雺，日頭公；夏雺，水底摸。,proverb
tsuí-té bong.,春雺，日頭公；夏雺，水底摸。,proverb
Sī m̄ sī,是毋是，罵家己。,proverb
mē ka-kī.,是毋是，罵家己。,proverb
Sî kàu sî tam-tng,時到時擔當，無米才煮番薯湯。,proverb
bô bí tsiah tsú han-tsî-thng.,時到時擔當，無米才煮番薯湯。,proverb
ua̍h kah káu-tsa̍p-káu.,暗頓減食一口，活甲九十九。,proverb
Àm-tǹg kiám tsia̍h tsi̍t kháu,暗頓減食一口，活甲九十九。,proverb
puànn-mê-á huán-tsìng.,暗頭仔食西瓜，半暝仔反症。,proverb
Àm-thâu-á tsia̍h si-kue,暗頭仔食西瓜，半暝仔反症。,proverb
Ē kā--lâng ê káu bē puī.,會咬人的狗袂吠。,proverb
Ē kā--lâng ê káu bē puī,會咬人的狗袂吠，會吠的狗袂咬人。,proverb
ē puī ê káu bē kā--lâng.,會咬人的狗袂吠，會吠的狗袂咬人。,proverb
bē-hiáu tshit tshuì.,會曉偷食，袂曉拭喙。,proverb
Ē-hiáu thau tsia̍h,會曉偷食，袂曉拭喙。,proverb
bē-senn-tit kiánn sim.,會生得囝身，袂生得囝心。,proverb
Ē-senn-tit kiánn sin,會生得囝身，袂生得囝心。,proverb
Ē pua̍h tsiah ē tuā.,會跋才會大。,proverb
Ū tsi̍t hó bô nn̄g hó,有一好無兩好，有新婦無牛母。,proverb
ū sin-pū bô gû-bó.,有一好無兩好，有新婦無牛母。,proverb
bô nn̄g hó.,有一好，無兩好。,proverb
Ū tsi̍t hó,有一好，無兩好。,proverb
bû sam put sîng lé.,有一就有兩，有兩就有三，無三不成禮。,proverb
Ū it tō ū nn̄g,有一就有兩，有兩就有三，無三不成禮。,proverb
ū nn̄g tō ū sann,有一就有兩，有兩就有三，無三不成禮。,proverb
Ū lâng tsia̍h-tsho,有人食臊，有人食菜；有人祈禱，有人拜拜。,proverb
ū lâng pài-pài.,有人食臊，有人食菜；有人祈禱，有人拜拜。,proverb
ū lâng tsia̍h-tshài; ū lâng kî-tó,有人食臊，有人食菜；有人祈禱，有人拜拜。,proverb
bô Tn̂g-suann má.,有唐山公，無唐山媽。,proverb
Ū Tn̂g-suann kong,有唐山公，無唐山媽。,proverb
Ū tshuì kóng kah bô nuā.,有喙講甲無瀾。,proverb
bô kiánn thinn tsù-tiānn.,有囝有囝命，無囝天註定。,proverb
Ū kiánn ū kiánn miā,有囝有囝命，無囝天註定。,proverb
bô Tn̂g-suann má.,有平埔媽，無唐山媽。,proverb
Ū pênn-poo má,有平埔媽，無唐山媽。,proverb
bô Tn̂g-suann má.,有平埔媽，無平埔公；有唐山公，無唐山媽。,proverb
bô pênn-poo kong; ū Tn̂g-suann kong,有平埔媽，無平埔公；有唐山公，無唐山媽。,proverb
Ū pênn-poo má,有平埔媽，無平埔公；有唐山公，無唐山媽。,proverb
Ū-sî tshenn kng,有時星光，有時月光。,proverb
ū-sî gue̍h kng.,有時星光，有時月光。,proverb
Ū-sî tshenn-kng,有時星光，有時月明。,proverb
ū-sî gue̍h-bîng.,有時星光，有時月明。,proverb
bô iūnn ka-kī siūnn.,有樣看樣，無樣家己想。,proverb
Ū iūnn khuànn-iūnn,有樣看樣，無樣家己想。,proverb
Ū sio-hiunn ū pó-pì,有燒香有保庇，有食藥有行氣。,proverb
ū tsia̍h io̍h ū kiânn-khì.,有燒香有保庇，有食藥有行氣。,proverb
bô tsiōng-guân sian-sinn.,有狀元學生，無狀元先生。,proverb
Ū tsiōng-guân ha̍k-sing,有狀元學生，無狀元先生。,proverb
bô--ê phín-phóng.,有的毋講，無的品捧。,proverb
Ū--ê m̄ kóng,有的毋講，無的品捧。,proverb
Ū kuī tsiah ū pá-suī.,有跪才有飽穗。,proverb
Ū-liōng tō ū hok.,有量就有福。,proverb
Ū tsia̍h koh ū lia̍h.,有食閣有掠。,proverb
kíng-suán; bô,有，揀選；無，不管。,proverb
put-kuán.,有，揀選；無，不管。,proverb
Ū,有，揀選；無，不管。,proverb
Buē tsiūnn sann tshùn tsuí,未上三寸水，就欲扒龍船。,proverb
tō beh pê-lîng-tsûn.,未上三寸水，就欲扒龍船。,proverb
Buē-tsîng o̍h kiânn sing o̍h pue,未曾學行先學飛，未曾掖種想挽瓜。,proverb
buē-tsîng iā-tsíng siūnn bán kue.,未曾學行先學飛，未曾掖種想挽瓜。,proverb
Buē tsia̍h Gōo-ji̍t-tseh tsàng,未食五日節粽，破裘毋甘放。,proverb
phuà hiû m̄ kam pàng.,未食五日節粽，破裘毋甘放。,proverb
Pue-té m̄-thang tshī kim-hî.,杯底毋通飼金魚。,proverb
Sai-káng pha.,東港無魚，西港拋。,proverb
Tang-káng bô hî,東港無魚，西港拋。,proverb
Iau-kuí ké sè-jī.,枵鬼假細膩。,proverb
Iau-kuí ké sè-jī,枵鬼假細膩，愛食假客氣。,proverb
ài tsia̍h ké kheh-khì.,枵鬼假細膩，愛食假客氣。,proverb
Bóo-tuā-tsí,某大姊，坐金交椅。,proverb
tsē kim kau-í.,某大姊，坐金交椅。,proverb
Tsa-poo iā tio̍h thiànn,查埔也著疼，查某也著晟。,proverb
tsa-bóo iā tio̍h tshiânn.,查埔也著疼，查某也著晟。,proverb
Tsa-poo-kiánn tit tshân-hn̂g,查埔囝得田園，查某囝得嫁粧。,proverb
tsa-bóo-kiánn tit kè-tsng.,查埔囝得田園，查某囝得嫁粧。,proverb
Hāu-tiúnn kiam kòng tsing.,校長兼摃鐘。,proverb
Toh-tíng tsia̍h-pn̄g,桌頂食飯，桌跤放屎。,proverb
toh-kha pàng-sái.,桌頂食飯，桌跤放屎。,proverb
Pênn-tíng tsò kah lâu-kuānn,棚頂做甲流汗，棚跤嫌甲流瀾。,proverb
pênn-kha hiâm kah lâu-nuā.,棚頂做甲流汗，棚跤嫌甲流瀾。,proverb
Tshiū-thâu khiā hōo tsāi,樹頭徛予在，毋驚樹尾做風颱。,proverb
m̄ kiann tshiū-bué tsò-hong-thai.,樹頭徛予在，毋驚樹尾做風颱。,proverb
Kiô kuè,橋過，枴仔挕捒。,proverb
kuái-á hìnn-sak.,橋過，枴仔挕捒。,proverb
Lak-tē-á tē pōng-tsí.,橐袋仔袋磅子。,proverb
Huâinn tshâ giâ-ji̍p tsàu.,橫柴夯入灶。,proverb
Khiàm tsînn uàn tsè-tsú,欠錢怨債主，不孝怨爸母。,proverb
put-hàu uàn pē-bú.,欠錢怨債主，不孝怨爸母。,proverb
Beh khàu bô ba̍k-sái.,欲哭無目屎。,proverb
Beh khàu bô ba̍k-sái,欲哭無目屎，艱苦無人知。,proverb
kan-khóo bô lâng tsai.,欲哭無目屎，艱苦無人知。,proverb
Beh hó-gia̍h tán āu-sì,欲好額等後世，欲做官學做戲。,proverb
beh tsò-kuann o̍h tsò-hì.,欲好額等後世，欲做官學做戲。,proverb
Beh sí khan-thua kuí.,欲死牽拖鬼。,proverb
Beh tsia̍h hôo-sîn,欲食胡蠅，家己欱。,proverb
ka-kī hap.,欲食胡蠅，家己欱。,proverb
Huann-huann-hí-hí tsi̍t kang,歡歡喜喜一工，煩煩惱惱也一工。,proverb
huân-huân-ló-ló iā tsi̍t kang.,歡歡喜喜一工，煩煩惱惱也一工。,proverb
Uai-ko tsînn sì-tsìng liáu,歪哥錢世眾了，僥倖錢跋輸筊，快活錢快開銷，不義錢居袂牢。,proverb
hiau-hīng tsînn pua̍h-su kiáu,歪哥錢世眾了，僥倖錢跋輸筊，快活錢快開銷，不義錢居袂牢。,proverb
khuìnn-ua̍h tsînn khuài khai-siau,歪哥錢世眾了，僥倖錢跋輸筊，快活錢快開銷，不義錢居袂牢。,proverb
put-gī tsînn ki bē tiâu.,歪哥錢世眾了，僥倖錢跋輸筊，快活錢快開銷，不義錢居袂牢。,proverb
Uai-tshuì ke tsia̍h hó bí.,歪喙雞食好米。,proverb
Pháinn kue kāu tsí,歹瓜厚子，歹人厚言語。,proverb
pháinn-lâng kāu giân-gí.,歹瓜厚子，歹人厚言語。,proverb
Pháinn tik tshut hó sún.,歹竹出好筍。,proverb
Pháinn tik tshut hó sún,歹竹出好筍，好竹出痀崙。,proverb
hó tik tshut ku-lún.,歹竹出好筍，好竹出痀崙。,proverb
Pháinn tsûn tú-tio̍h hó káng-lōo.,歹船拄著好港路。,proverb
Sí hông-tè m̄-ta̍t-tit ua̍h khit-tsia̍h.,死皇帝毋值得活乞食。,proverb
Sí ba̍k m̄ guān kheh.,死目毋願瞌。,proverb
Sí tsuâ ua̍h bué-liu──sí-sô.,死蛇活尾溜──死趖。,proverb
Sí tsuâ ua̍h bué-liu.,死蛇活尾溜。,proverb
Sí tō-iú,死道友，無死貧道。,proverb
bô sí pîn-tō.,死道友，無死貧道。,proverb
M̄-bat khuànn-kuè bé,毋捌看過馬，嘛捌看過馬蹄。,proverb
mā bat khuànn-kuè bé-tê.,毋捌看過馬，嘛捌看過馬蹄。,proverb
Bú-kū-kong,母舅公，較大三界公。,proverb
khah tuā Sam-kài-kong.,母舅公，較大三界公。,proverb
Môo-honn ku kué tsàng,毛呼龜粿粽，紅包在你送。,proverb
âng-pau tsāi lí sàng.,毛呼龜粿粽，紅包在你送。,proverb
Mn̂g-mn̂g-á hōo lo̍h-kú,毛毛仔雨落久，塗嘛會澹。,proverb
thôo mā ē tâm.,毛毛仔雨落久，塗嘛會澹。,proverb
Khì-sí giām bô siong.,氣死驗無傷。,proverb
Tsuí-gû kuè-khe──kāu-sái-jiō.,水牛過溪──厚屎尿。,proverb
Hái-lîng-ông sî tsuí―― ké sè-jī.,海龍王辭水――假細膩。,proverb
Niû-suànn sui phuà,涼傘雖破，骨格原在。,proverb
kut-keh guân-tsāi.,涼傘雖破，骨格原在。,proverb
Tshing-bîng bô tńg tshù,清明無轉厝，無祖；過年無轉厝，無某。,proverb
bô bóo.,清明無轉厝，無祖；過年無轉厝，無某。,proverb
bô tsóo; kuè-nî bô tńg tshù,清明無轉厝，無祖；過年無轉厝，無某。,proverb
Liu-liu-tshiu-tshiu,溜溜瞅瞅，食兩蕊目睭。,proverb
tsia̍h nn̄g luí ba̍k-tsiu.,溜溜瞅瞅，食兩蕊目睭。,proverb
Muá-bīn tsuân tāu-hue.,滿面全豆花。,proverb
Àu-tshâ bē-tsò-tit kong-má-kham.,漚柴袂做得公媽龕。,proverb
Kik tsi̍t ê sim-á-khuì.,激一个參仔氣。,proverb
Tsē kiánn tsē peh-pak,濟囝濟擘腹，濟新婦濟推捒。,proverb
tsē sin-pū tsē the-sak.,濟囝濟擘腹，濟新婦濟推捒。,proverb
Tsē kiánn gō-sí pē,濟囝餓死爸，濟新婦磨死大家。,proverb
tsē sin-pū buâ-sí ta-ke.,濟囝餓死爸，濟新婦磨死大家。,proverb
Hué-sio-tshù,火燒厝，燒過間。,proverb
sio kuè king.,火燒厝，燒過間。,proverb
Hué kuè,火過，才炰芋。,proverb
tsiah pû ōo.,火過，才炰芋。,proverb
Oo-á-hî tsìnn tsuí―― m̄ jīn-su.,烏仔魚搢水――毋認輸。,proverb
Oo-á-hî tsìnn tsuí.,烏仔魚搢水。,proverb
Oo káu thau tsia̍h,烏狗偷食，白狗食罪。,proverb
pe̍h káu tsia̍h-tsuē.,烏狗偷食，白狗食罪。,proverb
Oo kan-á té tāu-iû.,烏矸仔貯豆油。,proverb
Oo kan-á té tāu-iû,烏矸仔貯豆油，無地看。,proverb
bô-tè khuànn.,烏矸仔貯豆油，無地看。,proverb
Oo-a tshiò oo ti.,烏鴉笑烏豬。,proverb
Bû sam put sîng lé.,無三不成禮。,proverb
Bô hē-tsíng,無下種，無收成。,proverb
bô siu-sîng.,無下種，無收成。,proverb
Bô-tāi-bô-tsì,無代無誌，掠一尾蟲擽尻川。,proverb
lia̍h tsi̍t bué thâng ngiau kha-tshng.,無代無誌，掠一尾蟲擽尻川。,proverb
Bô uan bô ke,無冤無家，不成夫妻。,proverb
put-sîng hu-tshe.,無冤無家，不成夫妻。,proverb
Bô hit-lō kha-tshng,無彼號尻川，想欲食彼號瀉藥。,proverb
siūnn-beh tsia̍h hit-lō sià-io̍h.,無彼號尻川，想欲食彼號瀉藥。,proverb
Bô-sim ké ū-sim,無心假有心，捾籃仔假燒金。,proverb
kuānn nâ-á ké sio-kim.,無心假有心，捾籃仔假燒金。,proverb
Bô-sim ké ū-sim,無心假有心，菜籃擔水予人啉。,proverb
tshài-nâ tann tsuí hōo lâng lim.,無心假有心，菜籃擔水予人啉。,proverb
Bô ji̍t m̄ tsai tàu,無日毋知晝，無鬚毋知老。,proverb
bô tshiu m̄ tsai lāu.,無日毋知晝，無鬚毋知老。,proverb
Bô ji̍t m̄ tsai tàu,無日毋知晝，無鬚毋知老，無死毋知臭。,proverb
bô sí m̄ tsai tshàu.,無日毋知晝，無鬚毋知老，無死毋知臭。,proverb
bô tshiu m̄ tsai lāu,無日毋知晝，無鬚毋知老，無死毋知臭。,proverb
Bô kê giâ kau-í.,無枷夯交椅。,proverb
Bô môo ke ké tuā-keh.,無毛雞假大格。,proverb
Bô môo ke ké tuā-keh,無毛雞假大格，無米留人客，無食假拍呃。,proverb
bô bí lâu lâng-kheh,無毛雞假大格，無米留人客，無食假拍呃。,proverb
bô tsia̍h ké phah-eh.,無毛雞假大格，無米留人客，無食假拍呃。,proverb
Bô gû sái bé.,無牛駛馬。,proverb
Bô-kìm-bô-khī,無禁無忌，食百二。,proverb
tsia̍h pah-jī.,無禁無忌，食百二。,proverb
Bô-kìm-bô-khī,無禁無忌，食百二；無見無古，食甲做公兼做祖。,proverb
tsia̍h kah tsò kong kiam tsò tsóo.,無禁無忌，食百二；無見無古，食甲做公兼做祖。,proverb
tsia̍h pah-jī; bô-kiàn-bô-kóo,無禁無忌，食百二；無見無古，食甲做公兼做祖。,proverb
Bô bí ū tsing-khū,無米有舂臼，無囝抱新婦。,proverb
bô kiánn phō sin-pū.,無米有舂臼，無囝抱新婦。,proverb
Bô kiânn bē tshut-miâ.,無行袂出名。,proverb
Bô kuī,無跪，袂出穗。,proverb
bē tshut suī.,無跪，袂出穗。,proverb
Bô thang tshenn tsia̍h,無通生食，哪有通曝乾。,proverb
ná ū thang pha̍k-kuann.,無通生食，哪有通曝乾。,proverb
Bô-hong-bô-iô,無風無搖，倒大樹。,proverb
tó tuā-tshiū.,無風無搖，倒大樹。,proverb
Bô hî hôo hê,無魚撈蝦，無蝦撈田螺。,proverb
bô hê hôo tshân-lê.,無魚撈蝦，無蝦撈田螺。,proverb
Bô hî,無魚，蝦嘛好。,proverb
hê mā hó.,無魚，蝦嘛好。,proverb
Si̍k-sāi phiàn tshù-lāi.,熟似騙厝內。,proverb
Sio-huî--ê tsia̍h khih,燒瓷的食缺，織蓆的睏椅。,proverb
tsit-tshio̍h--ê khùn í.,燒瓷的食缺，織蓆的睏椅。,proverb
Nuā-thôo bē-kôo-tit piah.,爛塗袂糊得壁。,proverb
Pē-bú thiànn kiánn tn̂g lâu-tsuí,爸母疼囝長流水，囝疼爸母樹尾風。,proverb
kiánn thiànn pē-bú tshiū-bué hong.,爸母疼囝長流水，囝疼爸母樹尾風。,proverb
Gû tō sī gû,牛就是牛，牽到北京也是牛。,proverb
khan kàu Pak-kiann iā sī gû.,牛就是牛，牽到北京也是牛。,proverb
Gû-sái-ku,牛屎龜，牚石枋。,proverb
thènn tsio̍h-pang.,牛屎龜，牚石枋。,proverb
Gû-tiâu-lāi tak gû-bó.,牛牢內觸牛母。,proverb
Gû-phīnn m̄ lîng,牛鼻毋拎，拎牛尾。,proverb
lîng gû-bué.,牛鼻毋拎，拎牛尾。,proverb
Mi̍h ē-sái lām-sám tsia̍h,物會使濫糝食，話袂使濫糝講。,proverb
